ItemCompraID,CompraID,IsqueiroID,Quantidade,PrecoUnitario,Desconto,SubTotal,MarcaID,CategoriaID,Modelo,Cor,Material,TipoCombustivel,CapacidadeML,Peso,PrecoSugerido,NomeMarca,NomeCategoria
3406,1142,35,1,80.06,12.5,70.05250000000001,2,3,Modelo 35,Cinza ardósia escuro,Aço Inoxidável,Butano,43.26,33.07,64.3,Zippo,Premium
3407,46567,51,1,85.17,15.69,71.806827,1,5,Modelo 51,Amarelo queimado,Metal,Gasolina,16.55,80.54,84.17,Bic,Industrial
3408,598,85,1,56.24,1.36,55.475136,16,5,Modelo 85,Oliva escura,Plástico,Butano,48.13,51.68,40.8,Flint,Industrial
3409,14712,62,1,90.65,1.76,89.05456000000001,12,3,Modelo 62,Neve,Aço Inoxidável,Butano,19.55,51.59,93.57,Blaze,Premium
3410,28557,22,1,15.87,17.85,13.037205,19,4,Modelo 22,Pardo escuro,Plástico,Butano,26.48,41.3,38.75,Burner,Decorativo
3411,12962,3,1,99.61,11.67,87.985513,16,3,Modelo 3,Pêssego,Aço Inoxidável,Gasolina,50.0,55.21,71.15,Flint,Premium
3412,19134,61,4,6.09,10.24,21.865536,11,4,Modelo 61,Ciano escuro,Plástico,Butano,43.82,59.9,35.72,Ignite,Decorativo
3413,38827,52,3,22.99,0.82,68.404446,5,4,Modelo 52,Violeta escuro,Metal,Butano,48.4,98.68,67.89,Djeep,Decorativo
3414,12745,14,5,8.67,17.56,35.73774,11,1,Modelo 14,Cinza claro,Aço Inoxidável,Butano,12.6,73.46,86.36,Ignite,Descartável
3415,45462,24,3,20.32,0.97,60.368688,2,5,Modelo 24,Jasmine,Metal,Gasolina,21.62,16.16,8.5,Zippo,Industrial
3416,34947,52,1,59.91,17.47,49.443723,5,4,Modelo 52,Violeta escuro,Metal,Butano,48.4,98.68,67.89,Djeep,Decorativo
3417,48402,43,1,26.92,5.29,25.495932000000003,5,1,Modelo 43,Esmeralda,Plástico,Butano,8.98,57.6,74.69,Djeep,Descartável
3418,47017,36,3,43.61,4.24,125.282808,3,5,Modelo 36,Linho,Aço Inoxidável,Butano,49.21,50.65,17.92,Clipper,Industrial
3419,2429,7,2,76.06,1.34,150.081592,4,5,Modelo 7,Verde espectro,Aço Inoxidável,Outro,16.41,67.89,14.69,Cricket,Industrial
3420,42837,87,2,9.89,1.87,19.410114,18,1,Modelo 87,Açafrão,Aço Inoxidável,Butano,23.51,45.38,30.83,LightUp,Descartável
3421,13762,50,2,68.85,6.69,128.48787,11,3,Modelo 50,Verde mar médio,Plástico,Butano,33.82,17.27,28.27,Ignite,Premium
3422,204,2,1,30.2,6.27,28.30646,14,4,Modelo 2,Sépia,Aço Inoxidável,Butano,48.33,65.65,75.89,Glow,Decorativo
3423,8519,60,2,94.74,14.96,161.133792,6,2,Modelo 60,Marrom rosado,Plástico,Butano,34.78,10.13,67.16,Flamme,Recarregável
3424,37186,1,4,88.14,4.07,338.21080800000004,5,4,Modelo 1,Verde primavera,Plástico,Butano,26.59,39.32,83.47,Djeep,Decorativo
3425,33655,48,2,70.82,3.96,136.03105599999998,14,3,Modelo 48,Cereja,Metal,Butano,8.36,44.12,15.98,Glow,Premium
3426,22771,97,1,49.54,7.14,46.002844,6,3,Modelo 97,Branco,Metal,Butano,41.95,58.96,59.42,Flamme,Premium
3427,36795,87,1,96.5,10.86,86.0201,18,1,Modelo 87,Açafrão,Aço Inoxidável,Butano,23.51,45.38,30.83,LightUp,Descartável
3428,19027,6,1,91.82,13.67,79.26820599999999,19,5,Modelo 6,Verde fluorescente,Aço Inoxidável,Butano,15.4,35.2,18.04,Burner,Industrial
3429,10973,84,2,18.28,12.97,31.818168,13,3,Modelo 84,Ciano,Aço Inoxidável,Butano,21.12,47.29,82.43,Flicker,Premium
3430,33490,44,1,23.44,3.93,22.518808,6,5,Modelo 44,Milho Claro,Aço Inoxidável,Butano,38.34,61.79,92.2,Flamme,Industrial
3431,806,30,2,67.91,3.73,130.75391399999998,3,1,Modelo 30,Amarelo queimado,Metal,Butano,38.39,23.03,47.92,Clipper,Descartável
3432,7809,34,4,69.14,5.41,261.598104,3,5,Modelo 34,Salmão,Aço Inoxidável,Butano,22.36,18.56,88.57,Clipper,Industrial
3433,4685,95,2,13.76,4.06,26.402688,7,3,Modelo 95,Rosa Choque,Metal,Gasolina,6.91,52.54,60.34,Luminos,Premium
3434,30085,43,1,25.63,9.2,23.27204,5,1,Modelo 43,Esmeralda,Plástico,Butano,8.98,57.6,74.69,Djeep,Descartável
3435,45249,1,3,39.42,18.58,96.287292,5,4,Modelo 1,Verde primavera,Plástico,Butano,26.59,39.32,83.47,Djeep,Decorativo
3436,38875,94,1,84.29,2.97,81.78658700000001,11,3,Modelo 94,Vermelho,Aço Inoxidável,Butano,12.02,38.51,93.64,Ignite,Premium
3437,36776,6,3,75.16,15.74,189.989448,19,5,Modelo 6,Verde fluorescente,Aço Inoxidável,Butano,15.4,35.2,18.04,Burner,Industrial
3438,22581,3,1,63.11,4.64,60.181696,16,3,Modelo 3,Pêssego,Aço Inoxidável,Gasolina,50.0,55.21,71.15,Flint,Premium
3439,2777,85,1,60.6,8.43,55.49142,16,5,Modelo 85,Oliva escura,Plástico,Butano,48.13,51.68,40.8,Flint,Industrial
3440,38283,44,1,35.75,18.55,29.118375,6,5,Modelo 44,Milho Claro,Aço Inoxidável,Butano,38.34,61.79,92.2,Flamme,Industrial
3441,9175,8,1,65.94,15.89,55.46213399999999,18,5,Modelo 8,Chocolate,Metal,Butano,49.41,96.15,95.73,LightUp,Industrial
3442,15938,22,3,80.73,6.07,227.489067,19,4,Modelo 22,Pardo escuro,Plástico,Butano,26.48,41.3,38.75,Burner,Decorativo
3443,31334,2,1,88.73,0.15,88.596905,14,4,Modelo 2,Sépia,Aço Inoxidável,Butano,48.33,65.65,75.89,Glow,Decorativo
3444,32304,45,1,79.04,12.76,68.954496,5,4,Modelo 45,Azul escuro,Aço Inoxidável,Butano,14.88,95.2,9.22,Djeep,Decorativo
3445,8042,55,2,66.32,12.88,115.55596799999998,5,3,Modelo 55,Marrom,Aço Inoxidável,Butano,38.68,31.76,97.08,Djeep,Premium
3446,36690,69,1,44.44,6.71,41.458076,14,4,Modelo 69,Ciano claro,Metal,Butano,9.97,63.48,56.16,Glow,Decorativo
3447,30053,36,1,40.3,8.7,36.7939,3,5,Modelo 36,Linho,Aço Inoxidável,Butano,49.21,50.65,17.92,Clipper,Industrial
3448,9406,9,1,24.87,9.44,22.522272,15,4,Modelo 9,Água-marinha,Plástico,Butano,20.09,75.61,60.95,Ember,Decorativo
3449,47269,49,1,41.87,4.03,40.182639,14,1,Modelo 49,Verde primavera médio,Aço Inoxidável,Gasolina,33.32,59.13,91.59,Glow,Descartável
3450,24623,94,1,24.61,2.16,24.078424,11,3,Modelo 94,Vermelho,Aço Inoxidável,Butano,12.02,38.51,93.64,Ignite,Premium
3451,13204,44,1,58.6,8.21,53.78894,6,5,Modelo 44,Milho Claro,Aço Inoxidável,Butano,38.34,61.79,92.2,Flamme,Industrial
3452,32569,46,3,31.08,15.54,78.75050399999999,12,3,Modelo 46,Azul céu profundo,Aço Inoxidável,Butano,9.4,45.96,59.09,Blaze,Premium
3453,15066,85,4,25.56,2.36,99.827136,16,5,Modelo 85,Oliva escura,Plástico,Butano,48.13,51.68,40.8,Flint,Industrial
3454,25969,52,1,44.42,12.49,38.871942,5,4,Modelo 52,Violeta escuro,Metal,Butano,48.4,98.68,67.89,Djeep,Decorativo
3455,33798,38,1,24.0,7.66,22.1616,20,3,Modelo 38,Escarlate,Aço Inoxidável,Butano,38.52,50.16,53.49,Fireside,Premium
3456,31088,49,3,14.56,5.53,41.264496,14,1,Modelo 49,Verde primavera médio,Aço Inoxidável,Gasolina,33.32,59.13,91.59,Glow,Descartável
3457,24976,53,1,86.79,4.12,83.214252,5,5,Modelo 53,Renda antiga,Plástico,Gasolina,42.1,15.92,58.16,Djeep,Industrial
3458,28235,10,2,31.85,12.64,55.64832,17,3,Modelo 10,Água-marinha,Plástico,Butano,36.79,47.66,82.03,Scorch,Premium
3459,34278,38,1,97.0,11.32,86.0196,20,3,Modelo 38,Escarlate,Aço Inoxidável,Butano,38.52,50.16,53.49,Fireside,Premium
3460,25569,50,1,69.28,6.03,65.102416,11,3,Modelo 50,Verde mar médio,Plástico,Butano,33.82,17.27,28.27,Ignite,Premium
3461,35363,68,2,61.58,11.51,108.984284,7,3,Modelo 68,Azul ardósia médio,Plástico,Butano,18.47,75.28,13.94,Luminos,Premium
3462,21550,21,3,55.93,2.6,163.42746,3,2,Modelo 21,Brasil,Plástico,Gasolina,31.5,47.74,12.0,Clipper,Recarregável
3463,46961,98,1,10.62,7.45,9.82881,1,1,Modelo 98,Marfim,Aço Inoxidável,Butano,13.92,37.93,87.79,Bic,Descartável
3464,21629,15,3,73.2,11.96,193.33584,9,1,Modelo 15,Carmim carnáceo,Aço Inoxidável,Butano,12.87,49.1,11.03,Firebird,Descartável
3465,44360,13,1,8.79,4.01,8.437520999999998,16,5,Modelo 13,Rosa embaçado,Metal,Butano,31.89,39.33,24.03,Flint,Industrial
3466,18908,36,3,9.79,10.36,26.327268,3,5,Modelo 36,Linho,Aço Inoxidável,Butano,49.21,50.65,17.92,Clipper,Industrial
3467,37145,10,4,29.81,7.79,109.951204,17,3,Modelo 10,Água-marinha,Plástico,Butano,36.79,47.66,82.03,Scorch,Premium
3468,1795,9,2,72.79,5.52,137.543984,15,4,Modelo 9,Água-marinha,Plástico,Butano,20.09,75.61,60.95,Ember,Decorativo
3469,19441,88,3,29.63,18.4,72.53424000000001,3,4,Modelo 88,Rosa profundo,Metal,Butano,10.32,40.28,86.75,Clipper,Decorativo
3470,48938,65,1,25.33,6.66,23.643022,18,2,Modelo 65,Renda antiga,Aço Inoxidável,Butano,9.95,21.34,48.18,LightUp,Recarregável
3471,13491,69,1,18.22,2.87,17.697086,14,4,Modelo 69,Ciano claro,Metal,Butano,9.97,63.48,56.16,Glow,Decorativo
3472,2943,75,1,52.52,7.16,48.759568,20,2,Modelo 75,Azul cobalto,Plástico,Butano,47.16,97.28,12.52,Fireside,Recarregável
3473,12745,70,1,80.98,19.28,65.367056,1,3,Modelo 70,Malva,Aço Inoxidável,Butano,34.3,60.32,89.06,Bic,Premium
3474,9612,70,3,10.39,1.0,30.8583,1,3,Modelo 70,Malva,Aço Inoxidável,Butano,34.3,60.32,89.06,Bic,Premium
3475,11562,76,1,57.36,10.13,51.549432,7,1,Modelo 76,Ciano escuro,Aço Inoxidável,Butano,45.79,31.54,57.85,Luminos,Descartável
3476,1403,80,1,78.29,3.14,75.83169400000001,14,2,Modelo 80,Verde espectro,Plástico,Outro,8.76,44.37,5.9,Glow,Recarregável
3477,4433,65,3,70.11,11.12,186.941304,18,2,Modelo 65,Renda antiga,Aço Inoxidável,Butano,9.95,21.34,48.18,LightUp,Recarregável
3478,40480,19,1,11.3,7.56,10.44572,18,3,Modelo 19,Azul real,Aço Inoxidável,Butano,12.48,61.73,14.87,LightUp,Premium
3479,41141,33,2,53.37,0.38,106.334388,11,2,Modelo 33,Vermelho violeta médio,Plástico,Butano,5.26,56.84,25.59,Ignite,Recarregável
3480,29238,44,1,42.24,0.32,42.104832,6,5,Modelo 44,Milho Claro,Aço Inoxidável,Butano,38.34,61.79,92.2,Flamme,Industrial
3481,22335,35,1,29.77,18.8,24.17324,2,3,Modelo 35,Cinza ardósia escuro,Aço Inoxidável,Butano,43.26,33.07,64.3,Zippo,Premium
3482,16713,36,1,12.54,13.87,10.800702,3,5,Modelo 36,Linho,Aço Inoxidável,Butano,49.21,50.65,17.92,Clipper,Industrial
3483,31470,74,3,91.3,3.83,263.40963,11,3,Modelo 74,Rosa profundo,Aço Inoxidável,Gasolina,39.65,21.48,68.97,Ignite,Premium
3484,11156,70,1,60.14,14.19,51.606134,1,3,Modelo 70,Malva,Aço Inoxidável,Butano,34.3,60.32,89.06,Bic,Premium
3485,2459,57,1,68.17,4.91,64.822853,11,4,Modelo 57,Ferrugem,Plástico,Gasolina,38.76,72.4,69.91,Ignite,Decorativo
3486,36280,27,1,86.94,4.29,83.210274,17,2,Modelo 27,Jambo,Plástico,Gasolina,30.17,42.56,86.04,Scorch,Recarregável
3487,3011,92,1,85.96,7.52,79.495808,19,2,Modelo 92,Turquesa,Metal,Butano,49.07,64.7,44.21,Burner,Recarregável
3488,5363,91,1,8.04,0.18,8.025528,1,1,Modelo 91,Tomate,Plástico,Butano,42.35,27.35,75.87,Bic,Descartável
3489,14200,49,1,72.7,19.68,58.39264000000001,14,1,Modelo 49,Verde primavera médio,Aço Inoxidável,Gasolina,33.32,59.13,91.59,Glow,Descartável
3490,43989,97,3,25.86,10.7,69.27894,6,3,Modelo 97,Branco,Metal,Butano,41.95,58.96,59.42,Flamme,Premium
3491,2952,74,5,16.8,8.5,76.86,11,3,Modelo 74,Rosa profundo,Aço Inoxidável,Gasolina,39.65,21.48,68.97,Ignite,Premium
3492,17034,91,2,49.94,12.34,87.554808,1,1,Modelo 91,Tomate,Plástico,Butano,42.35,27.35,75.87,Bic,Descartável
3493,42140,34,1,23.66,2.2,23.13948,3,5,Modelo 34,Salmão,Aço Inoxidável,Butano,22.36,18.56,88.57,Clipper,Industrial
3494,22164,76,3,86.99,9.76,235.499328,7,1,Modelo 76,Ciano escuro,Aço Inoxidável,Butano,45.79,31.54,57.85,Luminos,Descartável
3495,42459,42,1,95.58,6.83,89.051886,6,3,Modelo 42,Coral claro,Metal,Butano,27.38,99.36,60.67,Flamme,Premium
3496,43152,100,3,7.04,10.75,18.8496,14,2,Modelo 100,Água-marinha média,Metal,Gasolina,25.09,66.79,60.49,Glow,Recarregável
3497,7190,9,4,31.1,13.56,107.53136,15,4,Modelo 9,Água-marinha,Plástico,Butano,20.09,75.61,60.95,Ember,Decorativo
3498,38209,97,1,41.55,15.99,34.906155,6,3,Modelo 97,Branco,Metal,Butano,41.95,58.96,59.42,Flamme,Premium
3499,40524,57,2,36.09,18.49,58.83391800000001,11,4,Modelo 57,Ferrugem,Plástico,Gasolina,38.76,72.4,69.91,Ignite,Decorativo
3500,44493,52,3,61.33,6.45,172.122645,5,4,Modelo 52,Violeta escuro,Metal,Butano,48.4,98.68,67.89,Djeep,Decorativo
3501,4543,55,1,16.65,11.73,14.696955,5,3,Modelo 55,Marrom,Aço Inoxidável,Butano,38.68,31.76,97.08,Djeep,Premium
3502,11069,49,2,15.55,8.9,28.332100000000004,14,1,Modelo 49,Verde primavera médio,Aço Inoxidável,Gasolina,33.32,59.13,91.59,Glow,Descartável
3503,12417,85,2,97.18,4.86,184.914104,16,5,Modelo 85,Oliva escura,Plástico,Butano,48.13,51.68,40.8,Flint,Industrial
3504,8749,99,1,33.18,7.42,30.718044,8,5,Modelo 99,Amarelo esverdeado,Plástico,Butano,29.65,99.35,98.81,Spark,Industrial
3505,10235,20,2,74.15,14.02,127.50834,8,2,Modelo 20,Vermelho enegrecido,Aço Inoxidável,Butano,17.95,41.8,88.93,Spark,Recarregável
3506,7854,29,1,89.88,9.64,81.21556799999999,16,1,Modelo 29,Mamão batido,Metal,Butano,14.99,62.11,89.01,Flint,Descartável
3507,16357,17,5,13.21,14.54,56.44633000000001,15,3,Modelo 17,Verde amarelado,Metal,Butano,47.84,36.58,24.48,Ember,Premium
3508,28159,47,1,55.58,0.85,55.10757,4,3,Modelo 47,Salmão escuro,Aço Inoxidável,Butano,26.51,60.01,76.44,Cricket,Premium
3509,26726,40,1,23.01,16.66,19.176534000000004,15,1,Modelo 40,Carmim,Aço Inoxidável,Butano,28.41,87.45,39.67,Ember,Descartável
3510,41900,11,4,67.5,11.58,238.734,1,2,Modelo 11,Triássico,Plástico,Butano,48.16,77.28,55.88,Bic,Recarregável
3511,13900,32,1,79.62,14.34,68.202492,19,3,Modelo 32,Azul escuro,Aço Inoxidável,Gasolina,14.93,20.87,65.83,Burner,Premium
3512,24195,6,1,19.62,6.5,18.344700000000003,19,5,Modelo 6,Verde fluorescente,Aço Inoxidável,Butano,15.4,35.2,18.04,Burner,Industrial
3513,39588,15,1,11.35,4.53,10.835845,9,1,Modelo 15,Carmim carnáceo,Aço Inoxidável,Butano,12.87,49.1,11.03,Firebird,Descartável
3514,34874,35,3,82.04,8.48,225.249024,2,3,Modelo 35,Cinza ardósia escuro,Aço Inoxidável,Butano,43.26,33.07,64.3,Zippo,Premium
3515,43387,44,3,34.86,8.17,96.035814,6,5,Modelo 44,Milho Claro,Aço Inoxidável,Butano,38.34,61.79,92.2,Flamme,Industrial
3516,35133,71,2,52.82,7.39,97.833204,12,2,Modelo 71,Amêndoa,Plástico,Butano,49.64,45.83,60.53,Blaze,Recarregável
3517,43551,29,1,60.87,10.39,54.545607,16,1,Modelo 29,Mamão batido,Metal,Butano,14.99,62.11,89.01,Flint,Descartável
3518,26923,76,1,94.64,7.54,87.504144,7,1,Modelo 76,Ciano escuro,Aço Inoxidável,Butano,45.79,31.54,57.85,Luminos,Descartável
3519,11210,50,2,21.23,7.43,39.305222,11,3,Modelo 50,Verde mar médio,Plástico,Butano,33.82,17.27,28.27,Ignite,Premium
3520,10787,88,1,13.29,15.73,11.199483,3,4,Modelo 88,Rosa profundo,Metal,Butano,10.32,40.28,86.75,Clipper,Decorativo
3521,15286,50,1,26.76,8.91,24.375684000000003,11,3,Modelo 50,Verde mar médio,Plástico,Butano,33.82,17.27,28.27,Ignite,Premium
3522,45291,67,3,87.96,7.05,245.27646,13,3,Modelo 67,Lavanda,Metal,Butano,19.71,93.84,40.5,Flicker,Premium
3523,17999,93,2,95.33,2.81,185.302454,6,5,Modelo 93,Limão,Plástico,Butano,10.95,13.39,59.85,Flamme,Industrial
3524,43134,13,1,86.63,14.31,74.23324699999999,16,5,Modelo 13,Rosa embaçado,Metal,Butano,31.89,39.33,24.03,Flint,Industrial
3525,47463,95,2,10.32,7.83,19.023888,7,3,Modelo 95,Rosa Choque,Metal,Gasolina,6.91,52.54,60.34,Luminos,Premium
3526,38257,94,1,71.32,7.21,66.17782799999999,11,3,Modelo 94,Vermelho,Aço Inoxidável,Butano,12.02,38.51,93.64,Ignite,Premium
3527,17942,37,2,94.65,7.33,175.42431,15,1,Modelo 37,Malva,Plástico,Butano,35.05,25.09,59.21,Ember,Descartável
3528,6495,52,1,13.61,11.19,12.087041,5,4,Modelo 52,Violeta escuro,Metal,Butano,48.4,98.68,67.89,Djeep,Decorativo
3529,16906,6,1,29.56,11.05,26.29362,19,5,Modelo 6,Verde fluorescente,Aço Inoxidável,Butano,15.4,35.2,18.04,Burner,Industrial
3530,10999,92,1,63.06,15.13,53.519022,19,2,Modelo 92,Turquesa,Metal,Butano,49.07,64.7,44.21,Burner,Recarregável
3531,42484,90,1,51.69,2.79,50.247849,1,2,Modelo 90,Verde lima,Aço Inoxidável,Gasolina,35.29,87.1,93.78,Bic,Recarregável
3532,44715,75,1,67.6,12.6,59.08239999999999,20,2,Modelo 75,Azul cobalto,Plástico,Butano,47.16,97.28,12.52,Fireside,Recarregável
3533,41191,9,3,84.97,5.41,241.119369,15,4,Modelo 9,Água-marinha,Plástico,Butano,20.09,75.61,60.95,Ember,Decorativo
3534,20596,77,3,88.83,18.81,216.363231,10,1,Modelo 77,Azul ardósia,Aço Inoxidável,Butano,44.8,50.3,52.29,Torch,Descartável
3535,32485,40,1,15.13,18.02,12.403574,15,1,Modelo 40,Carmim,Aço Inoxidável,Butano,28.41,87.45,39.67,Ember,Descartável
3536,27146,43,3,14.74,9.38,40.072164,5,1,Modelo 43,Esmeralda,Plástico,Butano,8.98,57.6,74.69,Djeep,Descartável
3537,43577,55,1,72.75,8.88,66.2898,5,3,Modelo 55,Marrom,Aço Inoxidável,Butano,38.68,31.76,97.08,Djeep,Premium
3538,10873,29,2,7.16,6.24,13.426432,16,1,Modelo 29,Mamão batido,Metal,Butano,14.99,62.11,89.01,Flint,Descartável
3539,42661,70,2,52.64,12.04,92.604288,1,3,Modelo 70,Malva,Aço Inoxidável,Butano,34.3,60.32,89.06,Bic,Premium
3540,19359,55,1,36.18,4.28,34.631496,5,3,Modelo 55,Marrom,Aço Inoxidável,Butano,38.68,31.76,97.08,Djeep,Premium
3541,48796,73,1,53.19,19.12,43.020072,18,3,Modelo 73,Vermelho enegrecido,Plástico,Butano,16.38,79.45,10.21,LightUp,Premium
3542,20312,86,1,69.98,2.6,68.16052,15,2,Modelo 86,Azul pólvora,Plástico,Butano,39.79,20.45,84.87,Ember,Recarregável
3543,20933,94,1,13.57,9.72,12.250996,11,3,Modelo 94,Vermelho,Aço Inoxidável,Butano,12.02,38.51,93.64,Ignite,Premium
3544,48983,35,1,89.14,13.79,76.847594,2,3,Modelo 35,Cinza ardósia escuro,Aço Inoxidável,Butano,43.26,33.07,64.3,Zippo,Premium
3545,4390,81,2,23.32,4.47,44.555192000000005,15,2,Modelo 81,Azul cadete,Plástico,Butano,26.95,32.48,18.05,Ember,Recarregável
3546,40284,74,2,80.4,4.29,153.90168,11,3,Modelo 74,Rosa profundo,Aço Inoxidável,Gasolina,39.65,21.48,68.97,Ignite,Premium
3547,48661,4,3,12.93,11.11,34.480431,14,1,Modelo 4,Branco,Aço Inoxidável,Gasolina,41.03,40.13,93.24,Glow,Descartável
3548,30560,70,1,33.5,8.0,30.82,1,3,Modelo 70,Malva,Aço Inoxidável,Butano,34.3,60.32,89.06,Bic,Premium
3549,45559,33,1,45.03,8.46,41.220462,11,2,Modelo 33,Vermelho violeta médio,Plástico,Butano,5.26,56.84,25.59,Ignite,Recarregável
3550,24250,47,1,14.44,4.16,13.839296,4,3,Modelo 47,Salmão escuro,Aço Inoxidável,Butano,26.51,60.01,76.44,Cricket,Premium
3551,8597,26,1,90.42,19.57,72.724806,5,4,Modelo 26,Coral claro,Aço Inoxidável,Gasolina,47.81,51.28,99.84,Djeep,Decorativo
3552,13285,18,3,62.67,8.63,171.78473699999998,8,1,Modelo 18,Verde-azulado,Aço Inoxidável,Gasolina,45.7,94.4,5.91,Spark,Descartável
3553,9155,87,2,62.41,15.56,105.398008,18,1,Modelo 87,Açafrão,Aço Inoxidável,Butano,23.51,45.38,30.83,LightUp,Descartável
3554,31353,60,1,13.19,7.99,12.136119,6,2,Modelo 60,Marrom rosado,Plástico,Butano,34.78,10.13,67.16,Flamme,Recarregável
3555,30076,23,1,87.22,6.79,81.297762,14,1,Modelo 23,Oliva parda,Aço Inoxidável,Butano,10.37,23.16,28.78,Glow,Descartável
3556,34275,7,3,82.47,13.78,213.316902,4,5,Modelo 7,Verde espectro,Aço Inoxidável,Outro,16.41,67.89,14.69,Cricket,Industrial
3557,34070,34,3,9.38,4.77,26.797722,3,5,Modelo 34,Salmão,Aço Inoxidável,Butano,22.36,18.56,88.57,Clipper,Industrial
3558,46933,84,1,76.84,8.51,70.300916,13,3,Modelo 84,Ciano,Aço Inoxidável,Butano,21.12,47.29,82.43,Flicker,Premium
3559,11027,26,1,42.69,12.49,37.358019,5,4,Modelo 26,Coral claro,Aço Inoxidável,Gasolina,47.81,51.28,99.84,Djeep,Decorativo
3560,7718,32,2,69.29,15.64,116.906088,19,3,Modelo 32,Azul escuro,Aço Inoxidável,Gasolina,14.93,20.87,65.83,Burner,Premium
3561,22430,94,1,89.11,6.09,83.683201,11,3,Modelo 94,Vermelho,Aço Inoxidável,Butano,12.02,38.51,93.64,Ignite,Premium
3562,41915,94,2,44.14,5.35,83.55702000000001,11,3,Modelo 94,Vermelho,Aço Inoxidável,Butano,12.02,38.51,93.64,Ignite,Premium
3563,49640,84,2,47.12,0.37,93.891312,13,3,Modelo 84,Ciano,Aço Inoxidável,Butano,21.12,47.29,82.43,Flicker,Premium
3564,34723,30,1,5.73,4.11,5.494497,3,1,Modelo 30,Amarelo queimado,Metal,Butano,38.39,23.03,47.92,Clipper,Descartável
3565,13941,16,2,24.58,16.9,40.85196,17,1,Modelo 16,Dourado escuro,Metal,Butano,27.16,83.67,90.52,Scorch,Descartável
3566,19656,2,4,28.9,4.27,110.66388,14,4,Modelo 2,Sépia,Aço Inoxidável,Butano,48.33,65.65,75.89,Glow,Decorativo
3567,12589,34,1,45.15,4.11,43.294335,3,5,Modelo 34,Salmão,Aço Inoxidável,Butano,22.36,18.56,88.57,Clipper,Industrial
3568,12977,6,1,79.31,13.97,68.23039299999999,19,5,Modelo 6,Verde fluorescente,Aço Inoxidável,Butano,15.4,35.2,18.04,Burner,Industrial
3569,32230,24,2,50.17,0.37,99.968742,2,5,Modelo 24,Jasmine,Metal,Gasolina,21.62,16.16,8.5,Zippo,Industrial
3570,2916,53,1,19.0,0.75,18.8575,5,5,Modelo 53,Renda antiga,Plástico,Gasolina,42.1,15.92,58.16,Djeep,Industrial
3571,47372,49,3,52.03,14.22,133.894002,14,1,Modelo 49,Verde primavera médio,Aço Inoxidável,Gasolina,33.32,59.13,91.59,Glow,Descartável
3572,29731,32,1,30.69,14.64,26.196984,19,3,Modelo 32,Azul escuro,Aço Inoxidável,Gasolina,14.93,20.87,65.83,Burner,Premium
3573,49519,78,2,82.39,7.74,152.026028,19,2,Modelo 78,Mostarda,Metal,Gasolina,40.39,12.04,94.83,Burner,Recarregável
3574,47075,66,5,14.86,18.74,60.37618,16,5,Modelo 66,Vermelho violeta pálido,Aço Inoxidável,Butano,5.19,41.91,99.61,Flint,Industrial
3575,4385,60,1,70.21,4.85,66.80481499999999,6,2,Modelo 60,Marrom rosado,Plástico,Butano,34.78,10.13,67.16,Flamme,Recarregável
3576,22336,58,3,6.03,7.9,16.660890000000002,1,4,Modelo 58,Creme,Metal,Outro,41.04,13.97,37.22,Bic,Decorativo
3577,20966,15,1,72.57,2.91,70.45821299999999,9,1,Modelo 15,Carmim carnáceo,Aço Inoxidável,Butano,12.87,49.1,11.03,Firebird,Descartável
3578,14138,77,1,76.38,13.43,66.12216599999999,10,1,Modelo 77,Azul ardósia,Aço Inoxidável,Butano,44.8,50.3,52.29,Torch,Descartável
3579,14788,18,3,28.8,7.27,80.11872000000001,8,1,Modelo 18,Verde-azulado,Aço Inoxidável,Gasolina,45.7,94.4,5.91,Spark,Descartável
3580,3028,55,1,86.19,14.55,73.649355,5,3,Modelo 55,Marrom,Aço Inoxidável,Butano,38.68,31.76,97.08,Djeep,Premium
3581,4157,51,2,83.98,16.1,140.91844,1,5,Modelo 51,Amarelo queimado,Metal,Gasolina,16.55,80.54,84.17,Bic,Industrial
3582,8843,40,1,79.44,8.19,72.933864,15,1,Modelo 40,Carmim,Aço Inoxidável,Butano,28.41,87.45,39.67,Ember,Descartável
3583,38676,24,1,40.55,10.58,36.25981,2,5,Modelo 24,Jasmine,Metal,Gasolina,21.62,16.16,8.5,Zippo,Industrial
3584,35308,68,1,41.19,1.22,40.687482,7,3,Modelo 68,Azul ardósia médio,Plástico,Butano,18.47,75.28,13.94,Luminos,Premium
3585,46179,64,2,98.36,7.5,181.966,5,5,Modelo 64,Azul violeta,Aço Inoxidável,Butano,6.23,74.82,48.02,Djeep,Industrial
3586,25388,73,2,56.58,18.93,91.738812,18,3,Modelo 73,Vermelho enegrecido,Plástico,Butano,16.38,79.45,10.21,LightUp,Premium
3587,33063,29,1,8.12,0.15,8.10782,16,1,Modelo 29,Mamão batido,Metal,Butano,14.99,62.11,89.01,Flint,Descartável
3588,8681,35,2,83.17,0.12,166.14039200000002,2,3,Modelo 35,Cinza ardósia escuro,Aço Inoxidável,Butano,43.26,33.07,64.3,Zippo,Premium
3589,27300,77,2,66.43,14.31,113.84773400000002,10,1,Modelo 77,Azul ardósia,Aço Inoxidável,Butano,44.8,50.3,52.29,Torch,Descartável
3590,35477,16,1,43.48,0.01,43.475652,17,1,Modelo 16,Dourado escuro,Metal,Butano,27.16,83.67,90.52,Scorch,Descartável
