IsqueiroUsuarioID,UsuarioID,ItemCompraID,NumeroSerie,Apelido,DataCompra,DataPrimeiroUso,StatusAtual,LocalAtual,DataUltimaLocalizacao,CombustivelAtual,DataCriacao,DataAtualizacao
11132,6194,42460,5773499446813,quam,2023-09-21 09:52:59.831556,2025-05-24 16:29:53.731900,Em Uso,"Ladeira Aragão
São Jorge 2ª Seção
75794991 da Mota / RS",2024-08-02 19:36:11.059582,1.2,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11133,2241,29188,5545423223704,modi,2024-09-15 20:09:40.550227,2023-10-26 00:26:33.322861,Em Uso,"Conjunto de Porto, 4
Jardim Dos Comerciarios
52592031 Farias / PB",2024-09-21 22:44:15.477237,39.52,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11134,8740,48674,6316721942241,quasi,2023-12-09 08:37:02.926886,2023-09-08 01:48:44.292066,Vazio,"Estação Pimenta, 57
Pantanal
06240792 Cirino / RR",2024-09-19 05:07:44.842155,14.26,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11135,2532,50506,9180977830495,eligendi,2024-04-14 10:26:40.403544,2024-05-05 01:36:02.924980,Em Uso,"Condomínio de Albuquerque, 57
Nossa Senhora De Fátima
29364-131 Sales / MG",2025-05-13 22:36:48.131056,38.17,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11136,1341,53211,5787598481248,rerum,2023-09-21 10:15:06.486665,2024-03-26 17:51:08.222392,Quebrado,"Trevo de Vargas, 70
Calafate
43710674 Novaes de Santos / TO",2025-01-15 06:10:44.778949,0.99,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11137,4794,51950,0933986026514,recusandae,2023-12-14 07:18:56.256567,2025-06-21 06:14:25.972627,Quebrado,"Praia da Cunha, 1
Vista Do Sol
37039-858 Marques / PB",2025-04-09 20:53:49.329134,40.97,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11138,9385,21023,7958097514104,voluptas,2024-11-01 19:02:36.616532,2023-10-21 14:47:18.585316,Perdido,"Lago de Vasconcelos, 11
Vila Sesc
93719-494 da Conceição / BA",2025-04-13 10:23:55.900794,9.73,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11139,5257,39540,2398467759387,cumque,2025-06-29 10:24:04.509426,2023-11-09 10:24:00.446331,Perdido,"Vila de Farias, 36
Vila Da Amizade
92328029 Montenegro / PE",2025-07-22 18:01:53.201655,27.56,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11140,4369,57091,0762673758847,expedita,2025-06-06 06:56:20.905530,2023-12-11 08:54:15.845912,Em Uso,"Rua Pimenta, 22
Boa Esperança
91912-133 da Mota de Pereira / RO",2024-09-08 06:02:55.761239,29.75,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11141,5572,30693,9885738168892,maxime,2024-03-13 01:10:52.054595,2024-03-10 12:39:48.631376,Novo,"Lagoa Macedo
Brasil Industrial
69141-998 Pinto / MA",2025-04-05 01:04:44.192522,45.68,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11142,8282,18753,7687966424229,omnis,2024-01-22 10:36:27.295421,2024-08-08 17:10:15.802013,Em Uso,"Rodovia Maria Eduarda Cavalcante, 29
Campo Alegre
48395311 Pimenta / PE",2024-11-17 08:45:36.714514,49.57,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11143,5692,33025,8355938145845,alias,2023-09-10 17:04:20.635695,2023-08-26 12:42:12.716314,Em Uso,"Vila de Câmara, 178
Vila Independencia 3ª Seção
67882-648 Mendes de Vieira / RR",2024-08-20 07:42:01.895084,39.38,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11144,9942,54390,8995237377549,beatae,2023-10-27 13:17:20.659376,2023-12-14 18:06:42.448622,Em Uso,"Viaduto da Mota, 88
Barão Homem De Melo 1ª Seção
25786971 da Mata de da Conceição / TO",2025-04-16 18:31:47.014314,39.78,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11145,1595,32657,5110789021792,earum,2023-08-26 10:19:35.354748,2024-08-21 08:41:42.157789,Perdido,"Estrada de Souza, 14
Vila Santa Rosa
78298-912 Vargas de Goiás / RJ",2025-01-01 15:35:49.887374,11.07,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11146,405,26804,5336220430576,recusandae,2024-12-06 23:43:16.936332,2024-08-16 07:03:18.549466,Em Uso,"Feira Gomes
Vila Nova Gameleira 1ª Seção
37957866 Novaes / CE",2025-07-19 18:20:59.863962,44.49,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11147,8108,24082,2537676265603,doloremque,2024-05-14 17:30:36.345470,2024-01-01 02:46:37.969703,Em Uso,"Parque de Novaes
Sion
84722644 Cirino de Goiás / RR",2025-05-11 02:07:23.701534,48.99,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11148,6134,51168,4949028446062,id,2025-02-19 15:22:58.485076,2023-12-19 06:57:42.700408,Em Uso,"Chácara Cunha, 92
Dona Clara
45484772 Vieira / RS",2025-02-03 13:45:28.973817,20.96,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11149,1051,25004,1917621348390,delectus,2024-09-03 13:40:01.631514,2024-02-11 22:35:11.640917,Em Uso,"Vereda de Santos, 86
Vila Suzana Segunda Seção
55223036 da Mata / AP",2024-10-23 08:53:30.260663,41.09,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11150,3614,30137,1252751671698,excepturi,2023-09-16 15:59:30.764377,2025-07-09 16:41:15.592649,Em Uso,"Viaduto Aparecida, 28
Vila Betânia
83520-365 Camargo / MS",2025-05-02 10:41:22.659801,28.14,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11151,9959,46062,1717823953398,fugit,2024-10-20 01:43:45.254912,2024-08-02 05:54:13.082973,Quebrado,"Morro Pedro Oliveira, 6
Céu Azul
46691986 Monteiro / AP",2025-04-27 10:41:36.848054,47.38,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11152,1710,57163,9132163288788,eligendi,2023-08-21 20:23:46.438116,2024-03-04 00:08:28.030654,Novo,"Travessa Nascimento, 82
Boa Esperança
22192-296 Gomes do Campo / RS",2024-08-12 09:52:38.334215,28.85,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11153,3477,38601,9204021664109,temporibus,2025-01-09 23:45:40.792071,2024-05-09 06:26:41.118250,Quebrado,"Feira Fernandes, 471
Itatiaia
64727929 Mendes das Flores / MA",2024-12-30 13:34:40.233080,36.96,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11154,5456,48178,5856830185005,enim,2023-12-17 16:03:45.986060,2025-02-20 05:50:45.979282,Quebrado,"Quadra Moraes, 3
Vila Piratininga
07570738 Araújo / SP",2024-08-31 08:12:41.864657,3.39,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11155,8757,8588,1967404599983,numquam,2024-05-28 17:46:15.095307,2023-09-25 07:11:02.530382,Novo,"Loteamento Ribeiro, 639
Vila Piratininga
87937124 Gonçalves / PI",2025-07-03 14:24:09.888894,7.57,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11156,943,55277,6760619151527,animi,2023-09-03 13:30:47.964901,2024-06-01 07:54:48.886872,Em Uso,"Recanto Farias
Santo Agostinho
72192682 Gonçalves do Amparo / CE",2025-04-28 19:27:10.699038,39.03,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11157,2533,34930,4855019557825,corporis,2023-11-07 20:07:44.451556,2024-05-15 11:45:39.865409,Em Uso,"Largo de Cavalcante, 6
Santo André
90790452 Pastor / DF",2025-05-19 10:46:06.532720,49.95,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11158,6926,39564,3201247116036,quis,2025-03-07 10:39:33.855964,2025-05-10 15:29:48.536534,Perdido,"Sítio de Pastor
Mangueiras
13270-935 Montenegro / PE",2024-11-18 13:37:22.458422,29.12,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11159,9349,50182,9405806750905,expedita,2025-03-13 16:43:41.989908,2024-03-14 12:04:37.702008,Em Uso,"Lagoa Lorena Santos, 998
Vila Atila De Paiva
72232-681 Oliveira de Campos / GO",2024-11-27 16:52:40.083930,28.23,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11160,2777,55510,8310324199239,quod,2025-06-20 12:46:26.071189,2024-06-28 09:39:03.335938,Em Uso,"Via Davi Lucas Carvalho, 65
Vitoria Da Conquista
42813-875 Freitas da Prata / TO",2024-11-03 21:50:02.872197,20.3,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11161,2056,39515,3820675724028,consequuntur,2024-01-08 22:35:03.878082,2025-05-16 23:51:28.929288,Em Uso,"Estrada Nunes
Padre Eustáquio
70526-409 Pimenta / GO",2025-03-31 14:24:15.900442,20.75,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11162,8361,33549,0085965738786,maiores,2024-12-19 15:58:53.700779,2023-10-23 02:23:54.638259,Em Uso,"Campo Thomas da Paz, 349
João Pinheiro
18999279 Pastor de Martins / AP",2024-08-22 13:14:55.204232,15.13,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11163,4236,17777,1944068206815,exercitationem,2024-10-09 15:21:07.597995,2024-03-27 21:16:12.863441,Perdido,"Avenida Peixoto, 57
Vila Madre Gertrudes 3ª Seção
11256121 Castro / MS",2025-07-03 17:28:33.560613,7.77,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11164,9686,17917,1617136107641,vero,2024-09-21 20:17:02.590946,2024-02-22 01:42:09.417054,Em Uso,"Jardim Ana Clara Camargo, 22
Itaipu
95110531 Pereira / AM",2025-04-19 09:50:17.040113,3.92,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11165,4339,34607,1950620862108,est,2025-02-21 07:57:56.640652,2024-05-19 01:41:11.443040,Em Uso,"Travessa de Peixoto, 1
Marçola
83944259 Mendes Alegre / TO",2025-01-11 10:14:58.373035,43.96,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11166,7177,14935,5061406548874,iusto,2025-05-31 12:30:30.608815,2024-04-20 09:13:03.441606,Em Uso,"Vila de das Neves
Vila Jardim Montanhes
91148413 Fernandes de Gomes / RS",2025-07-12 11:09:18.426800,5.84,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11167,1646,47440,4953973526830,reprehenderit,2024-02-22 20:45:57.281440,2024-12-03 23:18:20.629468,Em Uso,"Rua Ana Beatriz Cavalcante, 975
Vila Fumec
38016669 Teixeira do Galho / AM",2024-10-15 16:18:36.615964,45.97,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11168,4235,56428,5563262374104,officiis,2024-09-16 15:54:40.145316,2024-08-28 16:35:58.057793,Em Uso,"Favela Rodrigues, 85
Vila Boa Vista
21787160 Fernandes Verde / AP",2024-11-23 00:19:56.097682,13.0,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11169,9990,6981,6324476967846,laboriosam,2025-02-24 08:10:20.080353,2025-04-03 01:36:40.688064,Em Uso,"Viela Fogaça
Pantanal
60727-807 Mendonça / MA",2025-01-28 21:47:23.741137,1.55,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11170,4064,26562,6786879063288,inventore,2023-11-14 17:37:07.151731,2023-11-13 16:21:58.303784,Em Uso,"Aeroporto Rezende, 36
Juliana
08570-793 Peixoto Paulista / AL",2025-07-16 15:26:29.952543,3.78,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11171,1524,35703,1422348606000,inventore,2023-10-20 16:25:59.682369,2023-07-30 08:53:52.879131,Em Uso,"Avenida Rocha, 21
Serra Verde
74378714 Duarte / MG",2025-05-13 12:45:15.319937,22.07,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11172,9686,55094,2542162829214,sapiente,2023-12-11 13:46:11.596450,2025-04-07 00:35:50.766206,Em Uso,"Esplanada Sofia Garcia, 50
Vila Nova Cachoeirinha 1ª Seção
12081-671 Rezende / RS",2025-01-24 13:22:16.847690,15.59,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11173,7188,34985,1464325748952,dicta,2024-11-24 18:53:04.744330,2024-06-06 12:59:56.726433,Perdido,"Alameda de Cunha, 5
Vista Alegre
96382565 Pereira de Câmara / RO",2024-12-17 13:23:01.448459,43.93,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11174,3935,44279,8697850728493,nobis,2024-09-17 18:14:58.159636,2025-03-01 09:30:16.230921,Perdido,"Feira de Nascimento, 93
Luxemburgo
05646952 Martins / PI",2024-10-07 05:00:13.914301,48.68,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11175,2990,22255,9407297731197,optio,2025-05-23 03:18:36.319865,2025-02-24 21:23:39.259825,Em Uso,"Loteamento de Cardoso, 101
Conjunto Capitão Eduardo
72782-288 Costa do Norte / GO",2024-12-18 20:18:51.492115,16.42,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11176,3837,44024,9149159877314,ipsum,2024-02-24 15:52:06.886879,2024-10-06 04:24:43.785788,Em Uso,"Rua Azevedo, 340
Providencia
94758-592 Moraes Grande / MA",2025-07-17 16:02:17.356405,47.31,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11177,279,7074,7399032045572,labore,2024-12-02 02:35:21.772338,2023-12-01 12:42:51.087895,Em Uso,"Passarela Silva, 1
Boa União 1ª Seção
90273326 Abreu / AL",2024-10-26 19:07:25.569217,5.64,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11178,9381,49749,6509676135718,aut,2024-11-29 17:10:26.592321,2024-10-17 18:10:58.655506,Perdido,"Viela Luiz Fernando Cardoso, 368
Flavio De Oliveira
44324-362 Santos da Prata / PI",2024-12-18 10:09:04.192425,35.42,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11179,8174,13402,7139897229447,est,2025-06-02 15:11:53.199210,2023-11-07 07:30:50.422651,Em Uso,"Largo Luara Pacheco, 3
Cenaculo
48111-205 Alves / RJ",2024-09-28 20:05:33.297648,38.13,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11180,5434,16024,5890223421189,sit,2025-03-04 15:56:18.889306,2024-02-09 10:52:47.296869,Em Uso,"Estrada de Sales
Sagrada Família
84574-622 Melo de Minas / MG",2025-05-14 16:31:26.094398,12.62,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11181,1232,2387,2632080024157,earum,2023-09-02 00:41:28.212622,2024-12-04 12:57:48.299194,Novo,"Lago de Aragão, 148
Unidas
34470624 Cunha / CE",2025-07-08 05:40:24.073263,25.48,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11182,4454,46462,2792083044160,qui,2025-01-23 15:24:33.913385,2025-07-27 16:20:18.609470,Em Uso,"Condomínio Rodrigues, 809
Luxemburgo
93233-754 Ferreira / PI",2025-06-19 05:24:17.104535,12.69,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11183,3343,49860,8610068889725,eaque,2024-08-18 01:43:59.323631,2023-10-21 11:42:23.360040,Perdido,"Viela de Moraes, 79
Nossa Senhora Aparecida
92888590 Silveira / PR",2025-05-25 02:19:22.935432,22.33,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11184,6441,49298,0692348328887,harum,2024-11-23 09:42:06.234190,2023-08-19 22:26:02.274962,Novo,"Feira Maria Luiza Aragão, 97
Planalto
89730028 Pinto / GO",2025-01-12 15:28:49.733763,3.83,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11185,4862,9763,5841122801954,blanditiis,2025-04-27 22:21:22.800638,2025-06-08 08:55:47.908448,Perdido,"Pátio Francisco Moreira, 49
Parque São José
73539-107 Barros da Praia / RN",2024-10-30 04:26:45.394557,34.15,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11186,7792,42279,4403527549155,sit,2025-07-12 21:43:03.021214,2023-12-16 16:44:24.080817,Em Uso,"Estação Gabriela das Neves, 58
São José
72913598 Costela da Prata / BA",2025-06-09 05:50:39.420009,32.34,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11187,28,8776,2898647126782,error,2025-06-27 12:49:55.768742,2024-08-14 19:02:22.426542,Em Uso,"Avenida Sophie Montenegro, 5
Sport Club
61098850 Sousa Grande / MA",2024-12-12 19:10:41.857138,48.0,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11188,5243,43121,2236458015534,et,2023-08-03 08:35:23.974726,2023-12-24 14:45:06.354467,Em Uso,"Favela Correia
Conjunto Capitão Eduardo
44666-580 Brito / MT",2025-07-21 03:31:50.316605,36.93,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11189,4965,26897,9657949462423,possimus,2025-05-10 17:19:41.394002,2023-11-25 15:15:52.106955,Em Uso,"Jardim de Albuquerque, 2
Pindura Saia
54492-750 Souza da Mata / MA",2024-12-01 05:35:25.475429,13.25,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11190,2918,7789,2371651461730,molestias,2025-07-16 21:12:34.085877,2023-08-24 16:39:55.286855,Em Uso,"Recanto de Caldeira, 96
Serra Verde
07486058 Fonseca / AM",2024-08-08 00:26:14.103241,45.97,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11191,3619,16381,0286528363715,quasi,2024-02-06 17:08:56.167619,2023-10-04 06:00:55.537791,Em Uso,"Viela Moraes, 71
Dom Bosco
49379657 Nogueira das Pedras / RO",2024-10-17 03:34:42.028950,49.44,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11192,1343,40991,6123398985804,molestias,2024-01-22 21:21:49.204613,2023-12-20 16:07:46.182244,Em Uso,"Residencial Cirino
Araguaia
66053-875 Castro / PI",2025-01-21 23:21:15.453720,4.53,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11193,1954,20499,1254510207483,magnam,2024-10-18 16:09:34.154455,2023-10-26 11:03:16.032967,Vazio,"Praça Bella Dias, 1
Vila Petropolis
08434-525 Rezende / PA",2025-07-02 18:50:19.475733,45.42,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11194,5053,25033,5555480187758,facere,2024-10-10 09:00:55.190233,2025-06-25 06:05:39.310464,Perdido,"Campo Freitas, 99
Santa Monica
94950-623 Cavalcante / RN",2025-01-27 01:23:18.149282,3.38,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11195,7303,59127,5518589508008,quae,2025-04-13 09:15:34.405425,2023-10-25 11:33:17.297399,Quebrado,"Núcleo José Viana, 4
Jardim Atlântico
99054685 Vargas do Amparo / RO",2024-10-23 21:21:02.502100,38.14,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11196,2263,17287,9707170121641,qui,2024-02-16 03:26:19.347138,2024-07-25 10:49:01.807567,Em Uso,"Aeroporto de Brito, 1
Vila Nova Gameleira 1ª Seção
62952-371 Carvalho / CE",2024-09-10 18:35:28.545595,41.69,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11197,4069,46313,7729540953470,inventore,2025-06-03 22:30:54.397634,2023-10-17 14:21:56.637267,Em Uso,"Aeroporto Peixoto, 89
Vila Antena Montanhês
12388513 da Costa Alegre / BA",2024-08-27 15:51:30.538791,18.25,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11198,3778,12167,0022950614953,eius,2024-09-02 12:24:58.141385,2023-10-20 02:33:48.302050,Em Uso,"Loteamento Lima
Vila Dos Anjos
66965-218 Barros do Amparo / PR",2024-12-11 18:52:24.007873,15.11,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11199,4010,54963,0562834620972,eos,2025-03-24 19:16:02.591421,2025-01-08 06:32:44.196181,Em Uso,"Quadra Marques, 8
Vila Novo São Lucas
76080056 Sá / DF",2025-05-10 01:17:21.873685,1.9,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11200,5786,18989,4714248082198,cupiditate,2025-06-02 06:46:15.591312,2025-06-18 09:22:33.623489,Em Uso,"Viaduto da Luz, 4
Beija Flor
44429323 Ferreira / AP",2025-03-30 14:05:33.371408,13.75,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11201,124,27758,5425698796595,illum,2025-03-02 08:26:59.344584,2023-10-06 05:35:25.237324,Em Uso,"Via Moreira, 8
Renascença
52959785 Oliveira dos Dourados / PI",2025-01-27 08:21:23.262483,25.12,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11202,1362,44128,3307390582015,tenetur,2023-11-15 00:49:24.655948,2024-08-28 02:36:56.091911,Perdido,"Núcleo de Leão, 66
Barão Homem De Melo 3ª Seção
59244533 Albuquerque das Pedras / ES",2024-10-23 19:43:49.253317,44.24,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11203,5102,59895,7466627894317,facilis,2024-10-28 17:57:48.628811,2025-07-23 07:48:33.871651,Em Uso,"Conjunto de Azevedo, 9
Vila Antena Montanhês
54362030 Oliveira / BA",2025-01-05 07:13:49.842564,22.17,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11204,8928,56857,5295184128076,quisquam,2023-12-03 15:17:19.873145,2024-07-20 17:21:28.063699,Em Uso,"Morro Alves, 29
Vila Nova Paraíso
34133184 Moura / SC",2025-05-08 03:39:59.363925,23.66,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11205,407,15871,4994675639527,eius,2024-10-26 09:43:16.062706,2024-09-10 00:09:46.208531,Perdido,"Quadra Davi Lucca Pacheco, 31
Ventosa
33947739 Nunes / DF",2025-05-11 01:05:17.333359,34.11,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11206,2301,3443,3621959478985,sed,2024-12-07 11:43:38.191574,2024-06-22 06:52:17.814052,Perdido,"Distrito de Cardoso, 84
Engenho Nogueira
49864511 Castro Alegre / CE",2024-12-06 11:40:55.412053,45.79,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11207,8563,59991,9985849937018,omnis,2023-10-02 14:35:16.998247,2023-08-13 17:01:44.290424,Em Uso,"Alameda Clarice Santos
Belmonte
74634-637 da Rosa de Goiás / DF",2024-08-22 20:45:06.023361,37.77,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11208,9466,21603,7324900927124,quas,2024-11-08 17:03:05.908725,2024-08-06 08:40:35.381716,Novo,"Largo Joaquim Marques
Vila Primeiro De Maio
26958-064 Costela do Galho / ES",2025-03-19 03:02:56.480881,46.41,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11209,5078,51831,7995480715250,similique,2023-08-18 04:34:19.301054,2024-05-25 00:08:49.833546,Novo,"Jardim Costela, 663
Outro
48866-785 Montenegro Paulista / PB",2025-02-06 17:55:42.837570,42.37,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11210,2451,56538,1110176636435,quibusdam,2023-11-14 01:41:44.494832,2023-08-16 09:00:36.262315,Quebrado,"Praça Yago Pacheco, 21
Pilar
26176623 Aparecida / RJ",2024-12-18 01:07:55.849751,13.78,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11211,1325,28090,3142648476568,quaerat,2024-11-01 13:27:31.054454,2024-07-24 21:34:19.776078,Descartado,"Vereda Albuquerque, 4
Vila Betânia
95631277 Duarte das Flores / AC",2024-11-13 23:08:37.236278,26.03,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11212,3326,16014,6161627662447,delectus,2024-08-06 04:41:57.567744,2024-05-05 04:39:38.698014,Em Uso,"Pátio Abreu
Vila Satélite
54348252 Aparecida / AP",2024-12-27 17:16:49.657909,48.06,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11213,2571,52395,4289228534337,numquam,2025-05-27 14:19:06.235331,2023-10-04 21:23:12.395235,Perdido,"Viela de Lopes, 99
Coração De Jesus
53513704 Rezende / RS",2024-10-23 16:55:16.519415,39.05,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11214,3024,34203,9317010246610,dolore,2024-04-01 09:23:19.675718,2023-12-13 03:19:03.082396,Quebrado,"Praça de Gonçalves, 60
Barão Homem De Melo 1ª Seção
64362-644 Santos de Azevedo / RN",2025-03-23 04:50:51.171677,14.15,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11215,8511,14951,1287534919179,saepe,2023-08-29 23:35:35.898247,2024-04-05 00:24:31.284333,Quebrado,"Residencial de Câmara, 263
Cardoso
98746043 Barbosa / BA",2024-10-19 10:34:13.773196,35.03,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11216,3384,25122,2321715059113,veritatis,2024-10-05 00:57:25.576727,2024-03-05 14:50:13.534414,Em Uso,"Estação Maria Vitória Gomes
Barão Homem De Melo 2ª Seção
36932581 da Mota Alegre / BA",2025-01-05 10:57:06.739876,46.29,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11217,8392,55197,6727576455723,ratione,2023-11-06 16:16:38.306755,2024-09-08 00:05:52.201080,Em Uso,"Travessa Camargo
Ermelinda
38406962 Ferreira de Silveira / AC",2024-09-01 09:53:59.095287,19.36,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11218,3488,16347,6087263431639,reprehenderit,2024-09-17 15:23:48.677287,2025-05-14 20:24:47.291215,Em Uso,"Alameda Cauê Santos, 948
Vila Paraíso
71275377 Garcia / SC",2025-01-08 11:08:38.931532,32.44,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11219,4631,40168,8378224399845,explicabo,2025-01-04 23:30:07.117255,2023-09-13 18:06:18.126398,Em Uso,"Condomínio de Araújo, 580
Ribeiro De Abreu
02196308 Garcia / GO",2025-02-25 16:41:00.735973,9.99,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11220,620,15405,4834531404015,perferendis,2023-09-02 08:31:37.524318,2023-11-25 05:35:37.961502,Em Uso,"Feira Gael Henrique Lima, 94
Vila Real 2ª Seção
90118-992 Melo / MG",2025-02-24 18:55:10.678327,2.5,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11221,3311,5334,8874648839870,incidunt,2023-12-05 05:56:57.689770,2023-09-12 06:30:46.469390,Em Uso,"Viaduto de Macedo, 7
Chácara Leonina
70178-314 Sampaio / AL",2025-03-23 05:51:07.902347,40.77,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11222,8316,34992,4455708245011,asperiores,2025-01-08 02:40:12.465830,2025-04-27 03:47:48.658943,Em Uso,"Alameda de Araújo, 48
São Geraldo
15603041 Sales Verde / PE",2025-05-10 05:20:50.449040,30.93,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11223,1274,8052,6088064484770,beatae,2024-01-09 15:02:45.281580,2025-03-07 21:05:13.230310,Em Uso,"Feira de Sousa
Califórnia
30423-850 Gonçalves de Costela / MT",2024-09-01 20:46:39.723747,36.11,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11224,2580,24657,1447485629156,fugiat,2024-06-28 02:09:27.914970,2025-07-03 02:08:27.350629,Em Uso,"Fazenda Fernandes
Jardim Alvorada
67202983 Martins / PI",2025-05-10 20:49:43.190694,34.58,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
11225,3389,37035,0735936750469,soluta,2024-06-10 07:33:30.055776,2025-03-19 15:32:59.013172,Em Uso,"Aeroporto Rael Correia, 36
Ademar Maldonado
98421436 Barros do Galho / MT",2025-04-24 03:38:53.824082,36.47,2025-07-29 19:51:52.424526,2025-07-29 19:51:52.424580
