ItemCompraID,CompraID,IsqueiroID,Quantidade,PrecoUnitario,Desconto,DataCriacao,SubTotal
7855,18247,38,1,77.57,16.39,2025-07-29 19:51:11.231940,64.85627699999999
7856,22075,94,2,43.99,8.93,2025-07-29 19:51:11.231940,80.12338600000001
7857,42551,5,1,49.19,11.82,2025-07-29 19:51:11.231940,43.375742
7858,5108,74,2,19.46,10.21,2025-07-29 19:51:11.231940,34.946268
7859,42631,11,1,52.55,19.57,2025-07-29 19:51:11.231940,42.265965
7860,47545,85,2,6.54,7.29,2025-07-29 19:51:11.231940,12.126468000000001
7861,43716,74,2,16.77,6.22,2025-07-29 19:51:11.231940,31.453812
7862,36874,18,1,81.44,8.99,2025-07-29 19:51:11.231940,74.118544
7863,33369,3,2,22.93,12.74,2025-07-29 19:51:11.231940,40.017436000000004
7864,14306,96,1,19.18,18.29,2025-07-29 19:51:11.231940,15.671978000000001
7865,37582,7,2,35.92,8.92,2025-07-29 19:51:11.231940,65.43187200000001
7866,33044,56,1,59.61,5.94,2025-07-29 19:51:11.231940,56.069165999999996
7867,9491,88,3,36.35,11.13,2025-07-29 19:51:11.231940,96.91273500000001
7868,20191,85,3,6.01,10.25,2025-07-29 19:51:11.231940,16.181925
7869,36145,91,1,28.27,8.59,2025-07-29 19:51:11.231940,25.841607
7870,2876,80,3,6.32,5.24,2025-07-29 19:51:11.231940,17.966496
7871,34897,82,3,44.2,11.53,2025-07-29 19:51:11.231940,117.31122000000002
7872,46342,35,3,25.4,17.05,2025-07-29 19:51:11.231940,63.207899999999995
7873,24429,14,1,80.92,4.65,2025-07-29 19:51:11.231940,77.15722000000001
7874,43664,10,3,21.05,3.77,2025-07-29 19:51:11.231940,60.769245000000005
7875,12473,16,2,84.55,14.79,2025-07-29 19:51:11.231940,144.09010999999998
7876,49939,47,3,11.02,0.68,2025-07-29 19:51:11.231940,32.835192
7877,41868,39,3,40.19,14.43,2025-07-29 19:51:11.231940,103.17174899999999
7878,45088,59,1,98.96,18.9,2025-07-29 19:51:11.231940,80.25656
7879,35800,28,1,64.69,12.89,2025-07-29 19:51:11.231940,56.351459
7880,40907,12,1,94.56,17.71,2025-07-29 19:51:11.231940,77.813424
7881,23450,25,1,40.85,13.61,2025-07-29 19:51:11.231940,35.290315
7882,6512,2,2,17.08,16.58,2025-07-29 19:51:11.231940,28.496271999999998
7883,22813,41,3,14.11,8.9,2025-07-29 19:51:11.231940,38.56263
7884,35928,90,3,62.39,3.6,2025-07-29 19:51:11.231940,180.43188
7885,25255,64,2,48.64,18.41,2025-07-29 19:51:11.231940,79.370752
7886,1312,35,2,13.81,14.84,2025-07-29 19:51:11.231940,23.521192000000003
7887,41941,96,4,71.01,18.38,2025-07-29 19:51:11.231940,231.83344800000003
7888,30352,66,1,96.23,2.91,2025-07-29 19:51:11.231940,93.42970700000001
7889,41652,47,1,74.23,17.88,2025-07-29 19:51:11.231940,60.957676000000006
7890,4683,93,1,30.33,5.39,2025-07-29 19:51:11.231940,28.695213
7891,18172,22,1,74.52,19.72,2025-07-29 19:51:11.231940,59.82465599999999
7892,42985,75,1,16.32,11.61,2025-07-29 19:51:11.231940,14.425248
7893,22020,99,1,60.98,15.36,2025-07-29 19:51:11.231940,51.613472
7894,5097,33,1,26.35,17.28,2025-07-29 19:51:11.231940,21.79672
7895,24137,31,1,41.22,12.84,2025-07-29 19:51:11.231940,35.927352
7896,7040,10,1,15.11,19.72,2025-07-29 19:51:11.231940,12.130308
7897,28010,50,1,71.59,1.3,2025-07-29 19:51:11.231940,70.65933
7898,70,67,1,26.21,3.94,2025-07-29 19:51:11.231940,25.177326
7899,40709,39,1,97.37,12.19,2025-07-29 19:51:11.231940,85.500597
7900,44402,17,3,50.4,19.3,2025-07-29 19:51:11.231940,122.01839999999999
7901,43668,2,1,25.34,1.49,2025-07-29 19:51:11.231940,24.962434
7902,30974,42,5,86.54,3.15,2025-07-29 19:51:11.231940,419.06995000000006
7903,3290,35,1,98.17,19.04,2025-07-29 19:51:11.231940,79.478432
7904,10662,58,1,35.88,14.38,2025-07-29 19:51:11.231940,30.720456000000002
7905,562,26,1,57.59,13.28,2025-07-29 19:51:11.231940,49.942048
7906,9209,74,1,32.03,19.86,2025-07-29 19:51:11.231940,25.668842
7907,6692,75,3,92.7,17.02,2025-07-29 19:51:11.231940,230.76738
7908,14640,49,1,25.81,12.54,2025-07-29 19:51:11.231940,22.573426
7909,22831,60,1,22.66,16.97,2025-07-29 19:51:11.231940,18.814598
7910,38307,85,4,53.37,18.87,2025-07-29 19:51:11.231940,173.196324
7911,15234,98,2,51.22,11.66,2025-07-29 19:51:11.231940,90.49549599999999
7912,15482,28,3,22.69,4.63,2025-07-29 19:51:11.231940,64.91835900000001
7913,40013,10,2,34.78,11.79,2025-07-29 19:51:11.231940,61.358876
7914,30744,46,1,60.5,3.29,2025-07-29 19:51:11.231940,58.50955
7915,37370,14,1,22.71,8.82,2025-07-29 19:51:11.231940,20.706978
7916,28718,47,3,28.49,1.54,2025-07-29 19:51:11.231940,84.153762
7917,15596,94,1,92.5,12.91,2025-07-29 19:51:11.231940,80.55825
7918,31793,93,1,25.94,3.29,2025-07-29 19:51:11.231940,25.086574
7919,39722,35,1,66.03,16.97,2025-07-29 19:51:11.231940,54.824709000000006
7920,22200,12,1,13.75,3.25,2025-07-29 19:51:11.231940,13.303125
7921,39617,87,1,56.33,17.0,2025-07-29 19:51:11.231940,46.753899999999994
7922,43684,67,2,75.41,15.31,2025-07-29 19:51:11.231940,127.729458
7923,47423,72,1,71.96,0.79,2025-07-29 19:51:11.231940,71.391516
7924,20330,47,4,37.69,6.86,2025-07-29 19:51:11.231940,140.41786399999998
7925,47349,85,1,73.51,17.56,2025-07-29 19:51:11.231940,60.60164400000001
7926,45907,57,1,99.4,10.44,2025-07-29 19:51:11.231940,89.02264
7927,6506,26,1,87.85,13.12,2025-07-29 19:51:11.231940,76.32408
7928,28289,50,4,23.8,13.21,2025-07-29 19:51:11.231940,82.62408
7929,5277,53,1,58.11,12.07,2025-07-29 19:51:11.231940,51.096123
7930,8828,72,1,67.96,3.18,2025-07-29 19:51:11.231940,65.79887199999999
7931,13907,94,3,36.14,1.11,2025-07-29 19:51:11.231940,107.216538
7932,31456,35,1,40.34,11.98,2025-07-29 19:51:11.231940,35.507268
7933,3511,22,1,55.28,11.09,2025-07-29 19:51:11.231940,49.149448
7934,6976,37,1,39.22,13.93,2025-07-29 19:51:11.231940,33.756654
7935,10951,18,1,65.99,10.22,2025-07-29 19:51:11.231940,59.24582199999999
7936,39089,9,5,29.4,9.66,2025-07-29 19:51:11.231940,132.7998
7937,17695,40,2,81.33,19.15,2025-07-29 19:51:11.231940,131.51060999999999
7938,24799,73,1,48.86,2.03,2025-07-29 19:51:11.231940,47.868142
7939,44565,25,4,81.01,12.56,2025-07-29 19:51:11.231940,283.340576
7940,14011,72,1,88.43,11.09,2025-07-29 19:51:11.231940,78.623113
7941,20266,58,1,78.72,1.05,2025-07-29 19:51:11.231940,77.89344
7942,11483,58,1,80.54,19.49,2025-07-29 19:51:11.231940,64.84275400000001
7943,7385,80,1,70.07,3.44,2025-07-29 19:51:11.231940,67.65959199999999
7944,24308,30,4,38.76,10.34,2025-07-29 19:51:11.231940,139.00886400000002
7945,6514,73,1,11.01,2.62,2025-07-29 19:51:11.231940,10.721537999999999
7946,25719,57,1,49.91,11.35,2025-07-29 19:51:11.231940,44.245215
7947,9560,25,1,47.03,5.95,2025-07-29 19:51:11.231940,44.231715
7948,38379,26,1,43.13,5.86,2025-07-29 19:51:11.231940,40.602582000000005
7949,48209,71,1,40.87,13.9,2025-07-29 19:51:11.231940,35.189069999999994
7950,19690,69,2,43.21,16.13,2025-07-29 19:51:11.231940,72.480454
7951,8807,52,2,52.93,2.6,2025-07-29 19:51:11.231940,103.10764
7952,8321,83,5,47.29,18.54,2025-07-29 19:51:11.231940,192.61217
7953,15162,99,3,35.38,8.14,2025-07-29 19:51:11.231940,97.50020400000001
7954,34360,6,1,13.86,11.28,2025-07-29 19:51:11.231940,12.296591999999999
7955,2120,49,2,93.23,4.4,2025-07-29 19:51:11.231940,178.25576
7956,38876,32,2,35.34,5.59,2025-07-29 19:51:11.231940,66.72898800000002
7957,11194,28,2,79.05,19.86,2025-07-29 19:51:11.231940,126.70134
7958,41556,15,1,80.59,5.94,2025-07-29 19:51:11.231940,75.802954
7959,24627,38,1,35.58,16.95,2025-07-29 19:51:11.231940,29.54919
7960,35969,12,1,99.86,2.24,2025-07-29 19:51:11.231940,97.623136
7961,38308,36,1,95.47,9.22,2025-07-29 19:51:11.231940,86.667666
7962,21058,22,1,45.89,11.67,2025-07-29 19:51:11.231940,40.534637
7963,26112,30,3,92.6,9.46,2025-07-29 19:51:11.231940,251.52011999999996
7964,26912,45,2,55.08,10.98,2025-07-29 19:51:11.231940,98.064432
7965,41506,95,1,85.11,10.5,2025-07-29 19:51:11.231940,76.17345
7966,33504,8,2,21.19,0.91,2025-07-29 19:51:11.231940,41.994342
7967,49443,52,2,20.04,3.7,2025-07-29 19:51:11.231940,38.59704
7968,48121,46,2,72.1,18.19,2025-07-29 19:51:11.231940,117.97001999999999
7969,41350,1,1,70.34,15.53,2025-07-29 19:51:11.231940,59.416198
7970,6750,92,3,53.12,19.16,2025-07-29 19:51:11.231940,128.82662399999998
7971,22738,9,4,53.09,1.62,2025-07-29 19:51:11.231940,208.919768
7972,28318,88,1,49.95,12.67,2025-07-29 19:51:11.231940,43.621335
7973,14475,76,2,36.65,17.58,2025-07-29 19:51:11.231940,60.41386
7974,5083,92,2,19.11,2.46,2025-07-29 19:51:11.231940,37.279788
7975,47710,67,2,56.47,15.9,2025-07-29 19:51:11.231940,94.98254
7976,958,89,2,19.06,7.44,2025-07-29 19:51:11.231940,35.283871999999995
7977,47542,79,1,62.32,12.81,2025-07-29 19:51:11.231940,54.336808
7978,48973,26,2,87.64,4.9,2025-07-29 19:51:11.231940,166.69128
7979,19934,17,2,42.22,9.75,2025-07-29 19:51:11.231940,76.2071
7980,11922,44,1,13.94,8.61,2025-07-29 19:51:11.231940,12.739766
7981,20010,93,4,47.74,17.17,2025-07-29 19:51:11.231940,158.17216800000003
7982,6788,97,3,34.63,4.18,2025-07-29 19:51:11.231940,99.54739800000002
7983,5844,72,3,6.87,14.58,2025-07-29 19:51:11.231940,17.605062
7984,18194,21,1,41.39,3.86,2025-07-29 19:51:11.231940,39.792346
7985,43280,14,1,84.99,0.11,2025-07-29 19:51:11.231940,84.89651099999999
7986,49807,25,1,63.74,2.68,2025-07-29 19:51:11.231940,62.031768
7987,6768,95,2,97.32,8.99,2025-07-29 19:51:11.231940,177.141864
7988,37243,23,2,22.13,14.74,2025-07-29 19:51:11.231940,37.736076
7989,40004,32,2,58.36,14.08,2025-07-29 19:51:11.231940,100.28582399999999
7990,31448,25,1,75.97,19.33,2025-07-29 19:51:11.231940,61.284999
7991,12191,15,1,30.04,14.4,2025-07-29 19:51:11.231940,25.71424
7992,1006,64,2,59.8,9.21,2025-07-29 19:51:11.231940,108.58483999999999
7993,49773,56,1,54.8,1.44,2025-07-29 19:51:11.231940,54.01088
7994,45160,44,2,76.26,8.08,2025-07-29 19:51:11.231940,140.19638400000002
7995,271,70,2,91.78,16.71,2025-07-29 19:51:11.231940,152.887124
7996,2234,41,2,85.88,9.61,2025-07-29 19:51:11.231940,155.253864
7997,31827,75,2,86.93,17.23,2025-07-29 19:51:11.231940,143.90392200000002
7998,15226,70,2,11.15,16.12,2025-07-29 19:51:11.231940,18.70524
7999,31836,81,2,31.17,12.85,2025-07-29 19:51:11.231940,54.32931
8000,11031,80,1,72.97,12.8,2025-07-29 19:51:11.231940,63.62984
8001,40749,53,2,29.12,19.92,2025-07-29 19:51:11.231940,46.638591999999996
8002,25757,64,3,35.4,10.53,2025-07-29 19:51:11.231940,95.01714
8003,17425,46,2,24.04,11.61,2025-07-29 19:51:11.231940,42.497912
8004,37906,41,1,39.68,6.23,2025-07-29 19:51:11.231940,37.207936
8005,16686,38,3,19.15,14.2,2025-07-29 19:51:11.231940,49.2921
8006,22599,91,1,12.99,3.68,2025-07-29 19:51:11.231940,12.511968000000001
8007,20041,98,1,32.5,4.0,2025-07-29 19:51:11.231940,31.2
8008,5149,89,2,5.32,18.28,2025-07-29 19:51:11.231940,8.695008
8009,44314,16,5,10.86,16.1,2025-07-29 19:51:11.231940,45.5577
8010,14769,89,2,11.11,14.42,2025-07-29 19:51:11.231940,19.015876
8011,34340,5,1,92.11,19.3,2025-07-29 19:51:11.231940,74.33277
8012,31492,72,2,41.5,8.41,2025-07-29 19:51:11.231940,76.0197
8013,1327,90,1,49.35,3.59,2025-07-29 19:51:11.231940,47.578335
8014,27976,24,1,62.16,19.68,2025-07-29 19:51:11.231940,49.926912
8015,25815,19,1,93.57,18.51,2025-07-29 19:51:11.231940,76.250193
8016,4668,65,1,36.35,17.92,2025-07-29 19:51:11.231940,29.83608
8017,1838,43,2,64.35,5.37,2025-07-29 19:51:11.231940,121.78881
8018,32351,66,3,80.54,5.46,2025-07-29 19:51:11.231940,228.427548
8019,29088,19,3,79.72,5.43,2025-07-29 19:51:11.231940,226.173612
8020,23593,88,2,99.14,14.89,2025-07-29 19:51:11.231940,168.75610799999998
8021,17015,61,1,34.24,10.06,2025-07-29 19:51:11.231940,30.795456
8022,29461,70,1,71.91,0.98,2025-07-29 19:51:11.231940,71.205282
8023,36483,77,1,19.46,15.74,2025-07-29 19:51:11.231940,16.396996
8024,19258,40,2,39.96,10.22,2025-07-29 19:51:11.231940,71.75217599999999
8025,10169,94,2,17.99,13.66,2025-07-29 19:51:11.231940,31.065131999999995
8026,12542,49,3,81.21,8.54,2025-07-29 19:51:11.231940,222.823998
8027,42564,74,3,57.15,13.22,2025-07-29 19:51:11.231940,148.78431
8028,22650,79,3,50.98,9.67,2025-07-29 19:51:11.231940,138.150702
8029,35478,15,1,65.03,3.65,2025-07-29 19:51:11.231940,62.656405
8030,18899,69,1,10.71,11.89,2025-07-29 19:51:11.231940,9.436581
8031,22437,99,2,49.82,11.67,2025-07-29 19:51:11.231940,88.012012
8032,1061,25,2,57.96,0.89,2025-07-29 19:51:11.231940,114.888312
8033,41711,37,3,48.86,3.83,2025-07-29 19:51:11.231940,140.965986
8034,49144,14,2,8.51,4.45,2025-07-29 19:51:11.231940,16.26261
8035,8109,20,2,87.06,2.47,2025-07-29 19:51:11.231940,169.819236
8036,22330,12,2,14.4,15.39,2025-07-29 19:51:11.231940,24.36768
8037,48144,13,1,40.05,12.97,2025-07-29 19:51:11.231940,34.855515
8038,44253,6,1,87.76,8.52,2025-07-29 19:51:11.231940,80.28284800000002
8039,21966,58,2,38.97,14.39,2025-07-29 19:51:11.231940,66.724434
8040,45124,65,1,90.82,15.55,2025-07-29 19:51:11.231940,76.69749
8041,38,50,3,32.89,12.94,2025-07-29 19:51:11.231940,85.902102
8042,36899,5,1,60.16,9.61,2025-07-29 19:51:11.231940,54.378624
8043,9202,43,1,89.47,15.77,2025-07-29 19:51:11.231940,75.36058100000001
8044,2561,57,1,23.34,10.44,2025-07-29 19:51:11.231940,20.903304
8045,11152,1,1,42.5,9.34,2025-07-29 19:51:11.231940,38.530499999999996
8046,9926,33,1,89.76,9.93,2025-07-29 19:51:11.231940,80.846832
8047,26700,60,1,15.6,16.91,2025-07-29 19:51:11.231940,12.96204
8048,6525,35,1,27.91,10.55,2025-07-29 19:51:11.231940,24.965495
8049,29367,12,1,80.31,19.14,2025-07-29 19:51:11.231940,64.938666
8050,37013,37,1,5.54,15.46,2025-07-29 19:51:11.231940,4.683516
8051,31744,5,3,90.88,7.85,2025-07-29 19:51:11.231940,251.23775999999998
8052,14899,88,2,7.0,15.12,2025-07-29 19:51:11.231940,11.8832
8053,31140,61,4,77.74,3.81,2025-07-29 19:51:11.231940,299.112424
8054,36833,71,4,20.5,17.06,2025-07-29 19:51:11.231940,68.0108
8055,37246,82,1,48.63,0.35,2025-07-29 19:51:11.231940,48.45979500000001
8056,28117,72,1,97.59,1.89,2025-07-29 19:51:11.231940,95.745549
8057,35311,8,2,58.79,13.45,2025-07-29 19:51:11.231940,101.76549
8058,963,19,1,17.26,17.17,2025-07-29 19:51:11.231940,14.296458000000001
8059,46729,13,1,81.01,10.75,2025-07-29 19:51:11.231940,72.301425
8060,3972,66,4,76.57,11.45,2025-07-29 19:51:11.231940,271.21093999999994
8061,24373,96,1,75.47,6.53,2025-07-29 19:51:11.231940,70.541809
8062,3326,35,1,99.57,11.6,2025-07-29 19:51:11.231940,88.01988
8063,14993,39,1,29.4,17.8,2025-07-29 19:51:11.231940,24.1668
8064,45362,3,1,91.48,13.64,2025-07-29 19:51:11.231940,79.00212800000001
8065,2901,34,1,88.7,0.32,2025-07-29 19:51:11.231940,88.41616
8066,29828,10,3,81.06,6.91,2025-07-29 19:51:11.231940,226.37626200000003
8067,15292,100,1,67.59,12.15,2025-07-29 19:51:11.231940,59.377815000000005
8068,6782,59,1,38.6,6.4,2025-07-29 19:51:11.231940,36.129599999999996
8069,8920,16,2,86.91,12.68,2025-07-29 19:51:11.231940,151.77962399999998
8070,28306,17,3,87.84,17.44,2025-07-29 19:51:11.231940,217.56211199999998
8071,42439,46,2,50.34,13.65,2025-07-29 19:51:11.231940,86.93718
8072,160,77,2,36.37,8.16,2025-07-29 19:51:11.231940,66.80441599999999
8073,44624,57,1,67.41,1.45,2025-07-29 19:51:11.231940,66.432555
8074,29367,16,2,76.56,8.86,2025-07-29 19:51:11.231940,139.553568
8075,15801,42,2,23.15,4.3,2025-07-29 19:51:11.231940,44.309099999999994
8076,10154,34,2,58.96,7.1,2025-07-29 19:51:11.231940,109.54768000000001
8077,49748,53,1,77.06,14.15,2025-07-29 19:51:11.231940,66.15601000000001
8078,18091,21,2,94.18,18.13,2025-07-29 19:51:11.231940,154.210332
8079,26246,21,3,39.01,15.1,2025-07-29 19:51:11.231940,99.35847
8080,45721,52,3,72.73,6.45,2025-07-29 19:51:11.231940,204.116745
8081,27314,73,4,74.6,17.48,2025-07-29 19:51:11.231940,246.23967999999996
8082,44278,53,4,69.27,13.43,2025-07-29 19:51:11.231940,239.868156
8083,47878,13,1,51.79,18.75,2025-07-29 19:51:11.231940,42.079375
8084,22410,75,1,42.99,15.06,2025-07-29 19:51:11.231940,36.515706
8085,23624,26,4,24.85,13.58,2025-07-29 19:51:11.231940,85.90148
8086,18759,36,1,49.45,1.51,2025-07-29 19:51:11.231940,48.703305
8087,35188,84,1,6.24,6.32,2025-07-29 19:51:11.231940,5.845632
8088,108,82,1,96.28,19.0,2025-07-29 19:51:11.231940,77.9868
8089,37312,26,2,10.03,15.15,2025-07-29 19:51:11.231940,17.02091
8090,45401,7,1,53.55,14.75,2025-07-29 19:51:11.231940,45.651375
8091,27489,13,1,34.82,5.78,2025-07-29 19:51:11.231940,32.807404
8092,852,30,3,89.84,16.05,2025-07-29 19:51:11.231940,226.26203999999998
8093,12956,59,3,49.62,5.87,2025-07-29 19:51:11.231940,140.121918
8094,46159,18,1,81.43,6.56,2025-07-29 19:51:11.231940,76.088192
8095,45840,77,1,67.12,19.94,2025-07-29 19:51:11.231940,53.736272
8096,30208,94,1,23.03,0.3,2025-07-29 19:51:11.231940,22.960910000000002
8097,4324,46,2,30.09,10.42,2025-07-29 19:51:11.231940,53.909244
8098,49389,15,1,61.61,6.57,2025-07-29 19:51:11.231940,57.562223
8099,3215,48,4,35.26,5.31,2025-07-29 19:51:11.231940,133.55077599999998
8100,18745,84,2,25.71,16.93,2025-07-29 19:51:11.231940,42.714594
8101,34709,65,4,25.34,10.56,2025-07-29 19:51:11.231940,90.656384
8102,21137,95,1,21.07,2.18,2025-07-29 19:51:11.231940,20.610674
8103,7806,8,1,8.26,12.99,2025-07-29 19:51:11.231940,7.1870259999999995
8104,18662,45,4,94.37,3.63,2025-07-29 19:51:11.231940,363.77747600000004
8105,11934,96,1,29.14,11.46,2025-07-29 19:51:11.231940,25.800556
8106,24771,55,1,59.3,17.32,2025-07-29 19:51:11.231940,49.029239999999994
8107,8933,78,1,28.35,6.02,2025-07-29 19:51:11.231940,26.64333
8108,23359,4,1,41.77,9.12,2025-07-29 19:51:11.231940,37.960576
8109,47471,81,1,66.47,17.53,2025-07-29 19:51:11.231940,54.817809
8110,40122,78,1,9.1,17.14,2025-07-29 19:51:11.231940,7.54026
8111,16012,5,1,83.68,9.19,2025-07-29 19:51:11.231940,75.98980800000001
8112,33216,23,2,16.9,10.01,2025-07-29 19:51:11.231940,30.416619999999998
8113,42843,80,2,78.78,5.11,2025-07-29 19:51:11.231940,149.508684
8114,4605,59,2,69.22,3.19,2025-07-29 19:51:11.231940,134.023764
8115,45839,95,1,57.94,10.22,2025-07-29 19:51:11.231940,52.01853199999999
8116,33670,83,3,48.51,19.75,2025-07-29 19:51:11.231940,116.787825
8117,1237,69,1,16.81,3.83,2025-07-29 19:51:11.231940,16.166176999999998
8118,28737,3,1,93.32,9.72,2025-07-29 19:51:11.231940,84.249296
8119,30959,78,1,68.78,7.8,2025-07-29 19:51:11.231940,63.41516000000001
8120,27991,79,2,17.82,8.97,2025-07-29 19:51:11.231940,32.443092
8121,2164,64,2,54.95,13.23,2025-07-29 19:51:11.231940,95.36023
8122,4992,32,1,22.99,4.08,2025-07-29 19:51:11.231940,22.052008
8123,8347,73,1,31.47,19.95,2025-07-29 19:51:11.231940,25.191734999999998
8124,49137,44,3,99.53,0.11,2025-07-29 19:51:11.231940,298.26155100000005
8125,4431,53,3,61.46,6.6,2025-07-29 19:51:11.231940,172.21092
8126,22408,76,3,84.76,1.73,2025-07-29 19:51:11.231940,249.88095600000003
8127,22176,21,2,84.04,18.58,2025-07-29 19:51:11.231940,136.850736
8128,30202,68,2,17.0,15.46,2025-07-29 19:51:11.231940,28.743599999999997
8129,27048,45,1,69.68,16.93,2025-07-29 19:51:11.231940,57.883176000000006
8130,24877,62,2,42.2,10.05,2025-07-29 19:51:11.231940,75.9178
8131,3407,39,2,75.7,8.95,2025-07-29 19:51:11.231940,137.8497
8132,3417,38,2,76.26,2.0,2025-07-29 19:51:11.231940,149.4696
8133,27065,60,3,30.89,19.03,2025-07-29 19:51:11.231940,75.034899
8134,26323,9,2,59.68,5.59,2025-07-29 19:51:11.231940,112.687776
8135,1458,19,2,89.87,15.3,2025-07-29 19:51:11.231940,152.23978
8136,48634,26,1,52.73,3.21,2025-07-29 19:51:11.231940,51.037366999999996
8137,31706,31,1,89.45,5.2,2025-07-29 19:51:11.231940,84.7986
8138,8499,29,1,34.99,5.29,2025-07-29 19:51:11.231940,33.139029
8139,29396,27,1,9.93,2.19,2025-07-29 19:51:11.231940,9.712532999999999
8140,10126,62,2,92.38,9.41,2025-07-29 19:51:11.231940,167.374084
8141,22392,100,1,46.44,18.23,2025-07-29 19:51:11.231940,37.973988
8142,16921,75,2,16.1,4.1,2025-07-29 19:51:11.231940,30.879800000000003
8143,46340,60,3,39.13,16.64,2025-07-29 19:51:11.231940,97.85630400000001
8144,33118,73,3,79.31,11.88,2025-07-29 19:51:11.231940,209.663916
8145,6481,20,1,60.01,7.32,2025-07-29 19:51:11.231940,55.617267999999996
8146,2431,44,1,94.38,19.62,2025-07-29 19:51:11.231940,75.86264399999999
8147,33493,65,1,98.86,3.37,2025-07-29 19:51:11.231940,95.528418
8148,18235,11,2,39.76,18.28,2025-07-29 19:51:11.231940,64.98374399999999
8149,39843,66,1,88.79,4.28,2025-07-29 19:51:11.231940,84.989788
8150,48664,89,1,95.99,5.28,2025-07-29 19:51:11.231940,90.921728
8151,32961,96,1,24.21,15.45,2025-07-29 19:51:11.231940,20.469555
8152,35329,9,1,91.61,11.56,2025-07-29 19:51:11.231940,81.01988399999999
8153,43323,41,1,19.27,12.41,2025-07-29 19:51:11.231940,16.878593
8154,19287,37,2,54.58,15.63,2025-07-29 19:51:11.231940,92.098292
8155,3837,11,1,81.82,1.25,2025-07-29 19:51:11.231940,80.79724999999999
8156,4036,21,1,38.93,8.02,2025-07-29 19:51:11.231940,35.807814
8157,48071,15,1,19.9,6.8,2025-07-29 19:51:11.231940,18.546799999999998
8158,39590,36,2,35.5,1.69,2025-07-29 19:51:11.231940,69.8001
8159,990,85,1,60.06,0.41,2025-07-29 19:51:11.231940,59.813754
8160,24942,92,1,40.33,1.31,2025-07-29 19:51:11.231940,39.801677
8161,15390,46,2,78.27,14.27,2025-07-29 19:51:11.231940,134.201742
8162,5266,68,1,71.28,6.14,2025-07-29 19:51:11.231940,66.903408
8163,15871,56,1,74.68,6.66,2025-07-29 19:51:11.231940,69.70631200000001
8164,37663,74,1,62.84,14.67,2025-07-29 19:51:11.231940,53.621372
8165,25024,8,3,14.46,13.92,2025-07-29 19:51:11.231940,37.341504
8166,5442,51,1,96.07,14.46,2025-07-29 19:51:11.231940,82.17827799999999
8167,31938,66,1,24.41,5.37,2025-07-29 19:51:11.231940,23.099183
8168,27435,88,2,5.26,2.99,2025-07-29 19:51:11.231940,10.205452
8169,26801,11,3,90.05,10.66,2025-07-29 19:51:11.231940,241.35200999999998
8170,45572,21,3,87.82,1.73,2025-07-29 19:51:11.231940,258.90214199999997
8171,1656,19,1,97.59,18.33,2025-07-29 19:51:11.231940,79.701753
8172,9418,8,1,41.76,2.63,2025-07-29 19:51:11.231940,40.661712
8173,4764,77,1,96.09,6.92,2025-07-29 19:51:11.231940,89.440572
8174,32160,34,3,82.96,2.51,2025-07-29 19:51:11.231940,242.63311199999998
8175,49618,89,1,70.84,15.54,2025-07-29 19:51:11.231940,59.831464000000004
8176,25186,27,2,8.33,5.67,2025-07-29 19:51:11.231940,15.715378000000001
8177,9804,88,1,69.65,11.75,2025-07-29 19:51:11.231940,61.46612500000001
8178,45980,38,3,63.81,1.44,2025-07-29 19:51:11.231940,188.67340800000002
8179,8047,51,1,20.13,11.74,2025-07-29 19:51:11.231940,17.766738
8180,25787,38,1,70.4,19.85,2025-07-29 19:51:11.231940,56.4256
8181,2386,24,1,52.72,3.1,2025-07-29 19:51:11.231940,51.085679999999996
8182,39952,10,3,73.67,9.68,2025-07-29 19:51:11.231940,199.616232
8183,15595,9,2,45.14,7.05,2025-07-29 19:51:11.231940,83.91526
8184,13735,31,1,77.26,18.55,2025-07-29 19:51:11.231940,62.928270000000005
8185,28276,22,1,59.83,3.7,2025-07-29 19:51:11.231940,57.61629
8186,23872,5,1,95.13,12.04,2025-07-29 19:51:11.231940,83.676348
8187,7845,77,1,50.02,7.72,2025-07-29 19:51:11.231940,46.15845600000001
8188,11697,6,1,20.24,15.84,2025-07-29 19:51:11.231940,17.033984
8189,4241,53,2,83.98,4.25,2025-07-29 19:51:11.231940,160.82170000000002
8190,24762,99,1,77.9,1.94,2025-07-29 19:51:11.231940,76.38874000000001
8191,23329,82,3,34.63,2.11,2025-07-29 19:51:11.231940,101.69792100000001
8192,11423,20,2,8.57,16.24,2025-07-29 19:51:11.231940,14.356464
8193,1581,3,2,67.59,8.69,2025-07-29 19:51:11.231940,123.43285800000001
8194,39027,86,1,32.8,3.5,2025-07-29 19:51:11.231940,31.651999999999997
8195,69,89,2,50.16,15.68,2025-07-29 19:51:11.231940,84.589824
8196,48051,61,2,12.38,5.59,2025-07-29 19:51:11.231940,23.375916000000004
8197,10599,67,1,28.54,5.09,2025-07-29 19:51:11.231940,27.087314
8198,16918,27,1,32.79,14.71,2025-07-29 19:51:11.231940,27.966590999999998
8199,18004,3,2,14.61,19.44,2025-07-29 19:51:11.231940,23.539631999999997
8200,6692,89,1,32.07,1.99,2025-07-29 19:51:11.231940,31.431807
8201,5880,74,4,29.46,6.62,2025-07-29 19:51:11.231940,110.038992
8202,38989,95,2,34.69,6.73,2025-07-29 19:51:11.231940,64.710726
