HistoricoID,IsqueiroUsuarioID,LocalID,DataHoraRegistro,TipoEvento,Latitude,Longitude,Descricao,ConfiabilidadeLocalizacao,DataCriacao
2676,15461,580,2024-05-08 18:28:29.931098,Movido,-23.444079810349976,-46.543363487701406,Unde animi illo aperiam reiciendis. Aperiam non dolorum accusantium omnis voluptatibus saepe. Explicabo modi saepe sit iste dignissimos ducimus.,0.6,2025-07-29 19:52:08.798653
2677,15455,706,2024-12-24 08:17:36.504968,Movido,-23.46367163844311,-46.54211146570074,"Explicabo omnis animi commodi. Amet sunt harum assumenda earum laudantium.
Quibusdam perferendis voluptatum harum. Autem recusandae adipisci.",0.84,2025-07-29 19:52:08.798653
2678,55226,51,2025-04-04 10:07:03.127149,Encontrado,-23.511961044936477,-46.682386263126034,Eligendi consectetur necessitatibus odit veniam ex corrupti dolor. Impedit tempora amet voluptatem. Nisi veritatis ullam soluta amet iure blanditiis.,0.73,2025-07-29 19:52:08.798653
2679,4356,406,2024-06-11 04:09:48.792126,Guardado,-23.666020188163724,-46.67200923685147,Est similique velit ipsum maxime saepe quaerat repellendus. Reprehenderit praesentium illum expedita quis quis. Quia accusamus voluptatem quas error.,0.62,2025-07-29 19:52:08.798653
2680,52905,803,2025-06-24 10:29:59.369963,Encontrado,-23.604835859525345,-46.51553245289252,"Nobis alias aut autem. Autem deserunt sequi sunt soluta. Debitis delectus labore ex.
Recusandae dolorum dolore ullam. Doloremque vero aliquid culpa quod molestias eveniet totam.",0.23,2025-07-29 19:52:08.798653
2681,2802,496,2025-07-08 23:15:30.705976,Guardado,-23.635965985359768,-46.70503975636308,"Neque molestias perspiciatis modi.
Fuga recusandae officia. Nam doloremque pariatur.
Sed iusto veniam quibusdam cupiditate. Soluta dignissimos voluptas aliquid.",0.06,2025-07-29 19:52:08.798653
2682,13591,2,2024-08-22 22:27:06.961068,Guardado,-23.620252752095087,-46.60229491931258,"Repellat iusto distinctio quis aperiam dolorum quisquam. Quam ab animi voluptates commodi rerum.
Possimus ab et distinctio. Iure asperiores temporibus molestias accusantium autem.",0.24,2025-07-29 19:52:08.798653
2683,48119,966,2024-08-04 23:04:29.760086,Guardado,-23.437807076317114,-46.66363689125243,Molestiae dolore placeat maxime omnis eligendi recusandae. A necessitatibus molestias unde.,0.83,2025-07-29 19:52:08.798653
2684,29086,441,2023-11-02 17:25:11.136014,Perdido,-23.58531172680684,-46.702826842653636,"Eveniet veniam at accusantium itaque explicabo quia.
Deleniti distinctio est dolores maiores adipisci.
Consequatur ratione nisi optio. Ut tempore officia et deserunt praesentium.",0.15,2025-07-29 19:52:08.798653
2685,13222,207,2023-08-08 00:35:08.255569,Encontrado,-23.49365833223305,-46.50214618218425,Odit aut sequi. Officiis vero reiciendis esse quia. Tempora doloremque id rem odio beatae similique reiciendis.,0.21,2025-07-29 19:52:08.798653
2686,52990,336,2024-12-27 22:44:46.810011,Guardado,-23.572896304122196,-46.65401547210728,"Quod provident perspiciatis. Quibusdam omnis soluta voluptatem ipsum placeat quaerat asperiores. Officia officiis odio nostrum.
Itaque cupiditate eligendi. Neque itaque ratione aliquam sequi.",0.61,2025-07-29 19:52:08.798653
2687,39189,188,2025-06-13 02:29:10.623611,Perdido,-23.659717426024518,-46.53627879701727,Saepe at vel quis adipisci. Voluptatibus iure veritatis quam voluptates molestiae. Aliquid aliquam aperiam aspernatur repudiandae sunt esse.,0.27,2025-07-29 19:52:08.798653
2688,24901,811,2025-05-03 22:52:46.480881,Guardado,-23.471234289821147,-46.6599922949793,"Ullam necessitatibus voluptatem optio eum. In nostrum iste quisquam.
Aut suscipit modi quam hic. Provident soluta ipsa eos aliquid rerum.
Minima commodi iste atque. Culpa magni tenetur illum.",0.79,2025-07-29 19:52:08.798653
2689,57896,508,2023-10-18 13:14:28.350414,Movido,-23.51008350138347,-46.786728802284465,Animi quam iusto laborum necessitatibus saepe assumenda laboriosam. Maxime voluptatibus recusandae et vitae velit. Odit quia pariatur porro dicta numquam molestias eius.,0.96,2025-07-29 19:52:08.798653
2690,40588,316,2023-11-22 09:21:55.640955,Perdido,-23.661223703381946,-46.579573376834894,Accusamus aliquam a minima unde animi perferendis. Sit tempora possimus id aperiam tenetur vel quaerat. Ipsa laborum quisquam incidunt corporis molestiae hic.,0.38,2025-07-29 19:52:08.798653
2691,52785,59,2024-08-08 16:44:06.250621,Guardado,-23.513977597359283,-46.75848500255556,"Amet soluta tenetur occaecati. Ab voluptate aspernatur porro eius.
Eligendi molestiae consequatur quidem beatae.
Dicta quas facilis nisi reprehenderit. Autem cum culpa aut.",0.29,2025-07-29 19:52:08.798653
2692,10631,320,2024-11-12 09:38:39.382122,Guardado,-23.608734621251347,-46.64854079597126,Cupiditate impedit quo fuga dolores. Maiores impedit nesciunt nulla sapiente. Ex voluptatum pariatur autem debitis quis hic.,0.74,2025-07-29 19:52:08.798653
2693,39849,984,2023-08-28 15:59:27.851305,Perdido,-23.495634222953683,-46.58179632442936,Fugiat dolor inventore laboriosam porro. Cum assumenda facilis nostrum voluptatum totam commodi. Vitae rem adipisci expedita pariatur quia est vel. Ex optio facere incidunt optio repellendus aperiam.,0.73,2025-07-29 19:52:08.798653
2694,39921,798,2024-06-13 15:14:39.531457,Perdido,-23.51935479702201,-46.745934207705375,"Consectetur assumenda voluptatum quidem ex. Quod vitae unde.
Blanditiis praesentium commodi pariatur necessitatibus asperiores. Ipsa nobis esse. Distinctio aut magnam laboriosam laboriosam dolorem.",0.87,2025-07-29 19:52:08.798653
2695,55556,171,2025-03-24 17:15:05.621633,Guardado,-23.63507794898032,-46.558786995385766,"Facere hic praesentium. Ratione culpa voluptatibus voluptatem.
Recusandae dignissimos nam corporis voluptas libero. Veniam temporibus possimus hic. Alias id ullam odit sed at pariatur.",0.54,2025-07-29 19:52:08.798653
2696,16804,245,2024-07-31 02:57:46.027662,Movido,-23.40749359646667,-46.636364376666286,"Odit aliquid eos maiores voluptatem ut facere.
Asperiores accusantium possimus a voluptas perspiciatis repellat saepe. Occaecati aliquid commodi autem labore fugiat totam.",0.78,2025-07-29 19:52:08.798653
2697,10577,892,2025-07-07 12:58:48.389674,Perdido,-23.527048757616193,-46.71547301141177,Non dolorum quo dignissimos. Illum eius pariatur alias. Totam voluptatibus accusantium ipsum quod itaque eos. Nulla quod libero explicabo quia architecto.,0.23,2025-07-29 19:52:08.798653
2698,53976,524,2025-03-24 00:11:41.350304,Perdido,-23.652550078802626,-46.66187744410998,"Vitae enim aspernatur.
Eum dicta aliquid et. Rerum dolore voluptatibus ipsam a earum. Aliquam sit autem rerum eos.",0.54,2025-07-29 19:52:08.798653
2699,17163,861,2024-07-11 18:45:34.028646,Guardado,-23.63574723283225,-46.54619946499553,Dolore ducimus architecto. Earum fugiat doloremque doloribus nulla.,0.33,2025-07-29 19:52:08.798653
2700,30719,480,2024-06-09 13:32:45.643227,Guardado,-23.596604173931468,-46.74038496620053,Quia totam commodi ullam aperiam dolores. Mollitia nisi suscipit sequi. Quaerat ea velit quia.,0.14,2025-07-29 19:52:08.798653
2701,54873,402,2024-11-03 05:35:47.613143,Movido,-23.67270731946205,-46.640594778322445,"Consequatur suscipit quasi omnis ullam. Quaerat corrupti distinctio quae rerum aspernatur ab.
Similique minima ad hic vero rem. Perspiciatis impedit quam totam consequatur autem maiores.",0.78,2025-07-29 19:52:08.798653
2702,37655,331,2024-05-21 08:32:18.111118,Perdido,-23.55232945430367,-46.51526913938044,Dicta asperiores voluptates aperiam vitae. Expedita officiis nihil fuga dolor repudiandae vel.,0.66,2025-07-29 19:52:08.798653
2703,50006,287,2024-10-29 08:06:23.987805,Movido,-23.640343108106013,-46.656003109707136,"Facere possimus quisquam ea numquam nesciunt. Amet vel maxime quam veniam vitae. Eligendi ab ex.
A voluptatem sed. Necessitatibus molestiae quia dolor quam aliquid accusantium.",0.27,2025-07-29 19:52:08.798653
2704,12475,333,2024-01-02 18:58:56.625373,Guardado,-23.543936874332605,-46.59359080608718,Ab dignissimos molestiae odio officia odio animi architecto. Minus aspernatur delectus inventore voluptatibus. Quam non blanditiis qui. Itaque laboriosam voluptatem nisi culpa culpa dignissimos.,0.48,2025-07-29 19:52:08.798653
2705,52667,989,2024-04-14 23:00:56.225081,Guardado,-23.69904038978332,-46.63947274996931,"Culpa rerum voluptatem ad dolor velit. Minus ducimus explicabo sint enim minima quae.
Ipsum temporibus id vitae. Et eos excepturi modi.",0.11,2025-07-29 19:52:08.798653
2706,34634,141,2024-10-19 23:11:41.348292,Movido,-23.65538757013056,-46.72662974047946,Quibusdam inventore blanditiis soluta repudiandae quasi. Consequatur maiores labore quod at. Maxime exercitationem occaecati aliquam consequuntur tenetur.,0.6,2025-07-29 19:52:08.798653
2707,53875,508,2024-04-02 21:05:23.822214,Encontrado,-23.527306366118754,-46.548967021105646,Eius illo repellendus dicta culpa atque. Atque ullam soluta fuga reprehenderit beatae repudiandae in. Error vitae corrupti natus numquam.,0.18,2025-07-29 19:52:08.798653
2708,53487,387,2024-12-21 19:46:59.396925,Guardado,-23.509428344884466,-46.567123340224,"Ducimus assumenda nostrum tenetur. Veritatis doloremque dolores atque. Rerum consectetur laboriosam vero animi.
Aperiam atque tempore consectetur. Facere neque facere sunt in voluptatum sunt.",0.64,2025-07-29 19:52:08.798653
2709,45839,313,2025-05-27 13:58:58.596601,Guardado,-23.637363068533357,-46.72375969758783,Eos praesentium cupiditate dolorum molestiae omnis ullam. Quod mollitia hic quae magni at. Repellendus vero totam ullam optio atque distinctio. Occaecati nemo pariatur.,0.92,2025-07-29 19:52:08.798653
2710,7938,412,2025-05-06 18:37:46.456961,Perdido,-23.671916087668087,-46.628077850900354,"Commodi officiis nam. Tempora ex quia voluptas deleniti. Ad ducimus debitis dignissimos.
Eligendi ipsum corrupti culpa provident.",0.23,2025-07-29 19:52:08.798653
2711,37301,481,2023-10-20 20:00:58.126036,Perdido,-23.413732072659588,-46.50849993387646,"Aspernatur laudantium voluptatibus quod. Impedit nobis necessitatibus natus placeat.
Quasi itaque suscipit facere. Officia dicta eligendi perspiciatis consequuntur nemo.",0.23,2025-07-29 19:52:08.798653
2712,24657,83,2024-02-21 12:44:03.798525,Perdido,-23.451441719108537,-46.57318599226463,"Cum aliquam suscipit ipsam quia deserunt.
Dolores labore suscipit at. Asperiores ratione praesentium nobis. Dolore omnis temporibus maxime architecto fugiat corrupti.",0.74,2025-07-29 19:52:08.798653
2713,33467,890,2024-04-29 03:48:35.958965,Encontrado,-23.433557910537584,-46.6275430595846,Delectus minus et cupiditate hic sequi blanditiis. Ratione corporis facilis ipsum voluptate vitae.,0.03,2025-07-29 19:52:08.798653
2714,44646,137,2024-02-13 13:47:40.211396,Encontrado,-23.42973711415731,-46.55073294242356,Incidunt explicabo doloremque a. Eos illum voluptatum temporibus. Autem culpa aliquid quae perspiciatis beatae nobis quam.,0.42,2025-07-29 19:52:08.798653
2715,57794,692,2025-05-23 14:00:57.514174,Perdido,-23.673423727255962,-46.67246626651088,"Facilis at quibusdam.
Blanditiis repellat quod blanditiis enim nam. Sed excepturi soluta delectus tenetur odio. Eligendi vitae nulla laudantium ratione ipsum.",0.13,2025-07-29 19:52:08.798653
2716,9404,326,2024-01-11 13:52:13.981222,Movido,-23.62788336488263,-46.68219465189159,Ut veniam doloribus accusantium porro perferendis blanditiis. Totam consectetur quaerat ratione fuga. Optio nobis dolor commodi maxime ullam.,0.65,2025-07-29 19:52:08.798653
2717,22434,955,2024-08-19 21:29:13.736865,Movido,-23.68754245587981,-46.75637640963396,"Labore eos sint reiciendis accusamus debitis. Aspernatur eaque mollitia illo numquam.
Facere recusandae quam vitae adipisci. Molestiae soluta sit sed.",0.1,2025-07-29 19:52:08.798653
2718,1842,532,2025-06-08 03:04:21.048176,Movido,-23.553803933582977,-46.57064952518495,"Est dolore deserunt porro. Perspiciatis magnam nesciunt facere blanditiis corporis.
Pariatur vero expedita. Excepturi est maiores adipisci error vitae.
Adipisci facere at nulla.",0.62,2025-07-29 19:52:08.798653
2719,53966,406,2024-01-04 19:41:48.509702,Guardado,-23.59656205790483,-46.67197653062097,"Accusantium magnam doloremque. Suscipit et rerum consectetur natus.
Sint suscipit sapiente fugit nisi. Officiis consequatur dignissimos a.",0.9,2025-07-29 19:52:08.798653
2720,28634,9,2023-10-21 04:03:43.675594,Perdido,-23.67639268579423,-46.75882339107857,Suscipit tempore blanditiis deserunt reprehenderit. Quam veritatis veritatis. Cum minima voluptatem eaque nulla. Atque at sit debitis neque.,0.75,2025-07-29 19:52:08.798653
2721,13715,319,2023-12-08 15:30:17.087055,Perdido,-23.668643934766898,-46.51440308289434,Rerum expedita deleniti dolorem et sed porro. Libero fugiat atque. Adipisci ea eum quibusdam. Ex ex aliquid eaque.,0.67,2025-07-29 19:52:08.798653
2722,21081,55,2024-05-30 19:44:23.222155,Guardado,-23.52552265257387,-46.741332239943326,"Quibusdam quibusdam veniam amet quod labore. Ducimus aut nobis.
A doloremque reiciendis mollitia consequuntur. Quisquam earum explicabo placeat deleniti.",0.55,2025-07-29 19:52:08.798653
2723,16637,880,2025-03-12 07:42:50.460076,Perdido,-23.523239655661406,-46.77616784639937,Maxime quaerat rem rem. Iure tempora vero odio omnis voluptate. Magni qui in laudantium qui aut deleniti.,0.08,2025-07-29 19:52:08.798653
2724,24485,321,2024-01-13 20:37:09.664149,Guardado,-23.476724710860026,-46.692285545427644,"Ullam sequi perspiciatis facilis. Minus nemo numquam.
Hic repudiandae architecto id molestias. Reiciendis eveniet itaque.",0.04,2025-07-29 19:52:08.798653
2725,4544,101,2024-04-25 22:26:57.581733,Guardado,-23.41304049886132,-46.60763902229439,"Illo voluptatibus voluptates eligendi officia tempora.
Occaecati quae eos occaecati. Amet tenetur iste cumque incidunt a error occaecati. Et illo nisi eligendi iste.",0.61,2025-07-29 19:52:08.798653
2726,46120,737,2024-01-15 18:23:34.333544,Guardado,-23.658901760804447,-46.60457764049395,"Tempore aliquid expedita error illo laboriosam optio. Dicta optio quae sequi eius.
Possimus explicabo debitis excepturi fuga animi. Voluptas impedit accusantium vel. Maiores consequuntur fugiat.",0.17,2025-07-29 19:52:08.798653
2727,42858,611,2024-03-10 03:11:34.747612,Guardado,-23.596738354670528,-46.70438388700102,"Sequi dolore nostrum. Libero at a nam perferendis vero.
Dolorem magni cum excepturi. Harum repellat quis maxime facilis eum.",0.49,2025-07-29 19:52:08.798653
2728,24301,31,2025-07-23 22:41:46.453440,Movido,-23.55990426491868,-46.71902359999521,"Quia voluptates molestias eligendi placeat. Molestias sapiente facere atque doloremque cum praesentium.
Qui doloribus molestiae tenetur debitis repellendus debitis.",0.25,2025-07-29 19:52:08.798653
2729,59083,558,2024-02-11 07:08:32.801758,Guardado,-23.515949153162033,-46.68772468037479,Quasi harum molestias labore amet reiciendis omnis dolorem. Architecto odit harum distinctio cum voluptas. Beatae quia aut harum neque.,0.83,2025-07-29 19:52:08.798653
2730,48850,637,2024-07-23 05:54:43.316402,Movido,-23.48904473345754,-46.56004954192931,"Est aperiam beatae officia. Quis animi praesentium doloremque distinctio nisi.
Aliquam rem dolores eaque rem. Dolorem voluptatem ipsam dolore numquam magni inventore.",0.13,2025-07-29 19:52:08.798653
2731,21665,626,2025-06-14 11:23:26.530759,Perdido,-23.59809126502149,-46.54497096498291,"A aperiam sunt iure temporibus.
Natus corporis alias in nisi sint. Itaque mollitia voluptatem aperiam.
Cupiditate temporibus nemo neque.",0.3,2025-07-29 19:52:08.798653
2732,1285,567,2024-12-17 09:31:12.879338,Encontrado,-23.495059930427242,-46.50567919054104,"Natus nostrum earum deserunt ipsam possimus quasi. Facilis laboriosam eum qui possimus quia consectetur sit.
Ullam totam voluptates harum illo. Nesciunt suscipit facilis.",0.7,2025-07-29 19:52:08.798653
2733,7555,27,2023-10-09 14:30:42.919553,Encontrado,-23.599851387253473,-46.71352769421636,Doloribus harum laboriosam molestiae. Exercitationem sit eaque quasi nesciunt ipsam. Suscipit nostrum quae maiores nisi aspernatur.,0.78,2025-07-29 19:52:08.798653
2734,47194,171,2024-02-28 00:18:48.273290,Movido,-23.520653155898373,-46.726649317646995,Quaerat beatae veritatis iusto autem. Asperiores officiis laboriosam praesentium fugiat amet perspiciatis. Ab perspiciatis harum facilis.,0.83,2025-07-29 19:52:08.798653
2735,43126,630,2024-05-06 19:13:37.924262,Movido,-23.480954020087065,-46.58195502002406,"Nisi laboriosam nostrum consectetur vero. Incidunt dignissimos libero exercitationem.
Incidunt reprehenderit iure id illum similique. Ipsum unde nihil laborum dolorem.",0.75,2025-07-29 19:52:08.798653
2736,14911,887,2025-02-15 11:26:37.421905,Perdido,-23.46552775541532,-46.69376618938442,In vero eveniet aperiam similique cumque. Doloremque quos provident asperiores quas voluptatem alias. Voluptatibus repellat reiciendis iusto. Aperiam totam commodi error illo.,0.6,2025-07-29 19:52:08.798653
2737,48330,854,2024-02-08 03:10:25.124549,Movido,-23.638240111207377,-46.73413561454167,"Numquam quos nam commodi eos impedit laboriosam. Minus animi assumenda alias sint.
Unde quia harum labore. Id natus beatae atque cum asperiores.",0.26,2025-07-29 19:52:08.798653
2738,25163,407,2024-05-26 10:23:02.580293,Guardado,-23.676196250497473,-46.635856801509945,Sunt ipsam blanditiis culpa veniam. Corrupti ab inventore consectetur.,0.23,2025-07-29 19:52:08.798653
2739,16315,710,2023-10-08 02:55:53.261510,Encontrado,-23.61050470176015,-46.60168633540861,"Voluptates praesentium soluta maxime. Harum a repellat provident distinctio fugiat odio tenetur.
Sapiente ipsa quis quas. Dolor illo voluptas esse aut natus quasi.",0.68,2025-07-29 19:52:08.798653
2740,58182,875,2023-11-15 21:05:57.072119,Perdido,-23.52647678325527,-46.60141776077781,"Iure repellendus vero ea dignissimos accusantium expedita. Fugit nostrum consectetur magnam laboriosam aperiam adipisci. Maxime a sequi culpa.
Sequi tenetur dolore saepe sapiente.",0.69,2025-07-29 19:52:08.798653
2741,53578,974,2024-12-22 20:51:31.995868,Encontrado,-23.611175121827205,-46.66029079450114,Fuga nobis voluptas iste perferendis repudiandae. Dolorum iste magnam numquam quibusdam laudantium tempore asperiores. Nobis veniam explicabo. Ea explicabo est architecto magnam.,0.4,2025-07-29 19:52:08.798653
2742,49891,887,2025-07-07 04:54:17.005166,Guardado,-23.474528519639637,-46.621105857743515,Odio molestiae assumenda autem totam vitae doloremque. Culpa quas deleniti explicabo.,0.73,2025-07-29 19:52:08.798653
2743,53656,662,2024-12-23 22:25:19.390812,Guardado,-23.63629458808515,-46.722638717887726,Quam error veritatis quos ipsa dolor quos. Quod error eos rerum minus cum voluptas sapiente.,0.98,2025-07-29 19:52:08.798653
2744,39966,993,2023-12-22 23:20:06.867842,Movido,-23.60147226500934,-46.58062563376225,"Magnam occaecati hic.
Necessitatibus doloremque libero accusamus. Quidem amet doloribus atque necessitatibus omnis quod.
Veniam voluptates totam aliquam.",0.51,2025-07-29 19:52:08.798653
2745,28859,827,2024-06-16 14:14:24.575659,Guardado,-23.604793957842237,-46.781992360919105,"Ad quasi quae officia autem amet. Cumque voluptate quo porro.
Eveniet deserunt neque voluptatem natus aliquam et. Repellat quis magni. Quis ipsam quis odit.",0.28,2025-07-29 19:52:08.798653
2746,13122,386,2025-01-04 21:44:50.432291,Perdido,-23.554747084650433,-46.74251198074956,Aperiam ex autem laborum. Enim repellat ut quas. Sed earum sed blanditiis voluptatibus.,0.36,2025-07-29 19:52:08.798653
2747,33670,652,2023-11-15 17:42:06.215326,Movido,-23.60447214543073,-46.73844905887747,"Tempora nihil incidunt explicabo similique et officia. Quia perspiciatis a delectus.
Possimus ducimus temporibus quas iusto pariatur. Quidem dolore dicta ipsum veritatis.",0.99,2025-07-29 19:52:08.798653
2748,50563,953,2025-04-09 09:50:29.343211,Encontrado,-23.432226857239026,-46.795845488101406,"Ab porro voluptatum voluptas illum. Adipisci recusandae hic saepe.
Dolorum ullam qui eum inventore omnis aliquam sunt. Molestias magni tempore architecto quos.",0.02,2025-07-29 19:52:08.798653
2749,30174,265,2024-08-02 11:05:33.952959,Encontrado,-23.54917635363316,-46.60385928165624,"Doloribus esse laboriosam hic assumenda. In modi quisquam laborum neque magni.
In maxime delectus error.",0.7,2025-07-29 19:52:08.798653
2750,15328,817,2025-05-16 22:24:24.511684,Perdido,-23.47456577136519,-46.58286317103835,"Corporis perspiciatis provident quas sit velit. Ipsa iste totam odio perspiciatis rem autem.
Quos architecto corrupti ullam vitae nostrum vitae voluptas. Ratione eius cum quod officia laborum omnis.",0.2,2025-07-29 19:52:08.798653
2751,10526,549,2024-05-11 02:14:40.672771,Encontrado,-23.593073720626897,-46.551765474493195,"Ea tempore eum vitae. Cum placeat recusandae harum. Culpa qui quidem sed voluptate tempore iste aperiam.
Ea nihil quia possimus harum eum.",0.51,2025-07-29 19:52:08.798653
2752,55762,922,2023-09-14 20:37:58.333453,Movido,-23.41940826422902,-46.64064533381747,"Eaque libero ea. Accusantium repellendus inventore ea ea consequuntur optio.
Veritatis autem cumque magni nisi. A tempore consectetur veritatis aliquid similique.",0.51,2025-07-29 19:52:08.798653
2753,54531,383,2025-02-28 22:56:47.646221,Encontrado,-23.693369818716487,-46.76763757111805,"Velit inventore cum quo veritatis. Quibusdam adipisci aspernatur. Maxime veritatis qui et numquam est suscipit. Nobis placeat voluptatem sint.
Harum ut tempora porro. Aperiam totam accusamus.",0.62,2025-07-29 19:52:08.798653
2754,10450,571,2023-09-03 22:44:52.662852,Movido,-23.569923042417678,-46.505830832556484,Quia dolorem architecto minus et illum. Corrupti dolorum natus hic deserunt mollitia error. Similique modi consequatur molestias voluptates magni.,0.43,2025-07-29 19:52:08.798653
2755,10809,839,2024-09-13 21:28:22.328016,Guardado,-23.541448834028955,-46.7921992795382,Autem sapiente facere quia iste. Ratione explicabo corporis modi. Ipsum vel rem accusantium consequatur. Inventore quis saepe pariatur laborum.,0.31,2025-07-29 19:52:08.798653
2756,44878,784,2025-05-19 21:38:12.897844,Guardado,-23.48442898741325,-46.53320417602928,Soluta perspiciatis molestias neque illum saepe placeat omnis. Accusantium incidunt fuga earum commodi. Dolor at adipisci illum eius impedit aliquid.,0.73,2025-07-29 19:52:08.798653
2757,24078,665,2025-03-12 10:50:58.765074,Encontrado,-23.549716436107648,-46.603079695369324,"Quis excepturi eveniet maxime. Animi iusto sed consequuntur sunt rerum doloremque nisi.
Minima eos totam repellat praesentium numquam quas.",0.97,2025-07-29 19:52:08.798653
2758,45059,939,2024-04-02 07:01:49.743147,Encontrado,-23.619116996917143,-46.71463713089533,Doloribus unde possimus vitae. Molestiae sed eligendi vel dolorum mollitia ipsam. Nobis nulla dolorum magni.,0.67,2025-07-29 19:52:08.798653
2759,20901,587,2025-06-23 23:31:28.741082,Perdido,-23.52786109404389,-46.57907215152842,Quibusdam excepturi fugit ad neque earum. Molestias laudantium qui animi eos sunt quas. Alias eius maxime porro.,0.57,2025-07-29 19:52:08.798653
2760,21366,880,2023-11-10 00:43:51.013467,Guardado,-23.634918053824016,-46.65215553603448,"Tempora quod illum quod dicta quis at. Laboriosam adipisci maiores saepe ut.
Illum voluptates placeat quidem. Porro perspiciatis dicta voluptatum accusamus.",0.45,2025-07-29 19:52:08.798653
2761,33256,744,2024-02-10 07:30:54.775278,Perdido,-23.54423308805491,-46.65952806410939,Assumenda quae sunt vero hic quaerat tempora consectetur. At dolorem libero vero.,0.29,2025-07-29 19:52:08.798653
2762,47164,629,2023-08-08 13:51:33.330180,Guardado,-23.462275114699175,-46.65530394435837,"Enim hic doloribus dicta. Molestias rem ducimus architecto.
Tempora quibusdam veritatis nostrum consequuntur eos. Qui quis illo. Consequuntur eaque maiores odio pariatur.",0.29,2025-07-29 19:52:08.798653
2763,45291,716,2024-09-26 03:38:14.408839,Perdido,-23.62227245774649,-46.77818122923052,"Iste incidunt fugit aliquam repellat enim fugiat. Aliquid amet ipsum praesentium voluptate.
Maxime necessitatibus esse expedita.",0.67,2025-07-29 19:52:08.798653
2764,9559,393,2024-01-19 01:38:08.913685,Movido,-23.488080741171085,-46.777459063357746,Repellat voluptate doloremque eveniet aspernatur inventore doloribus. Numquam delectus fuga repudiandae est autem. Similique nihil provident voluptatem iusto quia optio.,0.85,2025-07-29 19:52:08.798653
2765,55701,726,2024-03-06 07:10:08.323211,Perdido,-23.608775327879687,-46.63025009047073,"Sunt numquam ipsum sed laborum libero. Enim magni porro dolore.
Expedita dolor dolores ab error tempora a. Iste vitae minima ducimus eligendi rem officia.",0.69,2025-07-29 19:52:08.798653
2766,16446,185,2024-06-05 19:02:38.462244,Encontrado,-23.559273167588877,-46.717029822574844,"Ratione natus neque tempora dolor quasi. Mollitia asperiores accusamus id odio.
Soluta distinctio laboriosam. Iste quod cumque. Ullam ipsam placeat quidem.
Vero hic inventore enim maxime.",0.13,2025-07-29 19:52:08.798653
2767,34624,188,2024-01-08 22:37:10.418364,Encontrado,-23.45747103057909,-46.56767670734425,Nisi praesentium itaque laboriosam. Vitae eum iure minima odio excepturi quod. Tempore porro sunt voluptas totam amet consequuntur incidunt.,0.62,2025-07-29 19:52:08.798653
2768,11005,858,2024-03-16 21:54:44.889005,Perdido,-23.405883296689854,-46.72747069678619,Dolore ipsum iure magnam assumenda asperiores ad. Pariatur natus eos nobis nam.,0.46,2025-07-29 19:52:08.798653
2769,23762,930,2025-02-09 03:00:53.694594,Guardado,-23.532225689231854,-46.617499554097265,"Ducimus perspiciatis debitis sapiente iusto laudantium.
Dicta illum sequi reprehenderit. Aliquam sunt ullam voluptatum officiis quisquam voluptate vitae.",0.28,2025-07-29 19:52:08.798653
2770,48504,592,2023-12-10 11:34:07.181516,Encontrado,-23.68381701690875,-46.540282587458755,Deleniti explicabo neque inventore. Rem nisi nesciunt veritatis cupiditate ipsum quia. Ut similique velit sequi facere aut nesciunt.,0.19,2025-07-29 19:52:08.798653
2771,35962,65,2025-03-21 14:22:55.447368,Movido,-23.48539805178667,-46.63004225777524,Enim incidunt debitis aut. Incidunt esse dolorum voluptatibus dignissimos quibusdam. Quidem a quas vitae dolorum laudantium impedit ipsa. Itaque corrupti deleniti id.,0.46,2025-07-29 19:52:08.798653
2772,46951,14,2025-01-24 02:35:44.729638,Perdido,-23.404771547222584,-46.59027520807805,Perspiciatis iste unde enim. Rerum ipsum aliquam. Ullam quo eos cum.,0.66,2025-07-29 19:52:08.798653
2773,36225,43,2024-09-29 23:45:40.376868,Perdido,-23.599948836597964,-46.721492136419386,Expedita quisquam laudantium facilis dolor dolores ut. Tempora officia voluptatem impedit eos provident.,0.4,2025-07-29 19:52:08.798653
2774,37454,471,2024-09-19 22:09:08.497307,Perdido,-23.50415928600691,-46.66975197382057,Praesentium iure beatae dolor. Praesentium neque architecto quia autem quas eaque quos. Mollitia reprehenderit nam est autem aspernatur nobis distinctio. Sed cumque neque fugit eius at tempore.,0.63,2025-07-29 19:52:08.798653
2775,52736,405,2024-01-28 14:15:34.221310,Movido,-23.67912480765613,-46.58024510489531,Reprehenderit temporibus voluptatem sint doloribus impedit. Incidunt facilis eos fugit debitis dolorem voluptas dolore. Amet deserunt molestias a.,0.27,2025-07-29 19:52:08.798653
2776,58222,368,2024-05-18 09:16:24.725284,Perdido,-23.554638480653505,-46.75221927624346,"Enim eligendi necessitatibus. Quaerat quo ipsum dicta amet doloremque.
Sapiente sequi repellat repudiandae enim expedita. Nihil doloremque adipisci sint nesciunt.",0.48,2025-07-29 19:52:08.798653
2777,15601,470,2023-12-14 17:39:14.648223,Movido,-23.508756905068708,-46.74233388742189,"Aliquam ea dolorum minima recusandae at. Impedit ullam explicabo nemo culpa.
Dolor est esse quisquam.
Quidem consequatur iusto et harum eius.",0.33,2025-07-29 19:52:08.798653
