LocalID,NomeLocal,TipoLocal,Endereco,Latitude,Longitude,Descricao,DataCriacao
243,da Rosa,Casa,"Aeroporto Bella Carvalho, 675
Vila Havaí
00082-469 Silveira de Minas / AC",-23.672046086448727,-46.62756524577847,Reiciendis consectetur labore minus eum. Aliquam earum odit ipsum. Itaque reiciendis voluptates rerum dolorem.,2025-07-29 19:51:54.642002
244,da Rosa Farias Ltda.,Bar,"Praça Nogueira, 13
Estoril
34196-244 das Neves / MG",-23.471979062793615,-46.721359056851654,"Nemo repellat facere porro voluptatem accusantium. Impedit voluptatibus esse eum impedit aliquid dolorum.
Quo suscipit velit optio. Neque autem iusto aperiam quis.",2025-07-29 19:51:54.642002
245,Silva,Restaurante,"Praia da Paz, 94
Venda Nova
23959293 Moraes de da Costa / RO",-23.53754043923916,-46.76340015470295,A sapiente velit quidem eveniet possimus. Excepturi fugiat et eos provident. Maiores nemo recusandae doloribus ex alias labore.,2025-07-29 19:51:54.642002
246,Macedo - ME,Outro,"Distrito Ana Sophia Rodrigues, 92
Sport Club
13736698 Sousa Alegre / BA",-23.601996354704085,-46.55192879847138,"Rerum distinctio distinctio esse. Explicabo minus sunt.
Sapiente pariatur ab. Quo voluptatibus quos non ad officia ullam. Animi soluta distinctio delectus beatae culpa quia.",2025-07-29 19:51:54.642002
247,Farias,Bar,"Rodovia de das Neves, 9
Heliopolis
21768745 Freitas / RJ",-23.53318511096079,-46.536142672607475,"Vero vel nulla quia dolores impedit necessitatibus. Quo itaque quia nisi. In exercitationem laudantium quisquam.
Laborum a voluptatem facilis. Nisi esse qui laborum veritatis.",2025-07-29 19:51:54.642002
248,Pacheco S/A,Restaurante,"Viela Isabela Borges, 90
Cabana Do Pai Tomás
80697-159 Gonçalves / RN",-23.573031255797094,-46.602458446189885,"Debitis culpa dignissimos eum enim numquam debitis. Debitis quasi adipisci unde.
Fugiat culpa delectus eligendi adipisci minima. Porro animi ad sunt vero minima ducimus.",2025-07-29 19:51:54.642002
249,Costela,Restaurante,"Jardim Abreu, 555
Vila Boa Vista
36860-366 Lopes / PB",-23.52471937077771,-46.710418465689685,Impedit maiores voluptatem deleniti impedit hic illo facilis. Incidunt eos dolorum. Magni sit quisquam rerum id ipsa nisi.,2025-07-29 19:51:54.642002
250,Pires,Outro,"Loteamento Cauã Pereira, 4
Mala E Cuia
52375865 Sousa / RO",-23.531488785690506,-46.72410114374335,Quod nihil aspernatur molestias reiciendis. Tempore magnam non accusamus. Inventore quaerat sapiente alias a dicta.,2025-07-29 19:51:54.642002
251,Brito,Outro,"Sítio Yago Silva, 21
Unidas
96895105 da Rocha / SE",-23.564475142424016,-46.62577098382816,Saepe molestias pariatur saepe. Distinctio dolorum vel aliquid quaerat. Rerum voluptate doloremque suscipit alias suscipit minima.,2025-07-29 19:51:54.642002
252,Garcia,Trabalho,"Lagoa Sophia Duarte, 53
Xodo-Marize
11974333 Borges da Praia / RO",-23.565428099521508,-46.73664461508936,"Quasi veniam amet voluptate velit. Aut quidem excepturi ullam esse.
Facilis dolore quisquam voluptas vitae.
Quia corrupti libero tempora dolorum. Quisquam itaque rem officiis impedit aut labore.",2025-07-29 19:51:54.642002
253,da Mota Costela - ME,Outro,"Chácara de das Neves
Nossa Senhora De Fátima
32318400 da Rosa / DF",-23.411632288266947,-46.5787281255937,Vel similique voluptatibus aliquid nemo in porro dolores. Ipsum cum consequuntur quasi quas possimus. Beatae nostrum incidunt molestiae hic voluptatem iure.,2025-07-29 19:51:54.642002
254,Dias - EI,Outro,"Quadra Albuquerque, 55
Vila Madre Gertrudes 4ª Seção
93209398 da Rocha / RJ",-23.67791368592724,-46.66100177064885,"Numquam dicta nemo esse corrupti. Assumenda neque autem quos perspiciatis perferendis eligendi. Saepe porro at iusto.
Impedit id nemo nisi eaque. Nemo quibusdam repudiandae natus quis ab.",2025-07-29 19:51:54.642002
255,Teixeira,Bar,"Travessa de Ribeiro
Vila Ecológica
63915-118 Nascimento Alegre / PE",-23.518236381776447,-46.64707711935599,"Ducimus iste iure architecto delectus animi. Ex saepe veniam fugit corrupti facere delectus. Natus officiis quos odit aliquam.
Deleniti minima asperiores quo dolore. Commodi maiores fugit.",2025-07-29 19:51:54.642002
256,da Mata,Casa,"Distrito de Almeida, 88
Santa Efigênia
26378311 da Costa / MS",-23.631622804429764,-46.69546492793554,Distinctio aliquid praesentium assumenda. Magni deserunt tenetur earum iste.,2025-07-29 19:51:54.642002
257,Mendonça - EI,Trabalho,"Distrito Carvalho
Minas Caixa
10456432 Pastor / AM",-23.432586378345658,-46.78882709776311,Aspernatur harum perferendis cumque ratione. Delectus reprehenderit assumenda consequuntur debitis dolorem. Ratione qui odio corrupti sint alias distinctio.,2025-07-29 19:51:54.642002
258,Alves,Restaurante,"Quadra Cavalcante, 2
Aparecida 7ª Seção
91904-776 Mendonça de Melo / RO",-23.66800720022116,-46.555851947128126,"Minima quae quo officiis aperiam. Reiciendis quidem quis quidem.
Odit commodi at iste sed facere. Qui maiores voluptatem minus recusandae doloribus.",2025-07-29 19:51:54.642002
259,Carvalho - EI,Trabalho,"Lago Correia, 43
Nova Suíça
06449981 Macedo / AL",-23.660563181810538,-46.63369659207655,Hic molestias quidem excepturi corrupti perferendis reiciendis. Mollitia veritatis animi cupiditate sed quae repudiandae.,2025-07-29 19:51:54.642002
260,Brito - ME,Bar,"Trecho Martins, 26
Santa Sofia
85911-833 Vasconcelos / BA",-23.61266869706804,-46.543360485898575,"Reiciendis eos veritatis eum aliquid.
Fugit necessitatibus alias culpa assumenda.
Ad explicabo repellat aut fugit sapiente mollitia. Voluptatem sed corrupti.",2025-07-29 19:51:54.642002
261,Caldeira,Casa,"Trecho Pedro Lucas Costa, 30
Comiteco
00316-278 Nascimento / AM",-23.44398822595744,-46.62281443219428,Esse occaecati mollitia deleniti nihil. Aut necessitatibus exercitationem itaque vero optio. Provident velit architecto nobis velit.,2025-07-29 19:51:54.642002
262,Barbosa,Casa,"Lagoa de Sá
Monte São José
89479681 Correia da Prata / RS",-23.659027523173798,-46.73480174652908,Fuga at deleniti vel. Mollitia illum atque hic ducimus dignissimos atque. Aliquid est dolore nesciunt quod fugiat error nostrum.,2025-07-29 19:51:54.642002
263,Guerra,Restaurante,"Avenida Oliver Câmara, 197
Califórnia
42369-943 Fonseca / SE",-23.622089884049185,-46.77070237707237,"Corporis doloremque dolor esse voluptatum quis. Dolor incidunt minus assumenda molestias.
Sit quo impedit recusandae officia soluta sapiente.",2025-07-29 19:51:54.642002
264,Cavalcanti S.A.,Outro,"Passarela Lorenzo das Neves, 35
Alto Barroca
12203-716 Rios de Rodrigues / TO",-23.660334391307778,-46.567115282461266,Adipisci iusto eos. Maiores incidunt perferendis voluptatem ducimus. Quos sit soluta ipsa eligendi.,2025-07-29 19:51:54.642002
265,Peixoto,Trabalho,"Loteamento Novaes, 92
Apolonia
56354574 da Paz / MS",-23.55008575079369,-46.77376256303533,Ad ipsum esse illo vel. Facilis necessitatibus esse optio quo asperiores error dignissimos. Nulla architecto nemo voluptate. Porro voluptatum quod deleniti ullam dolorum optio.,2025-07-29 19:51:54.642002
266,Peixoto,Trabalho,"Residencial Raquel Fonseca, 513
Ribeiro De Abreu
56790831 da Costa / RJ",-23.665160697772418,-46.708509396261064,"Voluptates cum nemo sapiente laborum at impedit. Accusantium omnis dolorem.
Totam labore maiores mollitia quod rerum consequuntur. Tempora libero eligendi placeat quae.",2025-07-29 19:51:54.642002
267,Nogueira,Casa,"Parque Valentina da Conceição, 507
Califórnia
84637583 Vargas dos Dourados / TO",-23.584337648600453,-46.52137830050005,Explicabo veritatis rem ipsam magni. Soluta eligendi rem eos possimus. Dolor voluptatibus animi aliquam commodi magnam veritatis.,2025-07-29 19:51:54.642002
268,Gonçalves Guerra e Filhos,Trabalho,"Conjunto Lunna Ferreira, 50
Casa Branca
70021616 Sá / CE",-23.51130663974063,-46.640560033658055,Incidunt architecto maiores quam ipsa. Quam in asperiores sapiente nisi perferendis consequuntur. Aut aliquam totam dolore nemo.,2025-07-29 19:51:54.642002
269,Garcia,Bar,"Jardim de Lima, 6
Granja Werneck
31892081 Cirino de Minas / ES",-23.409290855377638,-46.560361460370686,Officia facere occaecati est tempora dolorem. Necessitatibus unde doloremque cum dignissimos. Ratione nesciunt suscipit non aliquam. Vitae autem aperiam omnis sunt veniam.,2025-07-29 19:51:54.642002
270,Silva,Bar,"Jardim Heloisa Melo
Zilah Sposito
53013433 Melo / PA",-23.542840381930173,-46.6671644298958,Molestias exercitationem sapiente sequi nulla fugiat. Sunt debitis illum officiis repellendus ipsa.,2025-07-29 19:51:54.642002
271,Andrade Albuquerque - ME,Restaurante,"Campo Luna Pacheco, 68
Itaipu
86087-178 Brito / CE",-23.42390928933748,-46.6718049154415,"Ea pariatur debitis pariatur ipsa. Facilis aperiam laboriosam dignissimos dicta amet.
Consequuntur necessitatibus laudantium reiciendis ducimus sint occaecati. Minus omnis exercitationem unde error.",2025-07-29 19:51:54.642002
272,Silva Moura e Filhos,Casa,"Lagoa Leandro Garcia
Itaipu
28633401 Costa de Correia / RO",-23.65798746552898,-46.672734372358725,Ex consequatur incidunt illum illo tenetur voluptatem. Corporis itaque occaecati doloremque sint blanditiis. Distinctio tempora ad impedit veritatis officiis veniam distinctio.,2025-07-29 19:51:54.642002
273,Cirino,Restaurante,"Trecho Santos, 5
Fazendinha
57644-274 Borges do Oeste / MS",-23.5701731577035,-46.787735108668876,"Autem magni veniam delectus officia ea. Veritatis enim aperiam praesentium veritatis.
Magni velit fugit molestias. Magnam eaque autem tenetur. Reprehenderit earum voluptatem molestiae odit.",2025-07-29 19:51:54.642002
274,da Costa,Outro,"Distrito Câmara, 19
Mantiqueira
28867-950 Melo / GO",-23.53779580277396,-46.539721499509255,Officiis ut repellendus numquam. Voluptate debitis hic suscipit ipsa voluptates.,2025-07-29 19:51:54.642002
275,da Cunha,Restaurante,"Condomínio Gonçalves, 206
Vila Independencia 2ª Seção
84263447 Martins / MG",-23.485915005237743,-46.64126602652492,"Eligendi nisi reprehenderit esse. Accusantium voluptatem deleniti delectus eum nemo dolore.
Quidem quisquam numquam vero harum. Laborum dignissimos similique modi expedita.",2025-07-29 19:51:54.642002
276,Mendes,Outro,"Favela de Cavalcante
São Luiz
00385611 Brito do Galho / SE",-23.492337827255078,-46.56276592480626,Maiores vero placeat totam. Explicabo iusto eaque nisi temporibus veniam atque. Atque numquam doloremque hic. Beatae at odit voluptatum amet sed.,2025-07-29 19:51:54.642002
277,Carvalho Ltda.,Casa,"Vila de Rios, 46
Dom Silverio
46664678 Nascimento / ES",-23.637221460130146,-46.6476667334612,"Nemo cumque deserunt. Vitae odit debitis quos velit.
Quaerat debitis atque quam nam consequuntur. Maiores hic consectetur fugiat molestiae quaerat. Quam occaecati tempora omnis dolorem harum numquam.",2025-07-29 19:51:54.642002
278,Vargas,Outro,"Condomínio de da Luz, 38
Itapoa
64456849 da Cruz / MG",-23.63598146935281,-46.79555976106522,"Fugit illo rem beatae rerum. Quidem quo reiciendis quisquam eius eligendi sint.
Cum error dolorem autem. Rerum eum perspiciatis aliquam explicabo minus expedita.",2025-07-29 19:51:54.642002
279,Sales Barbosa - EI,Bar,"Aeroporto de Farias, 435
Boa Viagem
06286-822 Teixeira da Serra / RS",-23.50825012044273,-46.70226897605326,"Commodi quibusdam veritatis enim ut nesciunt iste facilis.
Voluptatum at a a. Nesciunt nam deleniti doloremque. Asperiores aut fugiat omnis quis laudantium unde autem.",2025-07-29 19:51:54.642002
280,Machado,Trabalho,"Trevo de Pires, 91
Apolonia
88165-893 das Neves / RR",-23.677678094206044,-46.79695938335103,Error ab veritatis amet corrupti. Aut cumque ea. Maxime totam praesentium aspernatur soluta unde hic sequi.,2025-07-29 19:51:54.642002
281,Costa,Restaurante,"Vale Castro, 5
Leonina
91541-553 Novaes do Oeste / SP",-23.69401485199584,-46.6226549108839,Veritatis cumque rerum rem incidunt consectetur. Eligendi officia ratione dignissimos voluptatem. Illum labore impedit omnis iste.,2025-07-29 19:51:54.642002
282,Ramos - EI,Outro,"Vereda de Sampaio, 948
Marmiteiros
32752-819 Leão / ES",-23.61610824841241,-46.68024920471209,"Itaque adipisci minus perspiciatis iste. Ut culpa fuga adipisci ipsam.
Architecto iusto porro mollitia explicabo perspiciatis. Facere iure minima impedit illo iure.",2025-07-29 19:51:54.642002
283,Cavalcanti,Restaurante,"Distrito de Pires, 65
Barro Preto
52947520 Fernandes Alegre / SC",-23.485699079711242,-46.77540563367597,"Assumenda laboriosam dolore commodi sed. Laboriosam ad eius saepe. Amet odio pariatur perferendis eaque.
Fugit rerum eligendi voluptas. Modi aliquid expedita temporibus.",2025-07-29 19:51:54.642002
284,Carvalho,Bar,"Praia Pietra Pires, 269
Lajedo
85929-984 Montenegro de Sousa / SC",-23.429679165572807,-46.61847998928479,"Id inventore aperiam in nobis maiores culpa. Quae sit vero tempora. Doloremque commodi fugit rem ipsam cum.
Similique odit natus vitae hic neque ab. Unde esse corrupti nisi quis a perferendis.",2025-07-29 19:51:54.642002
285,Gonçalves,Outro,"Distrito Brito, 78
Vila Santa Monica 1ª Seção
85151478 Ramos do Amparo / PA",-23.58065000055579,-46.68728353599026,Ex voluptatum voluptates. Cumque pariatur et temporibus. Nihil facilis adipisci consequuntur.,2025-07-29 19:51:54.642002
286,Camargo S.A.,Bar,"Pátio Ramos, 3
Dona Clara
05428427 Monteiro do Campo / RN",-23.505420808171138,-46.75856945226452,"Maiores veniam nihil iste repellendus veniam esse. Accusantium dolor velit ipsam. Nihil nam illum.
Sapiente sit rem qui tenetur. Natus praesentium sequi aperiam dicta eius nobis.",2025-07-29 19:51:54.642002
287,Martins - ME,Casa,"Sítio de Teixeira, 850
Olhos D'água
39237177 Rodrigues / PR",-23.421359351832475,-46.55082162538041,Unde ipsa magni rerum recusandae. Voluptatum fugit nostrum voluptas sapiente. Vel non deserunt eaque sequi incidunt.,2025-07-29 19:51:54.642002
288,Cavalcanti,Restaurante,"Avenida de Fogaça, 3
Maria Virgínia
50794638 da Mata / BA",-23.63258715035216,-46.75762224859327,"Eos eaque esse incidunt. Porro nostrum dicta dolores eligendi quos.
Animi ex doloribus odit facilis nihil fuga. Quas minima cupiditate error. Odio facere error laborum et dolorum repellendus.",2025-07-29 19:51:54.642002
289,Gomes S/A,Restaurante,"Recanto de Sá, 83
Vila Copacabana
06535-255 Borges / AP",-23.562020887273064,-46.533761017431246,Natus reprehenderit aliquam blanditiis delectus eaque. Laboriosam necessitatibus ab magni ea dolor vero iusto. Dicta necessitatibus molestiae. Quo placeat cupiditate voluptatum quis.,2025-07-29 19:51:54.642002
290,Carvalho,Outro,"Alameda Melissa Martins, 653
Anchieta
75080611 Ferreira de Minas / RJ",-23.668744996082694,-46.55095705222617,Iste placeat iste repudiandae. Iusto quas quas quidem velit optio atque dolorum. Eius qui quidem iusto repellendus sapiente.,2025-07-29 19:51:54.642002
291,Ribeiro,Trabalho,"Rua Moura, 8
Engenho Nogueira
78710-265 Oliveira de Goiás / RR",-23.669554951296693,-46.707062428128054,Amet illum esse tempore ratione rerum iste. Accusamus voluptates asperiores voluptate sed exercitationem cumque.,2025-07-29 19:51:54.642002
292,Azevedo,Bar,"Rodovia de Souza, 609
Dom Bosco
47578-600 Sampaio / PR",-23.494358463723206,-46.76907950296906,"Quia qui sit aut iste adipisci. Placeat magni ipsam itaque ullam ipsam.
At ipsum eius adipisci maxime. Nemo sed corrupti sunt et numquam. Modi iure voluptatem voluptatem.",2025-07-29 19:51:54.642002
293,Cassiano Macedo - EI,Trabalho,"Recanto Mateus Dias, 8
João Paulo Ii
93607618 Viana / PE",-23.460562784718686,-46.766928846952666,"Numquam quis facilis maxime aliquam eius quam.
Excepturi facilis enim laudantium. Esse rem voluptatibus autem aut neque.",2025-07-29 19:51:54.642002
294,Lopes,Outro,"Estrada Nunes
Vila Jardim Leblon
66183-382 Andrade das Pedras / RS",-23.635115233765003,-46.611288489172615,"Earum eius distinctio soluta qui. Officia quae delectus dolor rem ab. Molestiae distinctio cum.
Rerum voluptates ducimus dignissimos.",2025-07-29 19:51:54.642002
295,Fonseca,Trabalho,"Conjunto de Câmara, 78
Miramar
28967519 Teixeira do Galho / RO",-23.691433842546466,-46.512335722910485,Minus nostrum quo vitae voluptatum vero. Incidunt animi at. Numquam dolorum esse nihil officia quisquam.,2025-07-29 19:51:54.642002
296,Cassiano,Trabalho,"Parque de Fonseca, 2
Vila Nova Cachoeirinha 3ª Seção
02919-765 Cassiano de Castro / PE",-23.419005553106345,-46.67591111703264,Provident natus aliquam repellat non. Quasi itaque iste nesciunt neque.,2025-07-29 19:51:54.642002
297,Cirino S.A.,Outro,"Passarela de Ribeiro, 3
Alpes
83746833 Costela / PE",-23.566052508114268,-46.668797406733546,Sit vero adipisci numquam numquam officia. Voluptates vero dolore iure magnam.,2025-07-29 19:51:54.642002
298,Viana Castro e Filhos,Bar,"Fazenda Letícia Machado, 22
Lagoinha Leblon
40275710 Pacheco / AP",-23.674204866406534,-46.588692024304024,Odio asperiores eos esse. Praesentium ut sequi at accusamus consequatur.,2025-07-29 19:51:54.642002
299,Câmara,Trabalho,"Via Andrade, 68
Calafate
43689749 da Paz / BA",-23.617617687701756,-46.62507940771685,Totam atque recusandae aliquid exercitationem optio soluta. Aut necessitatibus aut fugiat voluptate voluptatem exercitationem. Praesentium eaque soluta provident praesentium.,2025-07-29 19:51:54.642002
300,Freitas - ME,Bar,"Recanto Pimenta, 35
Novo Tupi
51095-124 Montenegro / PE",-23.417573502341686,-46.60025120010115,Sunt tenetur eum saepe tempore nisi sunt officia. Blanditiis sapiente iusto doloribus. Laborum omnis ab veritatis earum fugiat.,2025-07-29 19:51:54.642002
301,Porto,Trabalho,"Condomínio Vitor Ramos, 41
Independência
27406955 Costa do Norte / PA",-23.400792060794974,-46.52115356902521,Iusto perspiciatis hic eligendi. Odio impedit rerum tempore nisi doloremque nulla. Aliquid temporibus totam eaque temporibus quae officiis.,2025-07-29 19:51:54.642002
302,Fonseca,Outro,"Distrito de Cirino, 4
Jardim América
05800-659 das Neves / RR",-23.595296143333414,-46.64091507382091,"Nesciunt animi facere hic doloremque. Eius perspiciatis officiis blanditiis. Aut fugit sequi magni.
Eum nisi veniam nemo. A officiis blanditiis.",2025-07-29 19:51:54.642002
303,Montenegro S.A.,Casa,"Conjunto João Guilherme Pereira, 97
Nossa Senhora Da Aparecida
72540788 Macedo de Moura / PI",-23.437770072957196,-46.63511015564547,"Tenetur neque et. Molestias quam fugit distinctio esse laboriosam tempora. Ipsam quaerat provident fugit magni.
Quidem ratione tenetur natus animi. Omnis nostrum cumque.",2025-07-29 19:51:54.642002
304,Barros,Casa,"Sítio Vitor da Paz
São Jorge 3ª Seção
01237-529 Rocha / AC",-23.548276799700403,-46.65694488551833,Odit vel molestias eius debitis animi necessitatibus accusantium. Mollitia id modi repellat illo quas inventore. Illo tempora similique placeat excepturi vero.,2025-07-29 19:51:54.642002
305,Azevedo,Outro,"Setor de Brito, 1
Penha
85743-890 Sousa de Leão / PI",-23.472412561393792,-46.555310128838656,"Incidunt nemo vitae commodi in laudantium. Minus possimus nihil molestiae laborum.
Aliquid illo iure dignissimos nostrum ullam nulla. Velit dolore tenetur accusamus quaerat magni quidem.",2025-07-29 19:51:54.642002
306,Macedo Lopes e Filhos,Outro,"Núcleo Nina Moreira
Gutierrez
22346032 Cunha de Cirino / RO",-23.5108189427631,-46.63651985944727,"Aliquam ipsa dignissimos. Dolor perferendis officiis error. Aliquid hic reiciendis.
Labore distinctio aperiam. Libero tempora quos quidem.",2025-07-29 19:51:54.642002
307,Alves,Restaurante,"Avenida de Ramos
Vila São Geraldo
01128-536 Sampaio de Melo / RR",-23.49990665154849,-46.50300428099739,"Dignissimos dolorem quam eum modi. Culpa dolore architecto eius. Dolor doloribus magni dolorum quia neque.
Numquam iusto ratione praesentium. Dicta quis necessitatibus. Et voluptatibus ea eum.",2025-07-29 19:51:54.642002
308,Rocha S.A.,Casa,"Viaduto da Luz, 667
Mangabeiras
20434439 Cavalcante / PR",-23.455433794511404,-46.6787734558287,"Voluptate quibusdam officia optio qui fugiat nihil. Modi sunt odio alias.
Voluptatem repellat molestiae dignissimos ducimus rem expedita dolor. Occaecati quos explicabo quidem.",2025-07-29 19:51:54.642002
309,Silveira,Casa,"Pátio Cavalcanti, 1
Maria Virgínia
15803-983 Vieira / RN",-23.582140084547454,-46.59813569476536,Dolore beatae incidunt ipsum quasi praesentium neque. Ullam amet maxime excepturi delectus quibusdam iusto nemo.,2025-07-29 19:51:54.642002
310,Nunes,Casa,"Feira de Casa Grande, 874
Conjunto Floramar
34063957 da Rocha das Flores / GO",-23.476614975759407,-46.743883671768195,Cupiditate iusto omnis illo. In consequuntur aspernatur iste dolorum.,2025-07-29 19:51:54.642002
311,Sousa,Restaurante,"Pátio de Sampaio, 23
São Jorge 2ª Seção
12626748 Pinto de Cassiano / PR",-23.401535311544514,-46.73278170339769,Cumque qui a doloremque nemo. Fuga voluptates laudantium accusamus exercitationem illo quidem. Optio eaque repellat voluptatum iste minima dolorum.,2025-07-29 19:51:54.642002
312,Guerra,Casa,"Fazenda Luiza Cassiano, 24
Nova Gameleira
72490-653 Ramos / PI",-23.683680683279693,-46.582849444869254,Distinctio necessitatibus expedita doloribus. Repellendus mollitia pariatur tempora nam voluptate modi. Incidunt pariatur ut eligendi non temporibus optio.,2025-07-29 19:51:54.642002
313,Aparecida Cassiano S.A.,Restaurante,"Área de Araújo, 45
Esperança
62952-115 Costa das Flores / PI",-23.50819447036011,-46.712413354467955,"Laborum nesciunt sed hic necessitatibus quam aut. Quas impedit accusamus voluptates blanditiis ipsum sed.
Provident expedita consectetur voluptates alias exercitationem. Quod magni laboriosam aut.",2025-07-29 19:51:54.642002
314,Moura,Casa,"Passarela Maria Laura Silveira, 57
Santa Cruz
77984-941 Sá / RJ",-23.534756658244866,-46.79909000445264,Omnis aut hic dolore eos quibusdam. Provident accusamus quisquam omnis maxime. Quibusdam repudiandae ad quidem nulla.,2025-07-29 19:51:54.642002
315,da Luz Moreira Ltda.,Trabalho,"Setor Benjamim Ribeiro, 80
Vila Paquetá
14095-014 Campos do Sul / PI",-23.560095320465372,-46.52710262727193,Eos ea modi inventore laudantium. Possimus quisquam perferendis totam nam provident. Unde ullam atque officia illo eos placeat.,2025-07-29 19:51:54.642002
316,Vasconcelos - ME,Restaurante,"Chácara Jesus, 5
Boa Esperança
38908-481 Garcia Grande / MT",-23.53125881791215,-46.534083628522346,Perspiciatis veritatis sed itaque omnis. Architecto similique explicabo natus cum doloribus. Praesentium ipsa autem facere reprehenderit sint distinctio quibusdam. Quasi modi praesentium sit.,2025-07-29 19:51:54.642002
317,Azevedo,Bar,"Alameda de Pereira, 63
Santa Rosa
20395955 Oliveira / RJ",-23.67180284072048,-46.6140770234574,Quam nesciunt accusantium nostrum laudantium incidunt molestiae quasi. Amet omnis ab facilis eligendi exercitationem. Laudantium inventore neque eum.,2025-07-29 19:51:54.642002
318,Mendonça,Outro,"Praia Breno Borges, 17
Boa Esperança
59444566 Vasconcelos / TO",-23.61725715203624,-46.521896918817774,Eos expedita dolores quaerat facere similique assumenda. Illum rem eligendi qui. In voluptas dignissimos ex eum voluptatum vel maiores.,2025-07-29 19:51:54.642002
319,da Paz,Outro,"Trecho de da Costa, 481
Vila Ipiranga
04380713 Garcia de Montenegro / SC",-23.60402263612853,-46.658463454510525,Blanditiis possimus ad iste rerum laborum animi. Aliquid culpa delectus et soluta praesentium. Quae dolor placeat.,2025-07-29 19:51:54.642002
320,Moreira,Casa,"Loteamento de Souza, 77
Mineirão
27679-763 Dias dos Dourados / MG",-23.650574828555786,-46.67390276981385,Excepturi voluptas beatae eveniet autem doloribus. Rerum facere pariatur dolores deleniti ad. Optio est iste odit.,2025-07-29 19:51:54.642002
321,Gonçalves Alves - ME,Trabalho,"Estrada Bella Fernandes, 700
Conjunto Minas Caixa
98444166 Moraes de Goiás / AM",-23.65532958127352,-46.72488522215593,Ex ullam doloribus. Aut error consequuntur esse ad alias. Explicabo incidunt dolorem harum beatae.,2025-07-29 19:51:54.642002
322,Marques - EI,Restaurante,"Vale Rocha, 40
Álvaro Camargos
06025890 Porto de Moreira / PE",-23.40207440823151,-46.52833140354203,Iusto error consectetur repudiandae alias veniam at. Nam numquam fuga facilis assumenda suscipit. Deserunt odio quo ad consequatur.,2025-07-29 19:51:54.642002
323,Pastor Câmara e Filhos,Casa,"Lago de Fonseca, 21
Conjunto São Francisco De Assis
49077-475 da Rocha / PB",-23.48969411410374,-46.689651939261694,Cum quasi unde molestias perferendis. A cupiditate quo ullam possimus ad reprehenderit impedit. Molestias voluptates dolorum eveniet repellendus unde in. Mollitia ratione et saepe assumenda.,2025-07-29 19:51:54.642002
324,Castro,Trabalho,"Vale de Lopes, 6
Vila Ouro Minas
18767-647 Jesus / RO",-23.480845646297876,-46.573870258031306,Ipsam at placeat. Exercitationem recusandae nulla quisquam. Accusantium tempore rem.,2025-07-29 19:51:54.642002
325,Costa,Outro,"Distrito Borges, 14
Lorena
20441422 Gonçalves / MA",-23.428021713621234,-46.59081092098966,"Nemo reprehenderit mollitia eligendi a hic. Sit quos nostrum molestias et.
Aliquid repellendus nemo maxime molestias. Distinctio magnam officia iusto.
Repellat in deleniti saepe aliquam itaque.",2025-07-29 19:51:54.642002
326,Gomes Teixeira - ME,Casa,"Pátio Silva, 11
Santana Do Cafezal
91215-613 Santos de Moura / BA",-23.465537181654366,-46.612019272959024,"Accusamus id optio provident maxime. Atque sint quod perferendis quam eligendi quisquam.
Totam cum pariatur cumque pariatur enim. At alias tenetur provident architecto aut harum.",2025-07-29 19:51:54.642002
327,Leão,Trabalho,"Aeroporto Sampaio, 82
Vila Nova Gameleira 3ª Seção
30512-578 Leão / PI",-23.531029981576893,-46.600027800115875,"Reiciendis nesciunt exercitationem recusandae. Nobis aspernatur consectetur rem perspiciatis. A reprehenderit saepe minus fugit iure.
Velit odit earum accusantium.",2025-07-29 19:51:54.642002
328,Silveira,Casa,"Praça de Fonseca, 391
Vila Cloris
35357-753 Lima de Duarte / AM",-23.58999426203825,-46.79847524722417,Excepturi corporis numquam culpa sapiente minima provident. Cum illum pariatur atque aperiam. Corrupti et ipsa quidem nobis.,2025-07-29 19:51:54.642002
329,Silva,Trabalho,"Colônia Siqueira, 43
Dom Joaquim
17080220 Aparecida / AC",-23.565771156850815,-46.56169714522897,Reprehenderit consequatur nostrum eligendi. Omnis quos nesciunt dolorum maiores totam dolorum quas.,2025-07-29 19:51:54.642002
330,Farias,Restaurante,"Ladeira Anthony Fogaça, 4
Vila São Geraldo
62589-307 Vieira / SP",-23.60757073731899,-46.596359346127066,Repellendus aperiam provident eius beatae quis nihil. Nihil in quasi. Dolores ut iste provident corporis aut unde sapiente.,2025-07-29 19:51:54.642002
331,Gonçalves,Casa,"Distrito Pastor, 4
Maria Tereza
61003-387 da Rosa das Pedras / PA",-23.507936628974996,-46.54916190311894,"Id beatae est accusantium debitis minus. Veritatis mollitia culpa cumque nam fuga.
Itaque quisquam modi illo. Doloremque ducimus cum in.",2025-07-29 19:51:54.642002
332,Martins,Trabalho,"Fazenda Teixeira, 71
Etelvina Carneiro
93163-850 Correia de Casa Grande / RJ",-23.68841869631384,-46.624389611739595,Sequi magni possimus laudantium repudiandae eaque. Nemo nobis voluptatibus reprehenderit esse veritatis at.,2025-07-29 19:51:54.642002
333,Cavalcante,Casa,"Recanto Garcia
Chácara Leonina
59154-887 da Rocha das Pedras / DF",-23.49681509395252,-46.667046617876565,Iste corporis cum. Veritatis pariatur facere ex quam officiis. Animi dolorem laborum fuga ex sunt dolore.,2025-07-29 19:51:54.642002
