ManutencaoID,IsqueiroUsuarioID,TipoManutencao,DataManutencao,Custo,EstabelecimentoID,Observacoes,DataCriacao
400,11100,Recarga,2023-11-26 21:30:43.227712,15.79,894,Quis accusamus quia nobis. Inventore itaque optio dolor facere ut excepturi quas.,2025-07-29 19:52:10.326811
401,58410,Recarga,2023-08-31 08:03:04.284209,11.96,875,Inventore soluta eius dolorem animi. Dolore labore sunt cumque.,2025-07-29 19:52:10.326811
402,16760,Limpeza,2025-04-02 21:24:30.356244,10.59,125,Accusamus amet expedita doloribus pariatur debitis. Fugit adipisci nihil ipsa.,2025-07-29 19:52:10.326811
403,8549,Reparo,2023-08-04 07:22:20.628381,3.07,90,Quod fuga modi eius suscipit. Corrupti quas fugiat esse esse rem illum.,2025-07-29 19:52:10.326811
404,51103,Recarga,2024-07-05 17:08:45.508554,10.0,585,Ipsum quibusdam nisi corporis atque ea provident commodi. Accusamus fugit animi.,2025-07-29 19:52:10.326811
405,21503,Recarga,2024-12-06 10:02:10.429001,18.32,454,Facilis eveniet sit et necessitatibus sit reiciendis laborum. Et vero illum culpa quidem vero.,2025-07-29 19:52:10.326811
406,13512,Recarga,2025-06-11 03:38:06.348264,12.02,892,Dicta natus a deserunt ipsum molestias ut.,2025-07-29 19:52:10.326811
407,50630,Recarga,2024-12-26 03:47:45.578827,12.58,157,Quas distinctio iure quas officiis. Perspiciatis dolorem quas neque mollitia.,2025-07-29 19:52:10.326811
408,48168,Troca Pedra,2023-10-03 12:44:31.282933,12.75,207,Rem dolore eveniet sequi. Culpa quaerat quo maxime inventore dolorum officiis.,2025-07-29 19:52:10.326811
409,22849,Recarga,2024-04-10 02:01:23.569977,9.82,839,Sequi nostrum ea ad magnam iure. Quidem qui dolor ipsa eius libero. Incidunt dolor dolores eius.,2025-07-29 19:52:10.326811
410,8673,Recarga,2024-03-18 00:27:28.430502,9.46,218,"Velit rerum deserunt.
Sit sed dolore. Unde nisi fugiat asperiores itaque.",2025-07-29 19:52:10.326811
411,41300,Recarga,2025-03-22 05:45:05.891115,6.99,101,Quod at enim impedit fugiat porro. At ratione eum tenetur.,2025-07-29 19:52:10.326811
412,12487,Recarga,2023-12-08 17:45:30.457151,14.31,165,Veniam maxime harum quisquam tempore explicabo. Dolorum ut vel repellendus soluta.,2025-07-29 19:52:10.326811
413,44469,Recarga,2024-02-03 17:32:20.059975,13.51,656,Fuga neque assumenda quae voluptatibus quidem ea aut. Occaecati error animi odio totam unde.,2025-07-29 19:52:10.326811
414,25717,Recarga,2025-02-16 17:55:46.284666,10.31,488,Ratione possimus hic animi assumenda. Reprehenderit ratione ab sed assumenda quisquam.,2025-07-29 19:52:10.326811
415,7767,Limpeza,2024-03-24 22:33:56.818633,14.85,34,Perspiciatis recusandae sed non sit culpa. Autem corporis alias officiis.,2025-07-29 19:52:10.326811
416,35634,Recarga,2025-01-03 15:58:22.088940,10.66,632,Occaecati libero tempore ipsam at atque debitis dignissimos.,2025-07-29 19:52:10.326811
417,38221,Recarga,2023-09-01 22:47:12.626111,8.7,401,Nam minima provident. At veniam deserunt voluptatibus autem.,2025-07-29 19:52:10.326811
418,24633,Recarga,2023-11-22 21:17:15.212272,10.89,308,Repudiandae ex quod rerum tenetur sint. Atque explicabo necessitatibus fugit quia tenetur odio.,2025-07-29 19:52:10.326811
419,38410,Recarga,2024-07-28 23:48:32.221150,14.94,266,Quas perferendis odit magni fugit voluptatem. Dolorum voluptas quasi earum enim deleniti minus.,2025-07-29 19:52:10.326811
420,55699,Recarga,2024-09-20 06:56:50.894725,12.67,90,Quis blanditiis fugit placeat suscipit voluptatum. Labore ducimus architecto sapiente.,2025-07-29 19:52:10.326811
421,6236,Recarga,2025-07-01 02:36:42.326103,12.08,362,Quisquam corporis eum assumenda id esse neque. Atque assumenda explicabo esse enim.,2025-07-29 19:52:10.326811
422,34881,Limpeza,2023-11-25 14:57:06.584466,13.84,249,Quo ut dolore. Impedit aspernatur omnis praesentium aperiam. Nam eligendi quidem libero nisi magni.,2025-07-29 19:52:10.326811
423,25310,Recarga,2024-12-22 08:27:00.329347,5.96,264,Neque aspernatur quo. Harum voluptatem iste in aut voluptatum maxime.,2025-07-29 19:52:10.326811
424,32805,Recarga,2024-05-14 04:34:00.856932,12.99,511,Error placeat nemo magnam sint. Deserunt eaque corporis recusandae veritatis quidem.,2025-07-29 19:52:10.326811
425,30652,Recarga,2023-09-21 15:47:19.788467,6.37,35,Voluptate culpa omnis sapiente saepe magnam est. Quam ipsa veritatis quae illo.,2025-07-29 19:52:10.326811
426,21658,Limpeza,2025-03-11 07:38:38.216667,11.6,297,Nulla perspiciatis dolorem facilis. Necessitatibus repellat distinctio modi.,2025-07-29 19:52:10.326811
427,12327,Recarga,2024-08-03 21:37:43.109510,1.97,312,Iure perferendis labore dolor. Facere cumque laborum dicta nam.,2025-07-29 19:52:10.326811
428,10918,Recarga,2024-07-19 02:30:37.304243,16.64,902,Reprehenderit officia possimus iure hic mollitia. Aperiam sequi eum voluptatem.,2025-07-29 19:52:10.326811
429,48807,Recarga,2024-06-09 17:25:32.567842,10.26,827,Veniam beatae repellendus esse odit. Atque atque ratione aut natus. Nam ab necessitatibus sit.,2025-07-29 19:52:10.326811
430,30885,Recarga,2023-11-29 00:21:10.774989,6.6,587,Nam dolorem totam.,2025-07-29 19:52:10.326811
431,15440,Recarga,2025-05-15 03:21:52.320215,15.23,90,Delectus neque quia sapiente laborum. Facere rem accusamus voluptate iste qui.,2025-07-29 19:52:10.326811
432,9469,Recarga,2025-04-03 18:32:21.086401,7.17,90,Facilis iste consequatur eius.,2025-07-29 19:52:10.326811
433,31239,Recarga,2023-12-07 02:39:40.696461,7.34,180,Ipsam consectetur ullam. Quis quia reiciendis eligendi.,2025-07-29 19:52:10.326811
434,46701,Recarga,2023-11-14 23:40:09.266769,8.45,852,Ullam culpa aspernatur vel. Saepe at vel non aut ipsam possimus. Libero nostrum cumque.,2025-07-29 19:52:10.326811
435,19760,Recarga,2024-02-06 12:58:54.152215,6.35,341,Rem iure possimus. Rerum quia ratione eum non.,2025-07-29 19:52:10.326811
436,8014,Recarga,2023-08-05 03:50:18.642951,18.14,511,Totam voluptatem reprehenderit vitae illum. Placeat voluptas similique.,2025-07-29 19:52:10.326811
437,13408,Recarga,2024-08-13 00:13:30.957408,9.12,61,Accusamus asperiores maxime numquam. Mollitia nobis nisi optio nesciunt.,2025-07-29 19:52:10.326811
438,49774,Limpeza,2025-02-16 20:41:44.484999,9.56,910,Rem quidem odio. Autem commodi esse. Inventore doloribus ullam vitae.,2025-07-29 19:52:10.326811
439,33645,Recarga,2024-09-09 03:20:32.863780,9.76,155,Optio consequuntur autem earum consectetur ratione perspiciatis.,2025-07-29 19:52:10.326811
440,36237,Troca Pedra,2024-10-13 05:21:18.953371,7.41,409,Error nostrum dolorum ipsum explicabo. Suscipit excepturi at totam saepe expedita.,2025-07-29 19:52:10.326811
441,54782,Recarga,2024-07-18 09:19:30.957454,10.01,696,Ab ut optio. Perferendis saepe est culpa possimus non animi accusantium.,2025-07-29 19:52:10.326811
442,1757,Reparo,2023-08-31 14:17:25.637113,7.63,356,Ullam aspernatur eos dolorem itaque delectus alias. Quis delectus culpa et quibusdam dignissimos.,2025-07-29 19:52:10.326811
443,1004,Recarga,2025-05-22 02:38:43.384545,9.26,716,Repellat laudantium ab delectus. Maxime pariatur consectetur earum. Iure vel vel tenetur.,2025-07-29 19:52:10.326811
444,51899,Troca Pedra,2024-11-01 19:53:47.738823,5.39,308,Eos illum nisi illum libero architecto eius.,2025-07-29 19:52:10.326811
445,6940,Recarga,2023-11-22 08:22:19.909329,6.99,918,Repudiandae magnam magni eligendi quidem.,2025-07-29 19:52:10.326811
446,35506,Recarga,2024-09-18 18:26:55.693431,8.37,629,Dignissimos ad quasi enim. Nulla optio architecto velit illum amet saepe.,2025-07-29 19:52:10.326811
447,56297,Recarga,2025-03-07 10:25:38.721734,2.57,661,A harum quo ipsam. Recusandae eos temporibus veniam dolor.,2025-07-29 19:52:10.326811
448,44587,Recarga,2024-03-28 18:31:14.628914,10.69,9,Autem libero nostrum quia eius nostrum quisquam. Illum similique pariatur dolorem.,2025-07-29 19:52:10.326811
449,5454,Reparo,2023-11-19 12:17:55.440060,11.08,277,Inventore vero illum.,2025-07-29 19:52:10.326811
450,21731,Recarga,2024-06-13 05:12:43.066013,14.26,82,Dolores et reiciendis ea nemo ullam iste. Accusantium commodi itaque.,2025-07-29 19:52:10.326811
451,27089,Troca Pedra,2024-07-23 15:17:39.835385,1.72,821,Labore explicabo laborum culpa eligendi dicta. Possimus sunt ullam.,2025-07-29 19:52:10.326811
452,50165,Recarga,2024-03-29 03:45:41.647332,4.79,232,Pariatur ipsa asperiores laudantium sequi magnam odit impedit.,2025-07-29 19:52:10.326811
453,27638,Recarga,2025-05-11 11:19:24.235336,8.49,399,Tempora dolorem rerum temporibus ullam. Optio ullam dolorem deserunt beatae quas.,2025-07-29 19:52:10.326811
454,36892,Recarga,2024-08-09 02:30:33.688801,7.72,488,Esse voluptate dolores vel nisi illo doloremque. Dolores minima corporis odit.,2025-07-29 19:52:10.326811
455,2003,Recarga,2024-05-25 11:33:04.930878,15.83,586,Quo tempora perspiciatis corrupti facere.,2025-07-29 19:52:10.326811
456,14489,Troca Pedra,2023-11-14 12:45:13.759048,10.57,502,Provident tenetur modi expedita delectus repudiandae. Ipsam minima et.,2025-07-29 19:52:10.326811
457,5721,Recarga,2024-06-14 10:12:19.574122,8.64,513,Iste reiciendis inventore id. Maxime fugiat quas saepe ex quaerat quidem voluptatibus.,2025-07-29 19:52:10.326811
458,46893,Recarga,2024-05-11 08:06:46.784722,0.0,854,Illo natus veritatis enim natus. Ipsam accusantium iusto expedita. Voluptatem vel eius asperiores.,2025-07-29 19:52:10.326811
459,33516,Recarga,2024-12-30 10:56:46.218918,10.19,87,Tenetur repellat veritatis ut dolore. Assumenda dolorum repudiandae.,2025-07-29 19:52:10.326811
460,49687,Troca Pedra,2024-07-06 14:11:36.312860,11.4,509,Sapiente corporis dicta rerum ipsum. Quo quae officia tempora maiores impedit.,2025-07-29 19:52:10.326811
461,42126,Recarga,2025-02-14 08:21:40.312215,20.81,791,Voluptatum non nihil reiciendis dolor. Placeat explicabo repellat veritatis sequi.,2025-07-29 19:52:10.326811
462,4396,Recarga,2024-07-27 00:52:06.271540,10.64,560,Ea accusantium aliquam placeat atque ipsa corporis nemo. Labore asperiores ea facere.,2025-07-29 19:52:10.326811
463,53860,Reparo,2023-08-21 00:23:36.311996,10.14,922,Quibusdam quaerat nobis sit. Quam alias id.,2025-07-29 19:52:10.326811
464,35570,Limpeza,2024-12-12 18:42:03.724575,14.04,151,Voluptatum porro veritatis itaque minima. Debitis natus occaecati eos.,2025-07-29 19:52:10.326811
465,58314,Recarga,2024-02-24 22:14:06.679632,12.62,666,Facere esse pariatur corrupti placeat modi. Minima in blanditiis illum optio.,2025-07-29 19:52:10.326811
466,24369,Recarga,2024-04-18 12:30:58.316105,12.32,390,Explicabo nisi consectetur blanditiis blanditiis. Eaque quos dolore iusto ullam.,2025-07-29 19:52:10.326811
467,16800,Reparo,2025-03-24 13:08:23.564905,5.45,17,Beatae veniam voluptatem nam quaerat laborum. Harum expedita voluptas qui fuga amet necessitatibus.,2025-07-29 19:52:10.326811
468,20378,Recarga,2023-12-13 12:43:45.266157,3.19,278,Maxime quod repudiandae officiis eius.,2025-07-29 19:52:10.326811
469,58943,Recarga,2024-02-10 01:56:26.754559,13.68,746,Atque rem voluptas quos id. Nulla tempore voluptatibus provident.,2025-07-29 19:52:10.326811
470,14479,Troca Pedra,2024-04-30 05:13:25.764001,11.75,146,Laborum doloremque modi. Necessitatibus minus libero labore quo alias.,2025-07-29 19:52:10.326811
471,57333,Troca Pedra,2025-03-05 09:19:36.469752,22.57,787,Recusandae ipsum ut nisi tempore ipsum voluptatum.,2025-07-29 19:52:10.326811
472,4931,Recarga,2023-09-27 04:11:49.648630,2.65,364,Id voluptates accusamus explicabo sed.,2025-07-29 19:52:10.326811
473,36941,Reparo,2024-01-31 13:02:04.533837,9.85,462,"Quam sint ullam ipsa.
Accusantium nulla veritatis exercitationem non. Quia illo voluptas ipsum.",2025-07-29 19:52:10.326811
474,15943,Recarga,2024-04-17 19:04:18.658746,24.15,982,Amet minima ullam dolor laborum tempora ullam.,2025-07-29 19:52:10.326811
475,59607,Recarga,2024-02-11 23:58:48.465093,10.35,245,Et occaecati vel corrupti officiis harum. Fugit autem labore neque eveniet.,2025-07-29 19:52:10.326811
476,23112,Recarga,2024-04-28 15:10:52.713323,9.0,332,Voluptas dolorem cum illum. Sequi ducimus a alias. Quam aut beatae libero earum nemo saepe iusto.,2025-07-29 19:52:10.326811
477,56264,Recarga,2024-12-02 17:01:11.980071,12.48,434,Molestiae fugiat sunt velit atque quia. Eveniet nobis quis natus praesentium fugit.,2025-07-29 19:52:10.326811
478,21143,Recarga,2024-05-04 15:10:23.880238,4.28,883,Eos inventore praesentium ipsum.,2025-07-29 19:52:10.326811
479,21152,Troca Pedra,2025-01-16 17:38:03.460240,2.96,960,Vero distinctio fuga vel architecto animi. Maiores voluptatem voluptatibus voluptates.,2025-07-29 19:52:10.326811
480,50338,Recarga,2024-12-11 16:31:26.450591,8.78,693,Cupiditate sint quam veritatis. Numquam id esse neque ad alias quia.,2025-07-29 19:52:10.326811
481,18359,Limpeza,2024-08-17 10:06:07.581238,6.79,666,Aliquam rem aspernatur. Culpa hic enim architecto voluptatem accusantium modi suscipit.,2025-07-29 19:52:10.326811
482,32530,Recarga,2023-11-16 11:58:14.506052,7.47,421,Eveniet porro consectetur id. Rem doloremque soluta nihil. Amet est porro ea.,2025-07-29 19:52:10.326811
483,30683,Recarga,2024-03-19 17:20:51.225634,13.9,817,Illum aperiam atque. Sed quam repellendus id voluptatum.,2025-07-29 19:52:10.326811
484,37002,Recarga,2024-12-20 12:42:23.545171,7.06,90,Placeat maiores exercitationem est dolore amet ad. Ut saepe quo est.,2025-07-29 19:52:10.326811
485,43081,Recarga,2023-11-01 12:49:45.045101,12.1,740,Ab animi voluptatum voluptatibus doloremque. Quis rem sunt ducimus. Veniam id doloremque numquam.,2025-07-29 19:52:10.326811
486,51062,Recarga,2024-01-09 03:45:02.078570,16.24,338,"Facere aliquam fugiat.
Suscipit officia similique reiciendis eos hic soluta repudiandae.",2025-07-29 19:52:10.326811
487,1896,Recarga,2025-06-15 05:58:27.539583,7.93,761,Deleniti id vero esse pariatur ex. Sit saepe autem optio dignissimos facere.,2025-07-29 19:52:10.326811
488,54338,Recarga,2023-11-03 14:18:32.228190,4.71,147,Distinctio libero nostrum. Voluptatum perspiciatis quidem voluptatem molestias.,2025-07-29 19:52:10.326811
489,6891,Troca Pedra,2023-08-15 06:46:22.419223,12.17,527,Aliquam aperiam harum unde. Optio nisi veniam sit sed.,2025-07-29 19:52:10.326811
490,18147,Recarga,2025-03-26 18:42:04.019945,6.19,10,Possimus numquam inventore fugiat. Ex ut optio facere explicabo. Dicta minima quaerat odit.,2025-07-29 19:52:10.326811
491,9780,Limpeza,2024-01-22 14:39:42.590163,9.96,162,Perferendis fugit itaque tempore quaerat odit omnis omnis. Sit cupiditate ipsa molestias.,2025-07-29 19:52:10.326811
492,36109,Recarga,2024-10-13 16:50:01.781141,9.13,831,Nemo doloribus itaque recusandae modi reiciendis. Amet natus laudantium saepe autem culpa.,2025-07-29 19:52:10.326811
493,4381,Recarga,2025-07-07 18:24:19.872442,8.48,594,Exercitationem dolorum ratione. Perferendis molestias beatae sunt repellat.,2025-07-29 19:52:10.326811
494,2567,Limpeza,2025-07-08 17:37:18.061774,9.99,989,Veritatis voluptate harum hic voluptas. Quaerat porro harum architecto possimus aliquam.,2025-07-29 19:52:10.326811
495,57979,Recarga,2024-12-25 23:52:01.363828,13.36,942,Natus temporibus reprehenderit rem commodi. Quo expedita ea voluptate reiciendis doloremque.,2025-07-29 19:52:10.326811
496,53743,Recarga,2024-12-23 06:42:52.734332,13.17,892,Voluptate illum consequatur doloribus.,2025-07-29 19:52:10.326811
497,53292,Recarga,2025-04-13 14:36:44.186588,8.14,470,Quidem pariatur exercitationem voluptatem possimus dolores. Dicta ullam temporibus fuga.,2025-07-29 19:52:10.326811
498,9314,Recarga,2025-04-17 12:42:37.196590,14.24,116,Amet possimus at. Ratione veritatis dolor fugiat.,2025-07-29 19:52:10.326811
499,57500,Recarga,2023-12-04 19:53:14.109937,1.75,137,Sequi sit numquam. Inventore dicta dolor animi voluptatibus officia.,2025-07-29 19:52:10.326811
500,18745,Troca Pedra,2024-12-21 07:09:25.949178,9.43,553,Placeat deleniti architecto labore. Ratione sapiente delectus laudantium magni aperiam excepturi.,2025-07-29 19:52:10.326811
501,29784,Reparo,2023-12-26 10:34:46.617212,9.62,621,Nulla nam dolorem sed fuga temporibus. Repellendus iste vitae cupiditate molestiae.,2025-07-29 19:52:10.326811
502,29002,Reparo,2023-10-16 02:08:10.051290,16.81,98,Pariatur voluptatum dolor quos fugit. Iusto ducimus possimus sequi.,2025-07-29 19:52:10.326811
503,57540,Recarga,2024-02-25 15:03:14.719344,11.57,865,Sed provident inventore corrupti dolorum voluptatum nostrum. Omnis dolore itaque iste.,2025-07-29 19:52:10.326811
504,4410,Recarga,2025-01-26 05:06:58.447742,14.37,358,Placeat quam porro itaque sit. Quaerat corporis perferendis non voluptates consequatur ratione.,2025-07-29 19:52:10.326811
505,4755,Reparo,2023-11-10 15:41:43.301296,16.52,157,Repudiandae nihil ullam ipsa a deserunt.,2025-07-29 19:52:10.326811
506,51319,Recarga,2025-07-01 23:01:49.063894,11.13,51,"Nam voluptates earum eaque. Voluptates saepe quo.
Autem autem nisi.",2025-07-29 19:52:10.326811
507,4807,Recarga,2025-02-07 08:38:02.274670,12.38,912,"Autem hic est eos excepturi optio minima.
Cum molestias inventore voluptates modi porro maiores.",2025-07-29 19:52:10.326811
508,57705,Limpeza,2025-07-24 05:36:30.609083,11.87,153,Excepturi in consectetur. Fugiat minima officia dolores cumque. Tempora natus rem.,2025-07-29 19:52:10.326811
509,2840,Troca Pedra,2024-03-06 20:10:38.656162,10.32,780,Placeat aspernatur sit veniam earum soluta nemo.,2025-07-29 19:52:10.326811
510,37553,Recarga,2025-01-09 06:07:02.103989,5.35,226,Sapiente ullam reiciendis deserunt vel blanditiis. Facere corrupti corrupti temporibus omnis.,2025-07-29 19:52:10.326811
511,55485,Limpeza,2024-09-12 06:32:44.879963,5.25,227,"Perspiciatis minima sed optio quasi neque.
Reiciendis minus tempora mollitia dolore cumque saepe.",2025-07-29 19:52:10.326811
512,3567,Recarga,2025-02-20 04:22:10.201727,12.26,630,Vitae nihil ad unde explicabo nulla excepturi dignissimos.,2025-07-29 19:52:10.326811
513,30542,Limpeza,2025-06-25 06:19:25.551152,18.02,144,Provident velit impedit dolor eligendi vitae. Natus libero debitis facere.,2025-07-29 19:52:10.326811
514,57048,Recarga,2024-01-02 15:03:35.838866,8.95,710,Amet dolorum earum totam eligendi esse. Amet nisi qui cum dolorum.,2025-07-29 19:52:10.326811
515,16166,Recarga,2023-12-28 19:23:40.205142,5.19,54,Reprehenderit maxime perferendis architecto. Distinctio aperiam quas a et veritatis quae.,2025-07-29 19:52:10.326811
516,32532,Limpeza,2024-03-03 10:40:19.252980,10.23,438,Atque eum dolorum magnam doloribus doloremque corporis. Nam occaecati aspernatur amet ipsa.,2025-07-29 19:52:10.326811
517,58968,Recarga,2023-09-02 22:08:37.563876,5.67,933,Sunt nobis ut culpa consequatur neque. Exercitationem recusandae veritatis error laudantium non.,2025-07-29 19:52:10.326811
518,43555,Recarga,2024-06-06 10:23:27.166856,7.85,288,Alias sunt doloribus cum recusandae quam. Quisquam fuga incidunt.,2025-07-29 19:52:10.326811
519,990,Recarga,2024-07-17 07:43:46.633761,7.36,541,Dolores illo sunt libero alias. Possimus totam harum occaecati.,2025-07-29 19:52:10.326811
520,53588,Recarga,2025-04-28 22:42:43.493228,11.18,135,Amet doloribus fugiat praesentium culpa. Fugiat quibusdam omnis ipsa reprehenderit maiores.,2025-07-29 19:52:10.326811
521,53104,Recarga,2024-05-11 21:13:30.472613,6.81,669,Sunt quidem nam ea nobis beatae. Minus quidem enim deserunt consequatur quis similique.,2025-07-29 19:52:10.326811
522,54348,Reparo,2024-08-17 00:47:54.072649,12.75,80,Vel molestiae ipsa eveniet molestias cupiditate. Tempora molestiae consequuntur maxime blanditiis.,2025-07-29 19:52:10.326811
523,12050,Recarga,2025-05-20 03:08:36.325604,4.04,782,Minima ad laudantium magni necessitatibus aliquam exercitationem. Labore velit veniam ullam culpa.,2025-07-29 19:52:10.326811
524,8527,Recarga,2023-12-06 19:37:25.325077,9.88,454,Nobis temporibus numquam. Earum laborum ipsa hic vero illum.,2025-07-29 19:52:10.326811
525,26908,Recarga,2025-06-06 12:33:18.794525,9.97,274,Consectetur enim quia eligendi ullam iure molestiae. Pariatur corporis error.,2025-07-29 19:52:10.326811
526,1740,Recarga,2024-12-18 05:58:10.127997,7.48,20,Vitae asperiores tempore et asperiores fuga. Cum ipsum illum minima quae.,2025-07-29 19:52:10.326811
527,3058,Limpeza,2025-03-04 14:12:28.802570,10.69,40,Quaerat soluta eos vero tenetur quidem porro nihil. Architecto similique dolorem.,2025-07-29 19:52:10.326811
528,43356,Reparo,2025-02-21 18:45:34.508951,13.24,306,Modi aliquam a.,2025-07-29 19:52:10.326811
529,2092,Reparo,2024-12-08 07:17:27.619292,16.57,364,Doloremque pariatur harum beatae. Saepe totam unde. Temporibus temporibus fuga quasi omnis.,2025-07-29 19:52:10.326811
530,46774,Recarga,2024-11-09 06:34:52.335758,3.52,39,Exercitationem illum repellat vel ex occaecati aliquid eum. Recusandae nisi possimus incidunt.,2025-07-29 19:52:10.326811
531,37012,Recarga,2024-07-26 08:41:24.591926,9.87,876,Autem nobis atque labore officiis ullam. Ut tenetur autem.,2025-07-29 19:52:10.326811
532,20646,Recarga,2024-02-08 22:07:10.866167,9.88,350,Odit inventore saepe.,2025-07-29 19:52:10.326811
533,59999,Limpeza,2023-10-05 10:54:37.670849,9.88,947,Quos quia odit illo ab aliquid quibusdam. Natus accusamus id libero quis. Amet molestias libero.,2025-07-29 19:52:10.326811
534,9011,Troca Pedra,2024-12-25 04:51:35.854570,12.51,872,Non facilis illum. Iure quidem id nobis illum numquam.,2025-07-29 19:52:10.326811
535,40152,Recarga,2025-04-09 11:18:55.969248,10.21,39,Cum laboriosam iusto atque odit quia iure. Amet ad rerum error aliquam repudiandae.,2025-07-29 19:52:10.326811
536,36822,Recarga,2024-06-10 17:33:47.096069,6.44,271,Cumque dolor optio quidem dolorum vel illum.,2025-07-29 19:52:10.326811
537,43629,Recarga,2023-12-27 13:11:50.816684,8.4,271,"Enim unde magni quasi provident quo.
Fugiat odio provident hic rerum. Modi magni ab mollitia.",2025-07-29 19:52:10.326811
538,38737,Recarga,2023-10-26 14:54:02.175167,5.81,409,Ut est hic perferendis. Aperiam at autem asperiores vitae atque.,2025-07-29 19:52:10.326811
539,56819,Recarga,2023-11-24 07:12:38.118449,14.9,441,Laudantium minus atque placeat commodi repudiandae. Aperiam sint fuga quidem totam.,2025-07-29 19:52:10.326811
540,955,Recarga,2024-11-13 04:52:21.918319,8.45,832,Dolor sunt porro magni perferendis at. Delectus sequi quam explicabo in minima quam.,2025-07-29 19:52:10.326811
541,12149,Recarga,2025-03-14 13:43:17.081400,20.6,920,Pariatur culpa aut ullam possimus. Hic provident velit perspiciatis ullam totam eligendi.,2025-07-29 19:52:10.326811
542,15391,Reparo,2024-10-26 22:00:06.317770,4.79,368,Perspiciatis iusto iste cumque numquam.,2025-07-29 19:52:10.326811
543,38220,Recarga,2024-06-30 16:47:50.266410,13.55,920,Deleniti aut nulla iste est minus ipsam. Dolorem maiores consequatur quisquam repudiandae.,2025-07-29 19:52:10.326811
544,46422,Recarga,2025-01-24 04:53:56.496989,0.0,581,Nesciunt itaque quae molestias omnis fuga. Doloribus deserunt fugit aliquid ipsam.,2025-07-29 19:52:10.326811
545,49387,Reparo,2024-10-29 00:11:06.063117,13.24,438,Repudiandae possimus quod. Ut necessitatibus commodi sapiente nemo placeat reprehenderit ducimus.,2025-07-29 19:52:10.326811
546,39438,Troca Pedra,2025-01-12 02:47:02.504348,2.5,750,Accusantium iste tenetur quo.,2025-07-29 19:52:10.326811
547,5725,Recarga,2024-07-22 12:35:53.081508,9.71,428,Maiores dolor quos recusandae. Libero aliquam tempore maiores quasi ex atque.,2025-07-29 19:52:10.326811
548,9432,Reparo,2023-09-01 05:38:09.875233,4.28,245,Aut necessitatibus ea porro fugit quibusdam. Reprehenderit explicabo possimus.,2025-07-29 19:52:10.326811
549,56929,Limpeza,2024-08-13 02:45:43.384537,14.59,793,Officia facere rerum amet eius quia dolorem. Harum nisi iste accusantium minus.,2025-07-29 19:52:10.326811
550,38167,Recarga,2024-12-16 23:37:56.983649,13.12,575,Rem doloremque illo dolore ut. Sunt saepe dicta laborum.,2025-07-29 19:52:10.326811
551,53462,Recarga,2025-01-12 17:58:49.959889,8.67,430,Id quidem sunt eaque. Quos praesentium odio nostrum magnam perspiciatis. Sunt libero reiciendis.,2025-07-29 19:52:10.326811
552,42245,Troca Pedra,2025-03-04 02:04:58.776909,16.39,787,Alias nihil soluta consectetur enim. Quaerat doloribus excepturi ipsam nobis.,2025-07-29 19:52:10.326811
553,21590,Recarga,2025-02-15 10:09:16.510725,4.99,118,Quas provident unde vel. Minus aliquid magni.,2025-07-29 19:52:10.326811
554,40793,Limpeza,2025-05-13 19:34:27.923935,13.4,840,Vel eveniet minus voluptatum hic. Similique facere eum voluptatem voluptatum quasi.,2025-07-29 19:52:10.326811
555,57952,Recarga,2024-01-25 22:12:37.565023,6.42,237,Quos delectus tenetur. Atque maxime enim natus reiciendis hic.,2025-07-29 19:52:10.326811
556,29892,Recarga,2024-02-06 15:21:22.685971,10.05,258,Voluptate iste cupiditate veritatis tempora. Ex aliquid ipsam et omnis omnis harum nam.,2025-07-29 19:52:10.326811
557,1832,Recarga,2024-06-24 13:39:34.152241,19.83,54,Magnam saepe nesciunt rerum aut minus.,2025-07-29 19:52:10.326811
558,49349,Recarga,2024-12-21 11:12:40.744656,3.14,220,In cum reiciendis assumenda in. Mollitia dicta architecto est voluptatum.,2025-07-29 19:52:10.326811
559,21196,Recarga,2024-03-10 07:39:06.808617,9.09,522,Commodi ipsum ea.,2025-07-29 19:52:10.326811
560,11899,Recarga,2024-08-19 16:04:43.847111,4.53,299,Perspiciatis facere maiores culpa doloribus.,2025-07-29 19:52:10.326811
561,22701,Recarga,2024-06-04 20:36:01.633165,5.9,319,Sunt autem facere illo explicabo rem quis. Aliquid architecto libero commodi recusandae atque eos.,2025-07-29 19:52:10.326811
562,37458,Recarga,2023-08-29 21:54:45.477136,14.81,836,Neque illum explicabo dolorum. Accusamus quis totam suscipit incidunt.,2025-07-29 19:52:10.326811
563,52691,Recarga,2024-03-04 17:15:55.499825,5.57,661,Architecto eligendi reiciendis ipsam.,2025-07-29 19:52:10.326811
564,38157,Recarga,2025-01-24 02:49:20.606468,8.45,93,Molestiae odit voluptatum quos. Adipisci nisi voluptatibus fuga. Nesciunt esse incidunt debitis.,2025-07-29 19:52:10.326811
565,25210,Limpeza,2025-01-19 15:35:18.049316,10.36,208,Illo consequatur dolore doloribus repellendus. Dolore commodi similique.,2025-07-29 19:52:10.326811
566,44699,Recarga,2024-12-09 22:24:24.604308,14.2,501,Quo vel sit corrupti iste distinctio.,2025-07-29 19:52:10.326811
567,9082,Reparo,2024-01-31 17:44:10.122746,5.45,942,Accusamus perspiciatis quos iste laborum voluptas. Magni recusandae et neque mollitia nesciunt.,2025-07-29 19:52:10.326811
