CompraID,UsuarioID,EstabelecimentoID,DataCompra,ValorTotal,MetodoPagamento,NumeroNF,Observacoes,DataCriacao
3789,2296,785,2025-02-11 11:21:10.016615,39.703103999999996,PIX,39864840,Explicabo reiciendis harum blanditiis culpa aliquid quibusdam. Excepturi placeat ipsam quisquam.,2025-07-29 19:51:10.954087
3790,9321,838,2024-07-28 11:59:09.910645,39.740514000000005,PIX,63694017,Nulla sit iusto delectus. Illo rem cumque.,2025-07-29 19:51:10.954087
3791,5172,143,2024-10-26 16:08:05.157816,62.483036000000006,PIX,30547667,Doloremque quia saepe ullam animi natus reiciendis. Beatae voluptatibus quo accusantium expedita.,2025-07-29 19:51:10.954087
3792,2306,524,2024-08-28 19:18:03.896020,61.45950599999999,Cartão Crédito,35838111,Adipisci dolorum rem in sunt ipsam. Rem voluptatum officia explicabo incidunt eligendi.,2025-07-29 19:51:10.954087
3793,5605,673,2025-06-25 16:36:47.878737,0.0,PIX,78138469,Officiis assumenda laborum soluta.,2025-07-29 19:51:10.954087
3794,8598,893,2024-02-26 12:48:52.144828,0.0,Cartão Crédito,58511480,Natus dolore pariatur officia recusandae consequuntur. Voluptas error natus. Delectus nihil illo.,2025-07-29 19:51:10.954087
3795,1655,906,2024-06-10 13:33:09.762155,47.762958,Dinheiro,20485306,Expedita nulla eum nostrum eveniet nisi. Laboriosam nulla cumque eum.,2025-07-29 19:51:10.954087
3796,4982,710,2024-05-08 07:16:42.274956,0.0,PIX,99014216,Cupiditate voluptate assumenda.,2025-07-29 19:51:10.954087
3797,9780,682,2024-06-14 23:16:43.571780,0.0,Dinheiro,14748790,Accusantium iure inventore. Ipsam animi iste facere beatae ea.,2025-07-29 19:51:10.954087
3798,6511,673,2024-06-12 16:14:17.924645,275.556943,Cartão Crédito,37007034,Accusamus quidem fuga.,2025-07-29 19:51:10.954087
3799,3774,888,2023-09-15 14:53:49.432236,20.467094,Dinheiro,92805767,Labore quos porro quae atque nisi ipsum. Laboriosam ad et dolorem neque.,2025-07-29 19:51:10.954087
3800,4446,13,2023-08-07 13:22:40.464699,0.0,Cartão Crédito,67062553,Porro sit inventore eveniet ad harum quod temporibus. Laboriosam eius quia iure.,2025-07-29 19:51:10.954087
3801,6770,382,2025-05-04 21:11:13.667746,72.682956,PIX,39578716,Veniam numquam cum iste officia pariatur magni aspernatur.,2025-07-29 19:51:10.954087
3802,7874,706,2023-08-15 14:29:01.790788,81.65296899999998,Cartão Crédito,45086465,"Quaerat quo dolor illo molestiae.
Ea quia fuga nesciunt aperiam necessitatibus est nemo.",2025-07-29 19:51:10.954087
3803,2103,530,2025-01-28 04:53:50.345128,0.0,PIX,25591040,Consequatur asperiores tempora ipsum iusto labore.,2025-07-29 19:51:10.954087
3804,3853,626,2023-10-17 00:15:15.626209,141.888352,Dinheiro,41672389,Asperiores enim quam itaque. Consectetur doloremque optio accusamus hic dicta fuga.,2025-07-29 19:51:10.954087
3805,8988,721,2024-10-01 00:55:07.913825,458.74038699999994,Cartão Crédito,48901581,Iure sequi dolore unde.,2025-07-29 19:51:10.954087
3806,2905,354,2023-08-19 18:33:46.766713,34.34095,Cartão Crédito,60660763,Quos sequi eius eligendi aperiam eaque. Repellat expedita nesciunt placeat fuga saepe et.,2025-07-29 19:51:10.954087
3807,1454,776,2024-06-06 19:53:23.581235,800.634445,Dinheiro,19065410,Sapiente repellat voluptatum sunt.,2025-07-29 19:51:10.954087
3808,9071,312,2024-07-30 12:11:10.815526,267.740347,PIX,08284648,Dolorem sint rerum optio ex ducimus. Ullam doloremque quae at modi.,2025-07-29 19:51:10.954087
3809,8579,477,2024-07-03 02:45:58.268824,0.0,Cartão Crédito,18623482,Laudantium dolor corrupti quis eaque laboriosam. Consequuntur cum exercitationem autem eius.,2025-07-29 19:51:10.954087
3810,2435,902,2024-12-02 12:52:53.594607,0.0,PIX,54392663,Sapiente repellendus culpa. Accusantium eos nesciunt.,2025-07-29 19:51:10.954087
3811,9373,719,2024-11-27 11:16:28.622160,24.606546,PIX,65452271,Iusto quas deleniti tenetur. Adipisci assumenda ipsam quas.,2025-07-29 19:51:10.954087
3812,4520,607,2023-12-28 03:54:17.236081,0.0,Cartão Crédito,01538984,Voluptates impedit odit repudiandae. Sed distinctio ex voluptas eveniet laboriosam.,2025-07-29 19:51:10.954087
3813,787,429,2024-03-22 09:04:02.974519,136.9026,PIX,41711132,Distinctio magnam qui omnis. Natus reiciendis quaerat modi.,2025-07-29 19:51:10.954087
3814,6804,30,2024-12-04 11:11:13.878293,289.279543,PIX,17984034,Quas dolorum ipsum magnam praesentium.,2025-07-29 19:51:10.954087
3815,3220,980,2024-01-28 13:00:32.097034,0.0,PIX,18188097,Deleniti accusamus reiciendis delectus ratione. Beatae iste iusto perspiciatis.,2025-07-29 19:51:10.954087
3816,7259,666,2024-06-12 13:57:32.989095,586.42394,PIX,15353368,Recusandae fuga nobis laboriosam possimus quam at. Ipsam perspiciatis ducimus culpa quisquam.,2025-07-29 19:51:10.954087
3817,6700,660,2025-03-31 07:42:23.013523,0.0,Cartão Crédito,78331914,Animi earum error cum. Consequatur nulla temporibus quod fugiat.,2025-07-29 19:51:10.954087
3818,1774,440,2023-09-26 04:44:55.768763,251.30588,Cartão Crédito,45654428,Dolorem neque praesentium magni maiores in. Voluptatum dolorum harum earum aspernatur.,2025-07-29 19:51:10.954087
3819,2043,24,2025-06-11 02:13:52.105040,135.841179,PIX,62741002,Nihil tempora qui debitis delectus officiis. Vel ea perspiciatis tempora consectetur dicta aperiam.,2025-07-29 19:51:10.954087
3820,9817,60,2024-12-13 13:54:22.770352,336.113814,PIX,18401318,Alias iste dicta pariatur.,2025-07-29 19:51:10.954087
3821,7170,808,2025-03-06 05:29:54.356081,58.935492,Dinheiro,52112577,Dolore nostrum iure voluptatum beatae excepturi porro. Perspiciatis voluptatem vero non asperiores.,2025-07-29 19:51:10.954087
3822,7609,432,2024-11-28 02:10:09.419204,0.0,PIX,20942809,Distinctio nihil ad expedita. Delectus velit repellat ratione enim alias consequatur.,2025-07-29 19:51:10.954087
3823,9441,528,2023-11-02 10:58:20.947625,34.915375,PIX,83098888,Voluptatum sit eius aliquam. Odit est officiis aliquid.,2025-07-29 19:51:10.954087
3824,4243,570,2023-10-18 21:23:52.813194,103.318288,Dinheiro,57207049,Ullam alias officiis quidem sit. Laudantium ipsam dolores molestiae rerum.,2025-07-29 19:51:10.954087
3825,1626,68,2024-08-16 17:37:17.130429,189.75507399999998,Dinheiro,72417652,Doloremque blanditiis deserunt magni. Et voluptatem ipsa. Laborum beatae eos quis.,2025-07-29 19:51:10.954087
3826,1472,866,2023-09-26 11:03:33.832949,491.91212800000005,Dinheiro,36167678,Maiores rerum atque maiores.,2025-07-29 19:51:10.954087
3827,5550,67,2024-04-09 07:52:55.086181,161.050254,Dinheiro,12162963,Ratione ad ea rem. Ipsam facere incidunt quia voluptates adipisci dicta necessitatibus.,2025-07-29 19:51:10.954087
3828,1347,637,2023-12-11 06:13:04.696579,155.07518399999998,PIX,32592511,Mollitia sequi quidem quisquam deserunt soluta omnis. Voluptas iure vitae eos blanditiis.,2025-07-29 19:51:10.954087
3829,9307,195,2024-06-29 23:08:54.218988,51.56928,Cartão Crédito,42813347,Qui excepturi sed architecto quaerat. Tempora sint sunt velit sit hic.,2025-07-29 19:51:10.954087
3830,14,831,2023-10-15 08:22:46.160643,344.824113,PIX,61196155,Unde aperiam veritatis incidunt tenetur.,2025-07-29 19:51:10.954087
3831,9364,294,2023-09-24 07:46:48.514539,124.96080800000001,Dinheiro,69721540,Labore at numquam excepturi esse pariatur. Nostrum minima labore sit facere.,2025-07-29 19:51:10.954087
3832,1827,881,2024-09-24 21:40:19.349071,0.0,Cartão Crédito,62238700,Ab similique delectus tempore laudantium. Ea consequatur dolores.,2025-07-29 19:51:10.954087
3833,8601,321,2024-02-18 17:15:57.407422,0.0,PIX,84714435,Cum minima ut consectetur molestias. Cumque maiores consequuntur est adipisci.,2025-07-29 19:51:10.954087
3834,5508,268,2024-05-21 01:53:48.590319,151.769388,Cartão Crédito,97308072,Est mollitia delectus. Illum itaque commodi minus.,2025-07-29 19:51:10.954087
3835,4153,211,2025-03-13 18:22:16.653187,243.12012,PIX,16601062,Animi doloremque blanditiis aut quo eius dolore.,2025-07-29 19:51:10.954087
3836,2562,739,2023-12-12 23:16:55.079283,9.166465,Cartão Crédito,89550649,Placeat animi recusandae. A sit cum error. Atque repudiandae laborum in quia iusto unde.,2025-07-29 19:51:10.954087
3837,1903,242,2025-02-12 02:41:25.619361,316.957106,PIX,84385673,Ea delectus illo autem commodi. Quae autem explicabo non maiores.,2025-07-29 19:51:10.954087
3838,8597,197,2023-11-15 03:17:28.520665,290.04694,PIX,70552799,Commodi tenetur ad dolores officiis. Delectus amet architecto dolores numquam.,2025-07-29 19:51:10.954087
3839,7917,43,2025-04-26 11:48:44.825822,0.0,PIX,60065544,Minus possimus tempora. Saepe fugit nulla illum aperiam.,2025-07-29 19:51:10.954087
3840,5721,819,2024-10-09 19:03:44.244148,0.0,PIX,40150536,Harum veniam repudiandae itaque fugiat. Laudantium libero consequuntur numquam.,2025-07-29 19:51:10.954087
3841,859,423,2024-07-24 18:45:34.423551,341.25262799999996,Cartão Crédito,58081051,Soluta suscipit eum placeat. Tempora pariatur voluptas maxime velit.,2025-07-29 19:51:10.954087
3842,209,458,2024-10-26 20:39:26.586599,222.443064,Cartão Crédito,99882945,Fuga quisquam aut quod. A deleniti labore nostrum.,2025-07-29 19:51:10.954087
3843,2191,138,2023-11-30 06:48:09.999681,465.25541599999997,PIX,72108321,Sit eius voluptatum natus eveniet maiores voluptatem.,2025-07-29 19:51:10.954087
3844,8110,229,2025-01-31 14:36:57.991119,0.0,PIX,65761120,Earum expedita voluptas non. Dolorum rem laboriosam iste vel magnam.,2025-07-29 19:51:10.954087
3845,7795,292,2024-11-25 11:02:34.549268,134.827196,PIX,42568995,Quis nihil delectus minus soluta. Non ad molestias alias amet consequuntur culpa.,2025-07-29 19:51:10.954087
3846,1823,370,2023-11-27 02:23:39.085808,272.490796,PIX,08932976,Amet autem animi eaque iusto repudiandae odio.,2025-07-29 19:51:10.954087
3847,7742,889,2023-10-12 12:44:16.018552,214.78869600000002,Cartão Crédito,32808513,Quidem incidunt aspernatur nostrum excepturi optio.,2025-07-29 19:51:10.954087
3848,546,227,2025-03-25 20:57:54.532236,269.15297400000003,Dinheiro,39737007,Cumque cumque vitae quo omnis. Reprehenderit nostrum unde corporis nesciunt.,2025-07-29 19:51:10.954087
3849,8996,345,2023-12-16 20:16:52.531077,166.468592,Dinheiro,15040343,Sint impedit ut nobis corporis cumque optio. Et error dolor vel hic.,2025-07-29 19:51:10.954087
3850,1128,689,2023-11-20 09:37:23.352400,0.0,Cartão Crédito,81707348,Soluta quas saepe facere. Autem blanditiis nobis autem omnis. Iure doloribus doloremque.,2025-07-29 19:51:10.954087
3851,6477,763,2025-04-12 17:03:05.724310,69.84388799999999,Cartão Crédito,86715089,Ex eveniet totam officiis ad accusantium aliquam itaque. Quasi autem cupiditate quasi modi saepe.,2025-07-29 19:51:10.954087
3852,4093,947,2025-05-06 23:30:07.988779,179.656539,PIX,47012936,Pariatur nemo accusamus ex quod temporibus reiciendis. Nemo magnam alias amet earum.,2025-07-29 19:51:10.954087
3853,247,954,2024-11-04 16:55:45.420721,220.56377999999998,Dinheiro,09145382,Error quia quidem ullam at voluptatibus distinctio.,2025-07-29 19:51:10.954087
3854,8657,639,2023-09-13 15:06:15.669090,96.212384,PIX,75146634,Dolores atque consequuntur pariatur excepturi quas quo.,2025-07-29 19:51:10.954087
3855,6445,735,2025-04-17 13:07:16.144379,129.934876,PIX,49987423,Illum eveniet inventore facilis explicabo. Eligendi ipsa similique sequi modi dignissimos.,2025-07-29 19:51:10.954087
3856,620,379,2024-12-08 02:00:57.126934,49.89905,PIX,84428660,Perspiciatis optio occaecati illum atque totam. Voluptatum qui culpa eius.,2025-07-29 19:51:10.954087
3857,1959,356,2025-07-26 20:25:15.528287,0.0,PIX,76181757,Iusto impedit harum quibusdam tempora est. Distinctio quia velit sint blanditiis ratione iste.,2025-07-29 19:51:10.954087
3858,6682,211,2025-01-24 04:19:36.512841,35.037991999999996,PIX,95654812,Vero dolore labore ad quidem recusandae. Iste iusto vero sequi.,2025-07-29 19:51:10.954087
3859,9422,886,2024-07-26 23:04:44.815137,59.026924,PIX,96658208,Aut modi rem a repellendus. Nesciunt doloremque omnis eveniet esse fugit qui.,2025-07-29 19:51:10.954087
3860,8549,775,2024-01-05 08:28:48.328571,195.293714,PIX,98424184,Voluptatem dolores vel qui quos dignissimos laboriosam. Neque non repellat ex expedita ratione.,2025-07-29 19:51:10.954087
3861,2379,393,2023-12-11 14:14:23.058421,0.0,Cartão Crédito,96449554,Odit saepe ratione fugiat veritatis. Pariatur deserunt libero asperiores sint dicta.,2025-07-29 19:51:10.954087
3862,3352,473,2023-12-08 21:21:12.274953,190.96308700000003,Dinheiro,75234676,Vitae explicabo quis delectus incidunt iure. Animi debitis molestias dolorem.,2025-07-29 19:51:10.954087
3863,885,151,2025-02-11 20:39:08.005322,86.9715,PIX,14983443,Placeat ducimus sequi accusamus eum unde. Consequatur quia illo quod consequuntur minus labore.,2025-07-29 19:51:10.954087
3864,6586,973,2025-07-08 21:53:13.054533,14.615848,Cartão Crédito,56553369,Placeat minima modi ducimus repudiandae adipisci.,2025-07-29 19:51:10.954087
3865,9951,506,2025-03-17 08:39:08.261388,152.204668,PIX,68643737,Reprehenderit similique asperiores ipsam amet accusantium ad. Consequatur natus amet quos.,2025-07-29 19:51:10.954087
3866,9650,887,2023-09-19 18:10:27.971255,174.791184,Cartão Crédito,16298569,Eos eos amet. Eum dignissimos ducimus.,2025-07-29 19:51:10.954087
3867,6344,831,2023-10-20 06:21:14.358005,96.091285,Cartão Crédito,12770946,Repellendus rem aperiam ea laborum sint vitae. Iste culpa placeat aliquid hic ducimus dolorum.,2025-07-29 19:51:10.954087
3868,551,554,2024-11-17 00:52:39.819956,0.0,PIX,09175716,Natus numquam atque repudiandae voluptatibus alias. Quasi ducimus veritatis suscipit at.,2025-07-29 19:51:10.954087
3869,8392,523,2024-05-30 11:05:11.088120,43.04664,Dinheiro,37524838,Assumenda eligendi rem libero. Tempora necessitatibus repellat laboriosam id omnis.,2025-07-29 19:51:10.954087
3870,9583,355,2023-11-26 21:02:53.524674,34.06606,PIX,37385101,Corporis facilis officiis.,2025-07-29 19:51:10.954087
3871,3743,984,2024-11-13 23:05:17.145855,0.0,Cartão Crédito,03411704,Maiores occaecati sint aut vitae. Ab laboriosam soluta ipsa qui cum.,2025-07-29 19:51:10.954087
3872,1444,418,2024-10-10 03:44:54.243337,0.0,PIX,04977605,Asperiores commodi debitis fuga doloribus. Provident ut nemo ducimus facere.,2025-07-29 19:51:10.954087
3873,4775,557,2024-10-23 06:51:56.220921,0.0,Dinheiro,09966567,Cupiditate autem iste maxime. Omnis odio dolorum. Nam fugit tempora.,2025-07-29 19:51:10.954087
3874,8469,719,2025-03-06 11:05:02.034706,0.0,PIX,44806293,Corporis labore quisquam nemo velit. Voluptates nemo aut officia nihil tenetur accusamus.,2025-07-29 19:51:10.954087
3875,54,267,2025-05-10 16:06:05.962629,110.75745599999999,Cartão Crédito,39262059,Hic quasi perspiciatis quo corrupti. Ut quo dolores veritatis totam officia eius amet.,2025-07-29 19:51:10.954087
3876,164,820,2024-01-06 10:58:52.694636,280.240456,Cartão Crédito,96514764,Enim esse corporis illum iusto. Perferendis eaque esse voluptas.,2025-07-29 19:51:10.954087
3877,6799,595,2024-12-25 13:19:21.412365,29.813268,PIX,94522815,Quis modi distinctio natus unde beatae eum libero. Numquam assumenda velit accusantium numquam.,2025-07-29 19:51:10.954087
3878,2790,828,2023-12-14 01:29:05.537265,0.0,Cartão Crédito,14785610,Adipisci assumenda saepe architecto praesentium amet omnis.,2025-07-29 19:51:10.954087
3879,4518,816,2024-09-24 21:39:34.247787,0.0,PIX,14983009,Harum occaecati voluptates unde numquam perspiciatis provident. Quas ipsa odit tenetur odio.,2025-07-29 19:51:10.954087
3880,9446,796,2023-09-08 01:26:19.253829,0.0,Dinheiro,57617312,Maiores ratione similique optio fuga. At iusto id minima ullam.,2025-07-29 19:51:10.954087
3881,9522,697,2025-06-24 14:10:44.045823,0.0,Dinheiro,40247519,Expedita fugiat dolorum quo. Ullam natus deleniti deserunt est libero.,2025-07-29 19:51:10.954087
3882,9178,422,2024-11-14 14:16:39.641844,39.351546,Cartão Crédito,21042102,Rerum incidunt autem explicabo sapiente. Suscipit at praesentium at eius.,2025-07-29 19:51:10.954087
3883,5360,398,2024-03-20 09:13:56.650167,103.551795,Cartão Crédito,37702533,Maxime sunt ut eos quidem nam itaque cum. Ratione velit labore consequuntur veritatis aspernatur.,2025-07-29 19:51:10.954087
3884,5653,199,2024-10-25 20:52:03.569727,0.0,PIX,84822659,Numquam blanditiis aliquid rerum. Doloremque assumenda temporibus fuga repellendus.,2025-07-29 19:51:10.954087
3885,1081,758,2025-06-16 14:41:41.272141,0.0,PIX,74156641,Quia consequuntur quas beatae.,2025-07-29 19:51:10.954087
3886,8851,672,2024-03-28 09:35:16.071563,172.62007599999998,PIX,65070062,Vel eos mollitia provident nesciunt repellendus pariatur. Quaerat officiis sunt.,2025-07-29 19:51:10.954087
3887,5149,696,2025-06-08 15:34:53.842366,0.0,Cartão Crédito,54036116,Adipisci sequi temporibus vero voluptates consectetur. Nam similique animi ad tenetur similique.,2025-07-29 19:51:10.954087
3888,2266,769,2025-02-27 13:29:48.699303,58.914828,Cartão Crédito,65400784,Tempora aspernatur nam beatae. Magni soluta odit consequatur nostrum ex id. Eaque quidem minima.,2025-07-29 19:51:10.954087
3889,4642,61,2023-10-25 13:21:40.423243,0.0,Dinheiro,81013135,Soluta maxime libero qui. Quibusdam velit magni vitae blanditiis.,2025-07-29 19:51:10.954087
3890,849,470,2024-03-24 16:00:52.079435,12.298935,Dinheiro,22586148,Debitis molestias molestias necessitatibus. Officia temporibus vitae sed quas occaecati placeat.,2025-07-29 19:51:10.954087
3891,8658,225,2024-10-05 07:13:54.814613,18.753228,PIX,15504722,Necessitatibus illum repellat nisi. Quae perspiciatis iure ab.,2025-07-29 19:51:10.954087
3892,4662,816,2025-05-22 09:13:54.029483,10.337799999999998,Cartão Crédito,32094886,Debitis sunt aliquid iste. Et est inventore fuga exercitationem. Ducimus nostrum ea ratione.,2025-07-29 19:51:10.954087
3893,7712,140,2023-12-28 19:41:14.033921,0.0,Cartão Crédito,05066049,Fugiat aliquam culpa temporibus natus quos perspiciatis. Saepe ipsa iste vel sequi dolores.,2025-07-29 19:51:10.954087
3894,4600,797,2024-04-29 02:30:00.062628,33.518336,Dinheiro,12828647,"Eius culpa ab vel.
Vitae cumque nesciunt perferendis modi cumque et. Tempora accusamus saepe fugit.",2025-07-29 19:51:10.954087
3895,5662,801,2024-11-13 14:41:41.061674,172.69806599999998,PIX,43653676,Dolore alias consequatur commodi ducimus rem. Deleniti inventore earum natus.,2025-07-29 19:51:10.954087
3896,9567,801,2024-04-01 07:55:16.091378,68.55,Cartão Crédito,80476726,Est sed adipisci laboriosam. Animi dicta eligendi aut.,2025-07-29 19:51:10.954087
3897,6112,278,2025-04-24 16:12:51.083501,0.0,Dinheiro,23437302,Eaque eaque officia fuga exercitationem iusto. Perferendis fugit sequi mollitia suscipit aut fuga.,2025-07-29 19:51:10.954087
3898,5516,124,2024-06-30 09:47:23.500997,89.38567800000001,PIX,40326344,Nostrum incidunt dolores at atque. Consequatur ipsum totam quo.,2025-07-29 19:51:10.954087
3899,9999,70,2025-05-13 14:25:39.808031,0.0,PIX,30810563,Nam non assumenda exercitationem. A facilis voluptatem nulla consequatur optio.,2025-07-29 19:51:10.954087
3900,8611,607,2024-11-07 11:32:45.572005,61.960004,PIX,06406134,Ipsam ipsa aliquam at. Laboriosam officia animi quod quia a sit.,2025-07-29 19:51:10.954087
3901,1460,493,2025-05-30 05:22:31.246715,276.170882,Dinheiro,01323412,Illum reiciendis tempore.,2025-07-29 19:51:10.954087
3902,4533,761,2025-06-11 05:22:11.235255,0.0,Dinheiro,22671462,Deleniti sequi error. Eius vero ea sit nostrum mollitia.,2025-07-29 19:51:10.954087
3903,6030,724,2024-03-25 20:06:52.404867,104.01290100000001,Dinheiro,46070258,Ipsa at vero. Sequi sunt at numquam. Odio voluptatum alias velit consequuntur autem ab.,2025-07-29 19:51:10.954087
3904,6290,592,2024-12-02 02:35:21.772338,71.539509,Cartão Crédito,46784988,Enim hic nihil quas alias. Nam enim optio possimus explicabo fugit exercitationem atque.,2025-07-29 19:51:10.954087
3905,2214,929,2023-09-17 20:10:33.268161,113.172345,PIX,00087162,Facilis id enim. Ducimus molestiae ullam blanditiis repellat nam. Totam architecto consequuntur.,2025-07-29 19:51:10.954087
3906,598,139,2025-01-30 02:50:06.168695,156.843892,PIX,09954236,Totam sapiente sapiente recusandae. Velit optio autem similique perspiciatis sapiente.,2025-07-29 19:51:10.954087
3907,9382,930,2024-11-03 16:04:48.253758,208.510359,PIX,47778184,Deleniti dolor voluptas numquam magnam a. Sapiente vel id magnam quia.,2025-07-29 19:51:10.954087
3908,5529,229,2023-08-22 07:36:55.790793,98.80304000000001,PIX,38399251,Cumque amet occaecati occaecati illo. Dolor consequuntur vero occaecati vel deserunt veritatis qui.,2025-07-29 19:51:10.954087
3909,8638,439,2024-08-28 06:51:07.385080,0.0,PIX,49427417,Sequi unde similique tempora ullam sit. Soluta necessitatibus amet corporis est asperiores.,2025-07-29 19:51:10.954087
3910,4750,229,2025-03-05 10:09:17.118566,114.30212500000002,PIX,58287712,Itaque cupiditate voluptate laudantium enim inventore nulla. Temporibus ut et dolorum repellendus.,2025-07-29 19:51:10.954087
3911,47,92,2024-02-22 03:44:32.370278,120.21609600000001,PIX,21500633,Non ipsam eum eveniet necessitatibus impedit quod. Nemo illo esse quidem aspernatur.,2025-07-29 19:51:10.954087
3912,9705,191,2024-12-19 02:31:57.775826,77.11302,PIX,14528903,Voluptas harum quod nisi.,2025-07-29 19:51:10.954087
3913,7891,6,2025-04-29 09:09:20.908376,67.953555,Cartão Crédito,63479393,Beatae culpa ad. Animi iure consequuntur. Aliquam rerum eum ullam.,2025-07-29 19:51:10.954087
3914,1287,812,2025-04-09 19:53:10.791806,0.0,Cartão Crédito,12885947,Quas consectetur exercitationem. Sequi tenetur magni quidem.,2025-07-29 19:51:10.954087
3915,2702,385,2024-07-05 05:47:19.408772,0.0,Cartão Crédito,68353766,Optio omnis nobis dolor. Ipsa animi debitis optio. Nemo pariatur dignissimos consequatur.,2025-07-29 19:51:10.954087
3916,943,37,2024-03-12 07:05:43.848877,209.745432,PIX,04860488,Possimus voluptates voluptate ad iure blanditiis corporis. Numquam ipsa suscipit natus.,2025-07-29 19:51:10.954087
3917,2291,982,2024-10-05 13:15:49.129016,33.633888,PIX,46296207,Maxime illum excepturi pariatur aperiam. Autem doloribus facilis quis.,2025-07-29 19:51:10.954087
3918,904,481,2024-08-27 12:48:28.279634,0.0,Cartão Crédito,01273564,Iste earum quaerat eligendi dignissimos. Doloribus hic saepe repellat nulla iure cupiditate.,2025-07-29 19:51:10.954087
3919,5453,402,2025-04-29 23:37:00.900349,0.0,Cartão Crédito,00252997,Quidem soluta temporibus laboriosam omnis. Vel ex enim. Amet tenetur incidunt.,2025-07-29 19:51:10.954087
3920,2660,102,2024-09-07 17:47:32.824162,165.13068,Cartão Crédito,17870788,Sit vitae ad officiis quae incidunt autem. Libero commodi repellendus dolorum inventore nam.,2025-07-29 19:51:10.954087
3921,1132,93,2024-12-08 04:08:24.170541,47.906595,Dinheiro,56838282,Nesciunt distinctio excepturi eius natus ducimus. Corrupti nam reprehenderit maiores iure dolor.,2025-07-29 19:51:10.954087
3922,2369,487,2025-03-22 21:03:42.555292,136.147772,Cartão Crédito,03980637,Similique distinctio facilis veniam amet. In deserunt autem minus rem nulla eaque ullam.,2025-07-29 19:51:10.954087
3923,6949,386,2024-07-17 15:11:53.337977,0.0,PIX,39640147,Repellendus vel quibusdam dolorem enim.,2025-07-29 19:51:10.954087
3924,3545,705,2025-04-06 09:51:40.538957,255.39392400000003,Cartão Crédito,67199327,"Expedita ratione vero dignissimos.
Velit optio voluptate facere.",2025-07-29 19:51:10.954087
3925,8659,838,2023-12-24 07:05:15.477050,163.00976400000002,PIX,75061210,Deleniti temporibus ex recusandae corporis. Aperiam quidem vero similique cumque.,2025-07-29 19:51:10.954087
3926,4058,752,2024-11-09 07:42:57.377922,474.451291,PIX,10479773,Odit ratione quam. Minus debitis ea voluptatem. Nesciunt provident eos porro quos maiores.,2025-07-29 19:51:10.954087
3927,4851,511,2024-01-12 12:54:59.346945,103.033832,PIX,18686142,Repudiandae dolores hic officia aliquid amet. Omnis aut voluptatem modi.,2025-07-29 19:51:10.954087
3928,4035,667,2024-09-25 13:07:01.687558,76.182612,PIX,27359150,Fugit saepe et suscipit voluptatibus.,2025-07-29 19:51:10.954087
3929,1136,874,2024-06-10 00:37:38.341245,69.664667,Cartão Crédito,26765471,Eaque incidunt sint optio. Deleniti consequuntur a necessitatibus reprehenderit velit.,2025-07-29 19:51:10.954087
3930,9671,271,2025-05-24 23:21:53.734344,505.20052,Dinheiro,55743631,Occaecati distinctio est labore quae excepturi. Blanditiis veritatis incidunt dolores quod sunt.,2025-07-29 19:51:10.954087
3931,4384,846,2025-06-04 20:05:36.051326,0.0,PIX,50505296,Voluptate quisquam dicta esse ea a quia. Nisi modi neque esse harum repellat.,2025-07-29 19:51:10.954087
3932,5573,992,2024-05-08 01:40:05.734226,272.273698,Cartão Crédito,37101626,Molestias saepe odio minus. Tempora suscipit hic.,2025-07-29 19:51:10.954087
3933,8533,395,2025-05-17 05:32:57.094877,0.0,PIX,78513068,Nulla et temporibus perferendis odio vero dicta. Vel qui doloremque ducimus laborum atque.,2025-07-29 19:51:10.954087
3934,660,5,2024-04-14 10:11:03.569877,0.0,PIX,45023606,Eos laudantium reprehenderit ut nihil dolores quas.,2025-07-29 19:51:10.954087
3935,186,339,2023-09-23 12:14:34.996221,83.60351999999999,PIX,89954461,Alias ut adipisci commodi autem iure sint.,2025-07-29 19:51:10.954087
3936,2077,475,2025-07-25 09:12:40.168663,36.0388,PIX,01763133,Porro laudantium veritatis dolor consequuntur nobis enim.,2025-07-29 19:51:10.954087
3937,1432,110,2024-10-12 21:10:18.150670,365.132271,PIX,64152219,Dolor saepe incidunt harum. Fugiat facere eius optio eveniet.,2025-07-29 19:51:10.954087
3938,747,377,2024-10-26 17:24:06.047799,436.25309200000004,Dinheiro,16775770,Possimus repellendus quas magnam. Architecto quae asperiores omnis molestias doloremque.,2025-07-29 19:51:10.954087
3939,3835,577,2024-11-05 16:09:48.940181,0.0,Cartão Crédito,00830492,Ipsum veniam aperiam ducimus. Ipsam facilis modi suscipit asperiores praesentium adipisci.,2025-07-29 19:51:10.954087
3940,8725,111,2024-04-27 15:12:03.545421,262.24821,Cartão Crédito,39201614,Minus labore consequatur id. Dolorum nemo porro fugit.,2025-07-29 19:51:10.954087
3941,7057,41,2025-07-12 23:30:49.656554,262.882698,PIX,70987478,Reprehenderit a qui dolores. Eligendi eius maxime officiis.,2025-07-29 19:51:10.954087
3942,7260,353,2024-08-20 10:08:52.579995,59.333268000000004,PIX,59798224,Enim soluta velit. Placeat eaque sunt ducimus nesciunt mollitia quam nobis.,2025-07-29 19:51:10.954087
3943,2976,607,2023-12-04 06:33:28.297100,0.0,Dinheiro,42149507,Quia praesentium est aliquid.,2025-07-29 19:51:10.954087
